,name,label,concept
18208,S2702PR_C01_064,Estimate!!Total!!Unpaid family workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18209,S2702PR_C01_065,"Estimate!!Total!!Agriculture, forestry, fishing and hunting, and mining",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18210,S2702PR_C01_066,Estimate!!Total!!Construction,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18211,S2702PR_C01_067,Estimate!!Total!!Manufacturing,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18212,S2702PR_C01_068,Estimate!!Total!!Wholesale trade,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18213,S2702PR_C01_069,Estimate!!Total!!Retail trade,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18214,S2702PR_C01_070,"Estimate!!Total!!Transportation and warehousing, and utilities",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18215,S2702PR_C01_071,Estimate!!Total!!Information,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18216,S2702PR_C01_072,"Estimate!!Total!!Finance and insurance, and real estate and rental and leasing",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18217,S2702PR_C01_073,"Estimate!!Total!!Professional, scientific, and management, and administrative and waste management services",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18218,S2702PR_C01_074,"Estimate!!Total!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18219,S2702PR_C01_075,"Estimate!!Total!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18220,S2702PR_C01_076,Estimate!!Total!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18221,S2702PR_C01_077,Estimate!!Total!!Public administration,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18222,S2702PR_C01_078,"Estimate!!Total!!Management, business, science, and arts occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18223,S2702PR_C01_079,Estimate!!Total!!Service occupations,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18224,S2702PR_C01_080,Estimate!!Total!!Sales and office occupations,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18225,S2702PR_C01_081,"Estimate!!Total!!Natural resources, construction, and maintenance occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18226,S2702PR_C01_082,"Estimate!!Total!!Production, transportation, and material moving occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18227,S2702PR_C01_083,Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and older with earnings,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18228,S2702PR_C01_084,"Estimate!!Total!!$1 to $4,999 or loss",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18229,S2702PR_C01_085,"Estimate!!Total!!$5,000 to $14,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18230,S2702PR_C01_086,"Estimate!!Total!!$15,000 to $24,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18231,S2702PR_C01_087,"Estimate!!Total!!$25,000 to $34,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18232,S2702PR_C01_088,"Estimate!!Total!!$35,000 to $49,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18233,S2702PR_C01_089,"Estimate!!Total!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18234,S2702PR_C01_090,"Estimate!!Total!!$75,000 or more",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18235,S2702PR_C01_091,Estimate!!Total!!Median earnings (dollars),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18236,S2702PR_C01_092,Estimate!!Total!!HOUSEHOLD INCOME (IN 2018 INFLATION ADJUSTED DOLLARS)!!Total household population,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18237,S2702PR_C01_093,"Estimate!!Total!!Under $25,000",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18238,S2702PR_C01_094,"Estimate!!Total!!$25,000 to $49,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18239,S2702PR_C01_095,"Estimate!!Total!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18240,S2702PR_C01_096,"Estimate!!Total!!$75,000 to $99,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18241,S2702PR_C01_097,"Estimate!!Total!!$100,000 and over",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18242,S2702PR_C01_098,Estimate!!Total!!Median household income of householders,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18243,S2702PR_C01_099,Estimate!!Total!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18244,S2702PR_C01_100,Estimate!!Total!!Below 50 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18245,S2702PR_C01_101,Estimate!!Total!!50 to 99 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18246,S2702PR_C01_102,Estimate!!Total!!100 to 149 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18247,S2702PR_C01_103,Estimate!!Total!!150 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18248,S2702PR_C01_104,Estimate!!Total!!200 to 299 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18249,S2702PR_C01_105,Estimate!!Total!!At or above 300 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18250,S2702PR_C02_001,Estimate!!Total Uninsured!!Subject!!Total civilian noninstitutionalized population,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18251,S2702PR_C02_002,Estimate!!Total Uninsured!!AGE!!Under 19 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18252,S2702PR_C02_003,Estimate!!Total Uninsured!!AGE!!Under 19 years!!Under 6 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18253,S2702PR_C02_004,Estimate!!Total Uninsured!!AGE!!Under 19 years!!6 to 18 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18254,S2702PR_C02_005,Estimate!!Total Uninsured!!AGE!!19 to 64 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18255,S2702PR_C02_006,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!19 to 25 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18256,S2702PR_C02_007,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!26 to 34 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18257,S2702PR_C02_008,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!35 to 44 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18258,S2702PR_C02_009,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!45 to 54 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18259,S2702PR_C02_010,Estimate!!Total Uninsured!!AGE!!19 to 64 years!!55 to 64 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18260,S2702PR_C02_011,Estimate!!Total Uninsured!!AGE!!65 years and older,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18261,S2702PR_C02_012,Estimate!!Total Uninsured!!AGE!!65 years and older!!65 to 74 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18262,S2702PR_C02_013,Estimate!!Total Uninsured!!AGE!!65 years and older!!75 years and older,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18263,S2702PR_C02_014,Estimate!!Total Uninsured!!Median age (years),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18264,S2702PR_C02_015,Estimate!!Total Uninsured!!Male,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18265,S2702PR_C02_016,Estimate!!Total Uninsured!!Female,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18266,S2702PR_C02_017,Estimate!!Total Uninsured!!One race,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18267,S2702PR_C02_018,Estimate!!Total Uninsured!!One race!!White alone,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18268,S2702PR_C02_019,Estimate!!Total Uninsured!!One race!!Black or African American alone,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18269,S2702PR_C02_020,Estimate!!Total Uninsured!!One race!!American Indian and Alaska Native alone,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18270,S2702PR_C02_021,Estimate!!Total Uninsured!!One race!!Asian alone,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18271,S2702PR_C02_022,Estimate!!Total Uninsured!!One race!!Native Hawaiian and Other Pacific Islander alone,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18272,S2702PR_C02_023,Estimate!!Total Uninsured!!One race!!Some other race alone,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18273,S2702PR_C02_024,Estimate!!Total Uninsured!!Two or more races,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18274,S2702PR_C02_025,Estimate!!Total Uninsured!!Hispanic or Latino (of any race),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18275,S2702PR_C02_026,"Estimate!!Total Uninsured!!White alone, not Hispanic or Latino",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18276,S2702PR_C02_027,Estimate!!Total Uninsured!!Native born,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18277,S2702PR_C02_028,Estimate!!Total Uninsured!!Foreign born,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18278,S2702PR_C02_029,Estimate!!Total Uninsured!!Foreign born!!Naturalized,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18279,S2702PR_C02_030,Estimate!!Total Uninsured!!Foreign born!!Not a citizen,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18280,S2702PR_C02_031,Estimate!!Total Uninsured!!With a disability,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18281,S2702PR_C02_032,Estimate!!Total Uninsured!!No disability,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18282,S2702PR_C02_033,Estimate!!Total Uninsured!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18283,S2702PR_C02_034,Estimate!!Total Uninsured!!Same house,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18284,S2702PR_C02_035,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18285,S2702PR_C02_036,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!In Puerto Rico,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18286,S2702PR_C02_037,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!Same municipio,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18287,S2702PR_C02_038,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!Same municipio!!Different municipio,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18288,S2702PR_C02_039,Estimate!!Total Uninsured!!Different House in Puerto Rico or the United States!!Same municipio!!In the United States,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18289,S2702PR_C02_040,Estimate!!Total Uninsured!!Elsewhere,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18290,S2702PR_C02_041,Estimate!!Total Uninsured!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18291,S2702PR_C02_042,Estimate!!Total Uninsured!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18292,S2702PR_C02_043,Estimate!!Total Uninsured!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18293,S2702PR_C02_044,Estimate!!Total Uninsured!!Some college or associate's degree,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18294,S2702PR_C02_045,Estimate!!Total Uninsured!!Bachelor's degree or higher,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18295,S2702PR_C02_046,Estimate!!Total Uninsured!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18296,S2702PR_C02_047,Estimate!!Total Uninsured!!In labor force,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18297,S2702PR_C02_048,Estimate!!Total Uninsured!!In labor force!!Employed,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18298,S2702PR_C02_049,Estimate!!Total Uninsured!!In labor force!!Unemployed,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18299,S2702PR_C02_050,Estimate!!Total Uninsured!!Not in labor force,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18300,S2702PR_C02_051,Estimate!!Total Uninsured!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18301,S2702PR_C02_052,"Estimate!!Total Uninsured!!Worked full-time, year round in the past 12 months",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18302,S2702PR_C02_053,"Estimate!!Total Uninsured!!Worked less than full-time, year round in the past 12 months",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18303,S2702PR_C02_054,Estimate!!Total Uninsured!!Did not work,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18304,S2702PR_C02_055,Estimate!!Total Uninsured!!Did not work!!Civilian noninstitutionalized workers 16 years and over,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18305,S2702PR_C02_056,Estimate!!Total Uninsured!!Private for-profit wage and salary workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18306,S2702PR_C02_057,Estimate!!Total Uninsured!!Private for-profit wage and salary workers!!Employee of private company workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18307,S2702PR_C02_058,Estimate!!Total Uninsured!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18308,S2702PR_C02_059,Estimate!!Total Uninsured!!Private not-for-profit wage and salary workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18309,S2702PR_C02_060,Estimate!!Total Uninsured!!Local government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18310,S2702PR_C02_061,Estimate!!Total Uninsured!!State government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18311,S2702PR_C02_062,Estimate!!Total Uninsured!!Federal government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18312,S2702PR_C02_063,Estimate!!Total Uninsured!!Self-employed workers in own not incorporated business workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18313,S2702PR_C02_064,Estimate!!Total Uninsured!!Unpaid family workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18314,S2702PR_C02_065,"Estimate!!Total Uninsured!!Agriculture, forestry, fishing and hunting, and mining",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18315,S2702PR_C02_066,Estimate!!Total Uninsured!!Construction,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18316,S2702PR_C02_067,Estimate!!Total Uninsured!!Manufacturing,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18317,S2702PR_C02_068,Estimate!!Total Uninsured!!Wholesale trade,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18318,S2702PR_C02_069,Estimate!!Total Uninsured!!Retail trade,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18319,S2702PR_C02_070,"Estimate!!Total Uninsured!!Transportation and warehousing, and utilities",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18320,S2702PR_C02_071,Estimate!!Total Uninsured!!Information,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18321,S2702PR_C02_072,"Estimate!!Total Uninsured!!Finance and insurance, and real estate and rental and leasing",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18322,S2702PR_C02_073,"Estimate!!Total Uninsured!!Professional, scientific, and management, and administrative and waste management services",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18323,S2702PR_C02_074,"Estimate!!Total Uninsured!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18324,S2702PR_C02_075,"Estimate!!Total Uninsured!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18325,S2702PR_C02_076,Estimate!!Total Uninsured!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18326,S2702PR_C02_077,Estimate!!Total Uninsured!!Public administration,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18327,S2702PR_C02_078,"Estimate!!Total Uninsured!!Management, business, science, and arts occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18328,S2702PR_C02_079,Estimate!!Total Uninsured!!Service occupations,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18329,S2702PR_C02_080,Estimate!!Total Uninsured!!Sales and office occupations,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18330,S2702PR_C02_081,"Estimate!!Total Uninsured!!Natural resources, construction, and maintenance occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18331,S2702PR_C02_082,"Estimate!!Total Uninsured!!Production, transportation, and material moving occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18332,S2702PR_C02_083,Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and older with earnings,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18333,S2702PR_C02_084,"Estimate!!Total Uninsured!!$1 to $4,999 or loss",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18334,S2702PR_C02_085,"Estimate!!Total Uninsured!!$5,000 to $14,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18335,S2702PR_C02_086,"Estimate!!Total Uninsured!!$15,000 to $24,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18336,S2702PR_C02_087,"Estimate!!Total Uninsured!!$25,000 to $34,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18337,S2702PR_C02_088,"Estimate!!Total Uninsured!!$35,000 to $49,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18338,S2702PR_C02_089,"Estimate!!Total Uninsured!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18339,S2702PR_C02_090,"Estimate!!Total Uninsured!!$75,000 or more",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18340,S2702PR_C02_091,Estimate!!Total Uninsured!!Median earnings (dollars),SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18341,S2702PR_C02_092,Estimate!!Total Uninsured!!HOUSEHOLD INCOME (IN 2018 INFLATION ADJUSTED DOLLARS)!!Total household population,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18342,S2702PR_C02_093,"Estimate!!Total Uninsured!!Under $25,000",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18343,S2702PR_C02_094,"Estimate!!Total Uninsured!!$25,000 to $49,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18344,S2702PR_C02_095,"Estimate!!Total Uninsured!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18345,S2702PR_C02_096,"Estimate!!Total Uninsured!!$75,000 to $99,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18346,S2702PR_C02_097,"Estimate!!Total Uninsured!!$100,000 and over",SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18347,S2702PR_C02_098,Estimate!!Total Uninsured!!Median household income of householders,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18348,S2702PR_C02_099,Estimate!!Total Uninsured!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18349,S2702PR_C02_100,Estimate!!Total Uninsured!!Below 50 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18350,S2702PR_C02_101,Estimate!!Total Uninsured!!50 to 99 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18351,S2702PR_C02_102,Estimate!!Total Uninsured!!100 to 149 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18352,S2702PR_C02_103,Estimate!!Total Uninsured!!150 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18353,S2702PR_C02_104,Estimate!!Total Uninsured!!200 to 299 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18354,S2702PR_C02_105,Estimate!!Total Uninsured!!At or above 300 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
18355,S2703_C01_001,Estimate!!Total!!Civilian noninstitutionalized population,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18356,S2703_C01_002,Estimate!!Total!!Civilian noninstitutionalized population!!Employer-based health insurance alone or in combination,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18357,S2703_C01_003,Estimate!!Total!!Civilian noninstitutionalized population!!Employer-based health insurance alone or in combination!!Under 19,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18358,S2703_C01_004,Estimate!!Total!!Civilian noninstitutionalized population!!Employer-based health insurance alone or in combination!!19 to 64 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18359,S2703_C01_005,Estimate!!Total!!Civilian noninstitutionalized population!!Employer-based health insurance alone or in combination!!65 years and over,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18360,S2703_C01_006,Estimate!!Total!!Civilian noninstitutionalized population!!Direct-purchase health insurance alone or in combination,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18361,S2703_C01_007,Estimate!!Total!!Civilian noninstitutionalized population!!Direct-purchase health insurance alone or in combination!!Under 19,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18362,S2703_C01_008,Estimate!!Total!!Civilian noninstitutionalized population!!Direct-purchase health insurance alone or in combination!!19 to 64 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18363,S2703_C01_009,Estimate!!Total!!Civilian noninstitutionalized population!!Direct-purchase health insurance alone or in combination!!65 years and over,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18364,S2703_C01_010,Estimate!!Total!!Civilian noninstitutionalized population!!Tricare/military health insurance alone or in combination,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18365,S2703_C01_011,Estimate!!Total!!Civilian noninstitutionalized population!!Tricare/military health insurance alone or in combination!!Under 19,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18366,S2703_C01_012,Estimate!!Total!!Civilian noninstitutionalized population!!Tricare/military health insurance alone or in combination!!19 to 64 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18367,S2703_C01_013,Estimate!!Total!!Civilian noninstitutionalized population!!Tricare/military health insurance alone or in combination!!65 years and over,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18368,S2703_C01_014,Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!Below 138 percent of the poverty threshold,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18369,S2703_C01_015,Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!At or above 138 percent of the poverty threshold,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18370,S2703_C01_016,"Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!Worked full-time, year-round (19-64 years)",PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18371,S2703_C01_017,Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!Under 6,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18372,S2703_C01_018,Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!6 to 18 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18373,S2703_C01_019,Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!19 to 25 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
18374,S2703_C01_020,Estimate!!Total!!Civilian noninstitutionalized population!!PRIVATE HEALTH INSURANCE ALONE OR IN COMBINATION!!26 to 34 years,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
