,ID,City.x,Address,Longitude,Latitude,Match.Score,License Type,State,Establishment,Licensee,Effective Date,Inactivity Start Date,Expiration Date,City.y,Premise Address,Mailing Address,is.bar,is.store
6736,1506-31-016-001,BRICK TOWN,"1065 CEDAR BRIDGE AV  
BRICK TOWN, NJ  08723
USA",-74.1444458226415,40.0575276650756,95.89,Club License,Active,KNIGHTS OF COLUMBUS COUNCIL,COLUMBUS CLUB INCORPORATED,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWN,"1065 CEDAR BRIDGE AV  
BRICK TOWN, NJ  08723
USA","1065 CEDAR BRIDGE AV  
BRICK TOWN, NJ  08723
USA",,
6737,1506-31-017-003,BRICK,"2493 HOOPER AVE  
BRICK, NJ  08723
USA",-74.1299646867109,40.0419418486494,95.45,Club License,Active,BRICK ELKS 2151,BRICK ELKS 2151,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"2493 HOOPER AVE  
BRICK, NJ  08723
USA","2493 HOOPER AVE  
BRICK, NJ  08723
USA",,
6738,1506-31-018-001,BRICK TOWN,"TILTON RD  
   BRICK TOWN USA 08723",-74.13708,40.0592800000001,81.18,Club License,Active,METEDECONK RIVER YACHT CLUB,METEDECONK RIVER YACHT CLUB,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWN,"TILTON RD  
   BRICK TOWN USA 08723","TILTON RD  
   BRICK TOWN USA 08723",,
6739,1506-31-020-001,BRICK,"385 HERBERTSVILLE RD  
BRICK, NJ  08724
USA",-74.1016080948066,40.0996242650317,96.58,Club License,Active,RIVIERA BEACH BOAT CLUB,RIVIERA BEACH BOAT CLUB INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"385 HERBERTSVILLE RD  
BRICK, NJ  08724
USA","385 HERBERTSVILLE RD  
BRICK, NJ  08724
USA",,
6740,1506-31-021-001,SHORE ACRES,"800 DRUM POINT ROAD  
SHORE ACRES, NJ  08726
USA",-74.1044538563065,40.0169826799368,80.35,Club License,Active,SHORE ACRES YACHT CLUB INC.,SHORE ACRES YACHT CLUB INC,"Jul 01, 2019",NA,"Jun 30, 2020",SHORE ACRES,"800 DRUM POINT ROAD  
SHORE ACRES, NJ  08726
USA","PO Box 4337 
BRICK, NJ  08723
USA",,
6741,1506-31-023-002,BRICK TOWN,"373 ADAMSTON RD  
BRICK TOWN, NJ  08723
USA",-74.0889531812113,40.0445585558398,95.59,Club License,Active,BRICK TOWNSHIP V F W POST # 8867,BRICK TOWNSHIP V F W POST # 8867 & AUXILIARY,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWN,"373 ADAMSTON RD  
BRICK TOWN, NJ  08723
USA","373 ADAMSTON RD  
BRICK TOWN, NJ  08723
USA",,
6742,1506-32-002-007,,,0,0,0,Plenary Retail Consumption License with Broad C,Active,ABC POCKET LICENSE,FRIT LEASING & DEVELOPMENT SERVICES INC,"Jul 01, 2019","Sep 12, 2016","Jun 30, 2020",NA,NA,UNKNOWN,,
6743,1506-32-011-005,BRICK TOWNSHIP,"1600 ROUTE 70  
BRICK TOWNSHIP, NJ  08724
USA",-74.0873040417616,40.0967895472874,96.38,Plenary Retail Consumption License with Broad C,Active,Not Available,RIVER ROCK SPORTS BAR AND GRILL CORP,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWNSHIP,"1600 ROUTE 70  
BRICK TOWNSHIP, NJ  08724
USA","1600 ROUTE 70  
BRICK TOWNSHIP, NJ  08724
USA",,
6744,1506-32-013-011,BRICK,"30 BRICK BLVD  PAV RET CTR  
BRICK, NJ  08723
USA",-74.1444573896682,40.0218323664842,94.5,Plenary Retail Consumption License with Broad C,Active,SPIRITS UNLIMITED,LIQITUP INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"30 BRICK BLVD  PAV RET CTR  
BRICK, NJ  08723
USA","30 BRICK BLVD  PAV RET CTR  
BRICK, NJ  08723
USA",,1
6745,1506-33-001-009,BRICK,"447 BRICK BOULEVARD  
BRICK, NJ  07823
USA",-74.1421524501135,40.0479290029257,96.49,Plenary Retail Consumption License,Active,P.J. SWEENEYS,MAYO4SAM LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"447 BRICK BOULEVARD  
BRICK, NJ  07823
USA","447 BRICK BOULEVARD  
BRICK, NJ  07823
USA",,
6746,1506-33-003-010,BRICK,"292 PRINCETON AVE  
BRICK, NJ  08724
USA",-74.1071440065778,40.0585684040835,96.29,Plenary Retail Consumption License,Active,WINDWARD TAVERN,THREE BOYS CORPORATION,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"292 PRINCETON AVE  
BRICK, NJ  08724
USA","292 PRINCETON AVE  
BRICK, NJ  08723
USA",,
6747,1506-33-005-012,BRICK,"1048 CEDAR BRIDGE AVENUE  
BRICK, NJ  08723
USA",-74.1407540133878,40.0580139830979,96.83,Plenary Retail Consumption License,Active,"TRE PIZZA, PASTA, BEER GARDEN  BRICK, 
ROSALITAS ROADSIDE CANTINA  BRICK",GR BRICK LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"1048 CEDAR BRIDGE AVENUE  
BRICK, NJ  08723
USA","1048 CEDAR BRIDGE AVENUE  
BRICK, NJ  08723
USA",,
6748,1506-33-006-004,BRICK,"2071 RT 88  
BRICK, NJ  08723
USA",-74.1065696785723,40.0754904188567,95.36,Plenary Retail Consumption License,Active,ARROWHEAD INN,JOSFLO CORP,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"2071 RT 88  
BRICK, NJ  08723
USA","2071 RT 88  
BRICK, NJ  08723
USA",,
6749,1506-33-007-007,S MANTOLOKING,"34-39 OCEAN BLVD  
S MANTOLOKING, NJ  08738
USA",-74.057,40.0155,80.43,Plenary Retail Consumption License,Active,USED TO BES,MED MARION INC,"Jan 02, 2020",NA,"Jun 30, 2020",S MANTOLOKING,"34-39 OCEAN BLVD  
S MANTOLOKING, NJ  08738
USA","34-39 OCEAN BLVD  
S MANTOLOKING, NJ  08738
USA",,
6750,1506-33-008-007,BRICK TWP,"2700 OLD HOOPER AVE  
BRICK TWP, NJ  08724
USA",-74.1328686541566,40.0533125316972,94.99,Plenary Retail Consumption License,Active,VILLA  VITTORIA  RESTAURANT,OICATA INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TWP,"2700 OLD HOOPER AVE  
BRICK TWP, NJ  08724
USA","2700 OLD HOOPER AVE  
BRICK TWP, NJ  08724
USA",,
6751,1506-33-012-012,BRICK TOWNSHIP,"799 ROUTE 70  
BRICK TOWNSHIP, NJ  08723
USA",-74.135241068031,40.0645500235557,96.3,Plenary Retail Consumption License,Active,BEACONS 70,KB & RD LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWNSHIP,"799 ROUTE 70  
BRICK TOWNSHIP, NJ  08723
USA","1220 HICKORY STREET 
TOMS RIVER, NJ  08755
USA",,
6752,1506-33-024-008,BRICK,"709 ROUTE 70  
BRICK, NJ  08723
USA",-74.1388110882317,40.0619940040921,95.67,Plenary Retail Consumption License,Active,TGI FRIDAYS,BRICK TOWNSHIP PUBS INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"709 ROUTE 70  
BRICK, NJ  08723
USA","709 ROUTE 70  
BRICK, NJ  08723
USA",,
6753,1506-33-028-001,BRICK,"52 BRICK PLAZA  
BRICK, NJ  08723
USA",-74.1399899190945,40.0590531714533,95.94,Plenary Retail Consumption License,Active,APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLE FOOD SERVICE OF BRICK INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"52 BRICK PLAZA  
BRICK, NJ  08723
USA","7 PEARL CT  
ALLENDALE, NJ  07401
USA",1,
6754,1506-33-029-002,BRICK,"2770 HOOPER AVE (KENNEDY MALL)  
BRICK, NJ  08723
USA",-74.1362581281629,40.0570993079135,94.55,Plenary Retail Consumption License,Active,OUTBACK STEAKHOUSE,OUTBACK STEAKHOUSE OF FLORIDA LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"2770 HOOPER AVE (KENNEDY MALL)  
BRICK, NJ  08723
USA","2202 NW SHORE BLVD  5TH FLOOR  
TAMPA, FL  33607
USA",,
6755,1506-33-030-002,BRICKTOWN,"1490 ROUTE 88 WEST  
BRICKTOWN, NJ  08724
USA",-74.1443950283082,40.0823849952233,81.15,Plenary Retail Consumption License,Active,TUSCANY RESTAURANT & BAR,3 CYPRIOTS LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICKTOWN,"1490 ROUTE 88 WEST  
BRICKTOWN, NJ  08724
USA","1490 ROUTE 88 WEST  
BRICKTOWN, NJ  08724
USA",1,
6756,1506-33-031-003,BRICK,"990 CEDAR ROAD  BUILDING B  
BRICK, NJ  08723
USA",-74.1375340214639,40.0534424092871,79.85,Plenary Retail Consumption License,Active,CARRABBAS ITALIAN GRILL,CARRABBAS ITALIAN GRILL LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"990 CEDAR ROAD  BUILDING B  
BRICK, NJ  08723
USA","2202 NW SHORE BLVD  SUITE 500  
TAMPA, FL  33607
USA",,
6757,1506-33-032-003,BRICK,"247 MANTOLOKING  RD  
BRICK, NJ  08723
USA",-74.0771880066382,40.044879792279,96.39,Plenary Retail Consumption License,Active,MANTOLOKING ROAD ALEHOUSE,ZMRA LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"247 MANTOLOKING  RD  
BRICK, NJ  08723
USA","247 MANTOLOKING  RD  
BRICK, NJ  08723
USA",,
6758,1506-33-033-003,BRICK,"1036 CEDAR BRIDGE AVE  
BRICK, NJ  08723
USA",-74.1407540133878,40.0580139830979,96.58,Plenary Retail Consumption License,Active,QUAKER STEAK & LUBE,QSL OF BRICK LLC,"Dec 12, 2019",NA,"Jun 30, 2020",BRICK,"1036 CEDAR BRIDGE AVE  
BRICK, NJ  08723
USA","7 PEARL COURT  
ALLENDALE, NJ  08401
USA",,
6759,1506-33-035-004,,,0,0,0,Plenary Retail Consumption License,Active,ABC POCKET LICENSE,FRIT LEASING & DEVELOPMENT SERVICES INC,"Jul 01, 2019","Jan 30, 2018","Jun 30, 2020",NA,NA,UNKNOWN,,
6760,1506-33-036-003,BRICK,"179 VAN ZILE ROAD 
UNIT #9104
BRICK, NJ  08724
USA",-74.1161473440549,40.0758725917319,96.9,Plenary Retail Consumption License,Active,BONEFISH GRILL,BONEFISH GRILL LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"179 VAN ZILE ROAD 
UNIT #9104
BRICK, NJ  08724
USA","2202 N W SHORE BLVD STE 500  
TAMPA, FL  33607
USA",,
6761,1506-33-037-005,BRICK TOWN,"979 CEDAR BRIDGE AVE  
BRICK TOWN, NJ  08723
USA",-74.1371161835907,40.0531885633492,95.89,Plenary Retail Consumption License,Active,Not Available,JACK & MIKES BAR & GRILLE INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWN,"979 CEDAR BRIDGE AVE  
BRICK TOWN, NJ  08723
USA","979 CEDAR BRIDGE AVE  
BRICK TOWN, NJ  08723
USA",,
6762,1506-33-038-002,BRICK,"5 KENNEDY MALL  
BRICK, NJ  08723
USA",-7.8117781952721,52.3335539670368,75.94,Plenary Retail Consumption License,Active,BUFFALO WILD WINGS BAR AND GRILL,ANTSUL-BWW III LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"5 KENNEDY MALL  
BRICK, NJ  08723
USA","5 KENNEDY MALL  
BRICK, NJ  08723
USA",1,
6763,1506-33-039-004,BRICK,"RT 70 & SHORROCK STREET  
BRICK, NJ  08723",-74.1609699065615,40.0556300441062,94.19,Plenary Retail Consumption License,Active,HOULIHANS,HOP BRICK LLC,"Jan 28, 2020",NA,"Jun 30, 2020",BRICK,"RT 70 & SHORROCK STREET  
BRICK, NJ  08723","8700 STATE LINE ROAD 
LEAWOOD, KS  66206
USA",,
6764,1506-33-040-004,BRICK,"515 ROUTE 70  
BRICK, NJ  08723
USA",-74.1529850541394,40.0567829748877,95.67,Plenary Retail Consumption License,Active,URBAN COALHOUSE,JSM AT BRICK II LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"515 ROUTE 70  
BRICK, NJ  08723
USA","515 ROUTE 70  
BRICK, NJ  08723
USA",,
6765,1506-33-045-001,BRICK,"56 CHAMBERS BRIDGE ROAD  
BRICK, NJ  08723
USA",-74.1394334445428,40.0593345519429,96.75,Plenary Retail Consumption License,Active,RED ROBIN GOURMT BURGERS & BREWS,RED ROBIN INTERNATIONAL INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"56 CHAMBERS BRIDGE ROAD  
BRICK, NJ  08723
USA","6312 S FIDDLERS GREEN CIR S 200  
GREENWOOD VILLAGE, CO  80111
USA",,
6766,1506-44-004-005,BRICK,"580 BRICK BOULEVARD 
UNIT 6 & 7
BRICK, NJ  08723
USA",-74.1401122948809,40.053896037887,96.74,Plenary Retail Distribution License,Active,FORBES WINES & LIQUORS,SP HOLDINGS LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"580 BRICK BOULEVARD 
UNIT 6 & 7
BRICK, NJ  08723
USA","580 BRICK BOULEVARD 
UNIT 6 & 7
BRICK, NJ  08723
USA",,1
6767,1506-44-009-008,BRICK,"567 MANTOLOKING ROAD  
BRICK, NJ  08723
USA",-74.1055875709772,40.0452734902711,96.58,Plenary Retail Distribution License,Active,LENAPE BUYRITE,B & M ASSOCIATES INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"567 MANTOLOKING ROAD  
BRICK, NJ  08723
USA","567 MANTOLOKING ROAD  
BRICK, NJ  08723
USA",,
6768,1506-44-010-008,BRICK,"111 LANES MILL RD  
BRICK, NJ  08724
USA",-74.146595780806,40.0942944223501,96.18,Plenary Retail Distribution License,Active,BRICK TOWN LIQUORS,BRICK TOWN LIQUORS INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"111 LANES MILL RD  
BRICK, NJ  08724
USA","111 LANES MILL RD  
BRICK, NJ  08724
USA",,1
6769,1506-44-014-010,BRICK,"2746 OLD HOOPER AVENUE 
BRICK, NJ  08724
USA",-74.1339634145303,40.055466010261,94.94,Plenary Retail Distribution License,Active,WINE SHOPPE,TINALI WINES INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"2746 OLD HOOPER AVENUE 
BRICK, NJ  08724
USA","2746 OLD HOOPER AVENUE 
BRICK, NJ  08724
USA",,1
6770,1506-44-026-006,BRICK,"294-298 BRICK BOULEVARD  
BRICK, NJ  08723
USA",-74.1426167237307,40.0395764783209,96,Plenary Retail Distribution License,Active,NJ WINE GALLERY,B C REST OF BRICK TOWN INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"294-298 BRICK BOULEVARD  
BRICK, NJ  08723
USA","294-298 BRICK BOULEVARD  
BRICK, NJ  08723
USA",,1
6771,1506-44-034-002,BRICK,"465 STATE HIGHWAY #70 EAST  
BRICK, NJ  08724
USA",-74.1367759155875,40.0634855213177,80.37,Plenary Retail Distribution License,Active,BRICK LIQUORS INC,BRICK LIQUORS INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"465 STATE HIGHWAY #70 EAST  
BRICK, NJ  08724
USA","465 STATE HIGHWAY #70 EAST  
BRICK, NJ  08724
USA",,1
6772,1506-44-041-005,BRICK,"989 BURNT TAVERN ROAD  
BRICK, NJ  08724
USA",-74.1265950510868,40.0940178614546,96.58,Plenary Retail Distribution License,Active,BUY RITE OF BRICK,MANIRA LLC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"989 BURNT TAVERN ROAD  
BRICK, NJ  08724
USA","989 BURNT TAVERN ROAD  
BRICK, NJ  08724
USA",,
6773,1506-44-042-002,BRICK,"2085 ROUTE 88  
BRICK, NJ  08724
USA",-74.104882317644,40.0758269103596,95.81,Plenary Retail Distribution License,Active,WINE WORLD,TINALI WINES INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK,"2085 ROUTE 88  
BRICK, NJ  08724
USA","2085 ROUTE 88  
BRICK, NJ  08724
USA",,1
6774,1506-44-043-003,BRICK TOWNSHIP,"720 ROUTE 70  
BRICK TOWNSHIP, NJ  08723
USA",-74.1397049343865,40.0615905411829,96.3,Plenary Retail Distribution License,Active,JOE CANALS,RJS TECH INC,"Jul 01, 2019",NA,"Jun 30, 2020",BRICK TOWNSHIP,"720 ROUTE 70  
BRICK TOWNSHIP, NJ  08723
USA","164 FOREST HAVEN COURT 
FREEHOLD, NJ  07728
USA",,
6775,1507-31-027-002,TOMS RIVER,"2025 CHURCH RD  
TOMS RIVER, NJ  08753
USA",-74.1671537394483,40.0167402764858,96.25,Club License,Active,GEORGE P VANDERVEER POST 129 THE AMERICAN LEGION,GEORGE P VANDERVEER POST 129 AMERICAN LEGION,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"2025 CHURCH RD  
TOMS RIVER, NJ  08753
USA","2025 CHURCH RD  
TOMS RIVER, NJ  08753
USA",,
6776,1507-31-028-001,TOMS RIVER,"113 TENNYSON AV  
TOMS RIVER, NJ  08753
USA",-74.160395410918,39.9505629716211,96.34,Club License,Active,KNIGHTS OF COLUMBUS ST. JOSEPH,COLUMBUS CLUB OF TOMS RIVER,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"113 TENNYSON AV  
TOMS RIVER, NJ  08753
USA","113 TENNYSON AV  
TOMS RIVER, NJ  08753
USA",,
6777,1507-31-029-001,TOMS RIVER,"600 WASHINGTON STREET 
TOMS RIVER, NJ  08753
USA",-74.1764621556421,39.9528322492694,95.96,Club License,Active,BPOE LODGE 1875 TOMS RIVER,TOMS RIVER LODGE #1875 BPO ELKS,"Aug 22, 2020",NA,"Jun 30, 2020",TOMS RIVER,"600 WASHINGTON STREET 
TOMS RIVER, NJ  08753
USA","600 WASHINGTON STREET 
TOMS RIVER, NJ  08753
USA",,
6778,1507-31-030-001,TOMS RIVER,"700 RIVERSIDE DR  
TOMS RIVER, NJ  08753
USA",-74.1316447286548,39.9435459356492,96.43,Club License,Active,"GILFORD PARK YACHT CLUB, INC",GILFORD PARK YACHT CLUB INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"700 RIVERSIDE DR  
TOMS RIVER, NJ  08753
USA","PO Box 134 
ISLAND HEIGHTS, NJ  08732
USA",,
6779,1507-31-031-001,TOMS RIVER,"419 WASHINGTON ST  
TOMS RIVER, NJ  08753
USA",-74.1824171013117,39.952376983106,96.51,Club License,Active,TOMS RIVER COUNTRY CLUB,TOMS RIVER COUNTRY CLUB INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"419 WASHINGTON ST  
TOMS RIVER, NJ  08753
USA","419 WASHINGTON ST  
TOMS RIVER, NJ  08753
USA",,
6780,1507-31-032-003,TOMS RIVER,"1464 RIVIERA  
TOMS RIVER, NJ  08753
USA",-74.1599344900623,39.945883019802,83.17,Club License,Active,TOMS RIVER YACHT CLUB,TOMS RIVER YACHT CLUB,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1464 RIVIERA  
TOMS RIVER, NJ  08753
USA","1464 RIVIERA  
TOMS RIVER, NJ  08753
USA",,
6781,1507-31-035-002,SEASIDE HEIGHTS,"1801 BAY BOULEVARD  
SEASIDE HEIGHTS, NJ  08751
USA",-74.0785174603009,39.9530200008084,96.85,Club License,Active,SEASIDE HEIGHTS LODGE #399 LOYAL ORDER OF MOOSE,SEASIDE HEIGHTS LODGE #399 LOYAL ORDER OF MOOSE,"Jul 01, 2019",NA,"Jun 30, 2020",SEASIDE HEIGHTS,"1801 BAY BOULEVARD  
SEASIDE HEIGHTS, NJ  08751
USA","1801 BAY BOULEVARD  
SEASIDE HEIGHTS, NJ  08751
USA",,
6782,1507-31-060-001,NORMANDY BEACH,"236 SOUTH COURT  
NORMANDY BEACH, NJ  08739
USA",-74.0661526443746,40.0000556791202,83.77,Club License,Active,NONE,NORMANDY BEACH YACHT CLUB INC,"Jul 01, 2019",NA,"Jun 30, 2020",NORMANDY BEACH,"236 SOUTH COURT  
NORMANDY BEACH, NJ  08739
USA","PO Box 726 
NORMANDY BEACH, NJ  08739
USA",,
6783,1507-32-015-007,TOMS RIVER,"2 ROUTE 37 W BLDGS E&C UNITS 2&3  
TOMS RIVER, NJ  08753
USA",-74.2053029659229,39.9659200012525,94.31,Plenary Retail Consumption License with Broad C,Active,SPIRITS UNLIMITED; SOCIAL 37,MRS D INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"2 ROUTE 37 W BLDGS E&C UNITS 2&3  
TOMS RIVER, NJ  08753
USA","952 LAKEWOOD ROAD  
TOMS RIVER, NJ  08753
USA",,1
6784,1507-33-001-009,,,0,0,0,Plenary Retail Consumption License,Active,Not Available,37 EATS LLC,"Jul 01, 2018","Sep 28, 2005","Jun 30, 2019",NA,NA,"952 LAKEWOOD ROAD  
TOMS RIVER, NJ  08753
USA",,
6785,1507-33-002-004,TOMS RIVER,"3410 ROUTE 37 EAST  
TOMS RIVER, NJ  08753
USA",-74.1165841764845,39.949685982363,95.58,Plenary Retail Consumption License,Active,AQUA BLU RESTAURANT AND GRILL LLC,AQUA BLU RESTAURANT & GRILL LLC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"3410 ROUTE 37 EAST  
TOMS RIVER, NJ  08753
USA","1 WILKINS ROAD  
TOMS RIVER, NJ  08753
USA",,
6786,1507-33-003-010,TOMS RIVER,"1111 ROUTE 37 WEST  
TOMS RIVER, NJ  08755
USA",-74.2476595725155,39.9779296340317,96.51,Plenary Retail Consumption License,Active,MELLOW MUSHROOM,AR SEASHORE LLC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1111 ROUTE 37 WEST  
TOMS RIVER, NJ  08755
USA","1111 ROUTE 37 WEST  
TOMS RIVER, NJ  08755
USA",,
6787,1507-33-004-009,,,0,0,0,Plenary Retail Consumption License,Active,ABC POCKET LICENSE,RTC RESTAURANT CORP,"Jul 01, 2019","Oct 06, 2014","Jun 30, 2020",NA,NA,UNKNOWN,,
6788,1507-33-005-008,TOMS RIVER,"1171 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",-74.1829946144404,39.9771175533427,96.34,Plenary Retail Consumption License,Active,ARTISANS BREWERY & ITALIAN GRILL,JPPGR INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1171 HOOPER AVE  
TOMS RIVER, NJ  08753
USA","1171 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",,
6789,1507-33-006-011,TOWNSHIP OF TOMS RIVER,"820 MAIN ST &10 HIGHLAND PKWY  
TOWNSHIP OF TOMS RIVER, NJ  08753
USA",-74.2759598951209,39.9924100423196,91.55,Plenary Retail Consumption License,Active,OFFICE LOUNGE,CAYARD INC,"Nov 18, 2019",NA,"Jun 30, 2020",TOWNSHIP OF TOMS RIVER,"820 MAIN ST &10 HIGHLAND PKWY  
TOWNSHIP OF TOMS RIVER, NJ  08753
USA","820 MAIN ST &10 HIGHLAND PKWY  
TOWNSHIP OF TOMS RIVER, NJ  08753
USA",,
6790,1507-33-008-006,TOMS RIVER,"1279 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",-74.1790148868126,39.9856387218393,96.34,Plenary Retail Consumption License,Active,TGI FRIDAY'S,SOUTH JERSEY PUBS INC,"Aug 23, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1279 HOOPER AVE  
TOMS RIVER, NJ  08753
USA","1279 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",,
6791,1507-33-009-011,TOMS RIVER,"1201 HOOPER AVENUE   #1095  
TOMS RIVER, NJ  08753
USA",-74.1781679793159,39.980389010152,99.38,Plenary Retail Consumption License,Active,APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLE FOOD SERVICE OF TOMS RIVER LLC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1201 HOOPER AVENUE   #1095  
TOMS RIVER, NJ  08753
USA","7 PEARL COURT  
ALLENDALE, NJ  07401
USA",1,
6792,1507-33-010-006,TOMS RIVER,"1275 HOOPER AVENUE 
TOMS RIVER, NJ  08753
USA",-74.1791718540763,39.9852703099681,95.68,Plenary Retail Consumption License,Active,BJS RESTAURANT & BREWHOUSE,BJS Restaurant Operations Company,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1275 HOOPER AVENUE 
TOMS RIVER, NJ  08753
USA","7755 Center Avenue STE  300  
huntington Beach , CA  92647
USA",,
6793,1507-33-011-005,TOMS RIVER,"1006A LAKEWOOD ROAD  
TOMS RIVER, NJ  08753
USA",-74.204862540508,39.9713316890627,95.78,Plenary Retail Consumption License,Active,VILLA AMALFI RISTORANTE,IL TRAMONTO INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1006A LAKEWOOD ROAD  
TOMS RIVER, NJ  08753
USA","1006A LAKEWOOD ROAD  
TOMS RIVER, NJ  08753
USA",,
6794,1507-33-012-007,TOMS RIVER,"1250 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",-74.1804550654165,39.983181441195,96.34,Plenary Retail Consumption License,Active,TUSCAN BISTRO BAR,MALBAR INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1250 HOOPER AVE  
TOMS RIVER, NJ  08753
USA","1250 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",1,
6795,1507-33-014-004,," POCKET  
    USA  
",-121.51401,38.51669,100,Plenary Retail Consumption License,Active,Not Available,OCEAN VENTURES LIQUOR I LLC,"Jul 01, 2018","Jan 21, 2008","Jun 30, 2019",NA,"POCKET  
    USA  
","708 THIRD AVENUE  
NEW YORK, NY  10017
USA",,
6796,1507-33-017-007,TOMS RIVER,"1298 HOOPER AVENUE  
TOMS RIVER, NJ  08753
USA",-74.178695033388,39.9862913787303,96.59,Plenary Retail Consumption License,Active,RED LOBSTER #568,RED LOBSTER RESTAURANTS LLC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1298 HOOPER AVENUE  
TOMS RIVER, NJ  08753
USA","PO Box 6508 
ORLANDO, FL  32802
USA",,
6797,1507-33-018-012,TOMS RIVER,"1850 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",-74.1466527777477,40.0123388553096,96.34,Plenary Retail Consumption License,Active,TOMS RIVER ALE HOUSE,JMJ LICENSE CORPORATION,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1850 HOOPER AVE  
TOMS RIVER, NJ  08753
USA","1850 HOOPER AVE  
TOMS RIVER, NJ  08753
USA",,
6798,1507-33-019-009,TOMS RIVER,"1426 LAKEWOOD RD  
TOMS RIVER, NJ  08753
USA",-74.2120565062205,39.9975771241303,95.48,Plenary Retail Consumption License,Active,THE SPOT (PIZZA GRILL),SPOT ENTERPRISES INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1426 LAKEWOOD RD  
TOMS RIVER, NJ  08753
USA","952 LAKEWOOD RD  
TOMS RIVER, NJ  08753
USA",,
6799,1507-33-020-005,TOMS RIVER,"1311 RT 37 WEST  
TOMS RIVER, NJ  08755
USA",-74.2551423489375,39.9832927947783,96.25,Plenary Retail Consumption License,Active,RUBY TUESDAY,RUBY TUESDAY INC,"Jul 01, 2019",NA,"Jun 30, 2020",TOMS RIVER,"1311 RT 37 WEST  
TOMS RIVER, NJ  08755
USA","2295 SOUTH HIAWASSEE RD #402  
ORLANDO, FL  32835
USA",,
