CountyFIPS,County,Agency,Total,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Population,Number of clearances,Year
34029,Ocean,SEASIDE PARK PD,26,0,0,0,0,1,25,0,1526,0,2018
34029,Ocean,SHIP BOTTOM BORO PD,23,0,0,0,0,4,19,0,1129,0,2018
34029,Ocean,SOUTH TOMS RIVER PD,50,0,0,1,6,5,35,3,3740,10,2018
34029,Ocean,STAFFORD TWP PD,198,0,1,1,13,13,162,8,27141,64,2018
34029,Ocean,STATE POLICE OCEAN COUNTY,14,0,0,0,1,2,10,1,,2,2018
34029,Ocean,SURF CITY PD,12,0,0,0,0,1,11,0,1174,4,2018
34029,Ocean,TOMS RIVER TOWNSHIP,1372,1,19,10,25,171,1112,34,92191,268,2018
34029,Ocean,TUCKERTON BORO PD,37,0,0,0,1,14,21,1,3336,14,2018
34029,Ocean,Ocean County,6370,5,62,85,294,900,4835,189,592460,1340,2018
34029,Ocean,BARNEGAT LIGHT BORO,6,0,0,0,0,1,5,0,580,0,2019
34029,Ocean,BARNEGAT TWP PD,142,0,6,4,8,13,108,3,22777,56,2019
34029,Ocean,BAYHEAD BORO PD,15,0,0,0,0,3,12,0,971,2,2019
34029,Ocean,BEACH HAVEN PD,141,0,0,0,0,5,136,0,1169,11,2019
34029,Ocean,BEACHWOOD BORO PD,84,0,3,0,2,14,65,0,11146,21,2019
34029,Ocean,BERKELEY TWP PD,429,0,9,10,25,68,310,7,41331,70,2019
34029,Ocean,BRICK TWP PD,888,3,18,9,53,128,665,12,74712,209,2019
34029,Ocean,HARVEY CEDARS BORO PD,7,0,0,0,0,2,5,0,338,0,2019
34029,Ocean,ISLAND HEIGHTS BORO PD,7,0,0,0,0,3,4,0,1652,1,2019
34029,Ocean,JACKSON TWP PD,416,0,3,5,17,71,298,22,56706,46,2019
34029,Ocean,LACEY TWP PD,290,0,4,4,17,29,233,3,28654,80,2019
34029,Ocean,LAKEHURST BORO PD,23,0,0,2,3,0,16,2,2672,8,2019
34029,Ocean,LAKEWOOD PD,1113,1,11,45,91,253,675,37,102915,199,2019
34029,Ocean,LAVALLETTE PD,39,0,0,0,0,2,34,3,1824,6,2019
34029,Ocean,LITTLE EGG HARBOR TWP PD,224,0,2,3,13,36,164,6,21087,56,2019
34029,Ocean,LONG BEACH TWP PD,88,0,5,0,5,6,70,2,3029,12,2019
34029,Ocean,MANCHESTER TWP PD,290,3,0,3,6,51,215,12,42939,77,2019
34029,Ocean,MANTOLOKING BORO PD,5,0,0,0,0,0,3,2,249,2,2019
34029,Ocean,OCEAN CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34029,Ocean,OCEAN CO SHERIFF'S DEPT,8,0,0,0,0,0,8,0,0,4,2019
34029,Ocean,OCEAN TWP PD,42,0,1,0,3,6,32,0,9045,8,2019
34029,Ocean,OCEANGATE BORO PD,25,0,0,1,0,7,17,0,2001,1,2019
34029,Ocean,PINE BEACH BORO PD,24,0,0,0,1,3,20,0,2148,1,2019
34029,Ocean,PLUMSTED TWP PD,37,0,1,0,4,12,19,1,8460,7,2019
34029,Ocean,POINT PLEASANT BEACH PD,59,0,0,1,4,20,24,10,4472,10,2019
34029,Ocean,POINT PLEASANT BORO PD,131,0,0,0,15,24,87,5,18474,46,2019
34029,Ocean,SEASIDE HEIGHTS PD,178,0,0,1,11,21,141,4,2872,48,2019
34029,Ocean,SEASIDE PARK PD,23,0,0,1,2,6,14,0,1526,6,2019
34029,Ocean,SHIP BOTTOM BORO PD,18,0,0,0,0,0,18,0,1129,0,2019
34029,Ocean,SOUTH TOMS RIVER PD,39,0,0,2,5,6,24,2,3740,6,2019
34029,Ocean,STAFFORD TWP PD,264,0,4,1,27,19,205,8,27141,113,2019
34029,Ocean,STATE POLICE OCEAN COUNTY,23,0,0,0,2,5,16,0,0,2,2019
34029,Ocean,SURF CITY PD,10,0,2,0,0,3,5,0,1174,4,2019
34029,Ocean,TOMS RIVER TOWNSHIP,1320,1,13,18,40,136,1070,42,92191,320,2019
34029,Ocean,TUCKERTON BORO PD,37,0,0,0,1,7,23,6,3336,15,2019
34029,Ocean,Ocean County,6445,8,82,110,355,960,4741,189,592460,1447,2019
34031,Passaic,BLOOMINGDALE BORO PD,38,0,0,0,1,6,30,1,8211,10,2018
34031,Passaic,CLIFTON PD,1451,1,3,43,50,162,1096,96,85732,296,2018
34031,Passaic,HALEDON PD,135,0,0,1,14,23,89,8,8363,40,2018
34031,Passaic,HAWTHORNE PD,179,0,0,2,0,28,139,10,18874,21,2018
34031,Passaic,LITTLE FALLS PD,129,0,0,0,16,17,83,13,14306,34,2018
34031,Passaic,NORTH HALEDON PD,35,0,1,1,1,6,26,0,8469,12,2018
34031,Passaic,PASSAIC CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34031,Passaic,PASSAIC CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34031,Passaic,PASSAIC PD,1704,1,7,167,231,170,943,185,70435,177,2018
34031,Passaic,PATERSON PD,4640,13,49,532,482,797,2326,441,146893,502,2018
34031,Passaic,PEAPACK-GLADSTONE PD,19,0,0,0,0,10,9,0,2588,4,2018
34031,Passaic,POMPTON LAKES BORO PD,104,0,0,0,15,24,62,3,11062,12,2018
34031,Passaic,PROSPECT PARK BORO PD,100,0,1,3,1,17,66,12,5893,15,2018
34031,Passaic,RINGWOOD BORO PD,54,0,1,0,5,15,29,4,12303,18,2018
34031,Passaic,STATE POLICE PASSAIC COUNTY,8,0,0,0,0,0,6,2,,0,2018
34031,Passaic,TOTOWA BORO  PD,231,1,1,0,10,12,198,9,10666,69,2018
34031,Passaic,WANAQUE BORO PD,82,0,0,2,9,1,70,0,11960,11,2018
34031,Passaic,WAYNE PD,1050,0,0,13,51,75,875,36,54340,353,2018
34031,Passaic,WEST MILFORD PD,168,0,2,0,8,23,127,8,26560,28,2018
34031,Passaic,WILLIAM PATERSON UNIVERSITY PD,58,0,1,0,0,8,48,1,0,20,2018
34031,Passaic,WOODLAND PARK BORO PD,159,0,2,2,6,16,127,6,12799,33,2018
34031,Passaic,Passaic County,10344,16,68,766,900,1410,6349,835,509454,1655,2018
34031,Passaic,BLOOMINGDALE BORO PD,37,0,3,0,2,3,29,0,8211,10,2019
34031,Passaic,CLIFTON PD,1367,0,0,50,45,115,1046,111,85732,210,2019
34031,Passaic,HALEDON PD,172,0,0,4,27,25,101,15,8363,48,2019
34031,Passaic,HAWTHORNE PD,139,0,0,0,0,9,116,14,18874,6,2019
34031,Passaic,LITTLE FALLS PD,109,0,0,0,20,12,70,7,14306,37,2019
34031,Passaic,NORTH HALEDON PD,52,0,1,0,2,5,39,5,8469,9,2019
34031,Passaic,PASSAIC CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34031,Passaic,PASSAIC CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34031,Passaic,PASSAIC PD,1584,1,6,166,196,133,923,159,70435,139,2019
34031,Passaic,PATERSON PD,4351,19,54,464,682,847,1829,456,146893,572,2019
34031,Passaic,PEAPACK-GLADSTONE PD,21,0,0,0,0,11,5,5,2588,2,2019
34031,Passaic,POMPTON LAKES BORO PD,66,0,1,0,7,5,51,2,11062,10,2019
34031,Passaic,PROSPECT PARK BORO PD,88,0,2,1,2,12,62,9,5893,9,2019
34031,Passaic,RINGWOOD BORO PD,47,0,1,0,4,6,34,2,12303,9,2019
34031,Passaic,STATE POLICE PASSAIC COUNTY,6,0,0,0,1,1,3,1,0,3,2019
34031,Passaic,TOTOWA BORO  PD,181,0,1,2,12,16,134,16,10666,54,2019
34031,Passaic,WANAQUE BORO PD,38,0,1,0,3,2,27,5,11960,4,2019
34031,Passaic,WAYNE PD,924,0,0,8,22,78,777,39,54340,278,2019
34031,Passaic,WEST MILFORD PD,140,0,2,1,10,18,104,5,26560,22,2019
34031,Passaic,WILLIAM PATERSON UNIVERSITY PD,59,0,4,0,1,12,42,0,0,14,2019
34031,Passaic,WOODLAND PARK BORO PD,181,0,1,0,13,18,136,13,12799,26,2019
34031,Passaic,Passaic County,9562,20,77,696,1049,1328,5528,864,509454,1462,2019
34033,Salem,CARNEY'S POINT PD,102,0,4,7,5,23,60,3,7655,14,2018
34033,Salem,ELMER BORO PD,4,0,0,0,0,0,4,0,1301,2,2018
34033,Salem,ELSINBORO TWP PD,9,0,0,0,0,3,5,1,968,4,2018
34033,Salem,LOWER ALLOWAYS CREEK TWP PD,8,0,0,0,1,1,6,0,1676,7,2018
34033,Salem,PENNS GROVE PD,213,3,4,8,18,36,135,9,4790,78,2018
34033,Salem,PENNSVILLE PD,242,0,1,0,5,21,209,6,12378,242,2018
34033,Salem,SALEM CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34033,Salem,SALEM CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34033,Salem,SALEM PD,264,2,2,9,30,75,129,17,4726,49,2018
34033,Salem,STATE POLICE SALEM COUNTY,244,0,0,4,9,64,151,16,,111,2018
34033,Salem,WOODSTOWN BORO PD,48,0,0,0,2,30,14,2,3447,16,2018
34033,Salem,Salem County,1134,5,11,28,70,253,713,54,36941,523,2018
34033,Salem,CARNEY'S POINT PD,121,0,10,3,4,18,80,6,7655,21,2019
34033,Salem,ELMER BORO PD,6,1,0,0,0,0,5,0,1301,4,2019
34033,Salem,ELSINBORO TWP PD,13,0,0,0,2,1,10,0,968,4,2019
34033,Salem,LOWER ALLOWAYS CREEK TWP PD,4,0,0,0,1,0,3,0,1676,2,2019
34033,Salem,PENNS GROVE PD,205,1,8,14,28,31,110,13,4790,65,2019
34033,Salem,PENNSVILLE PD,217,0,0,3,15,19,172,8,12378,128,2019
34033,Salem,SALEM CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34033,Salem,SALEM CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34033,Salem,SALEM PD,300,2,3,19,49,77,124,26,4726,63,2019
34033,Salem,STATE POLICE SALEM COUNTY,199,0,5,3,9,43,122,17,24532,98,2019
34033,Salem,WOODSTOWN BORO PD,35,0,0,0,1,10,23,1,3447,6,2019
34033,Salem,Salem County,1100,4,26,42,109,199,649,71,61473,391,2019
34035,Somerset,BEDMINSTER TWP PD,35,0,0,1,0,5,26,3,8126,6,2018
34035,Somerset,BERNARDS TWP PD,89,0,0,1,1,13,66,8,26813,5,2018
34035,Somerset,BERNARDSVILLE PD,40,0,0,0,1,2,36,1,7742,2,2018
34035,Somerset,BOUND BROOK PD,127,0,2,9,2,33,75,6,10360,16,2018
34035,Somerset,BRANCHBURG TWP PD,84,0,2,0,2,5,70,5,14577,18,2018
34035,Somerset,BRIDGEWATER TWP PD,347,0,0,9,7,53,265,13,45050,105,2018
34035,Somerset,FAR HILLS PD,7,0,1,0,0,1,4,1,918,0,2018
34035,Somerset,FRANKLIN TWP PD,718,1,12,17,18,114,504,52,66624,36,2018
34035,Somerset,GREEN BROOK PD,104,0,0,2,8,21,61,12,7138,16,2018
34035,Somerset,HILLSBOROUGH TWP PD,255,0,6,1,8,46,190,4,39796,47,2018
34035,Somerset,MANVILLE PD,232,0,6,3,9,10,191,13,10308,83,2018
34035,Somerset,MONTGOMERY TWP PD,104,0,0,0,7,43,50,4,23515,3,2018
34035,Somerset,NORTH PLAINFIELD PD,377,1,7,18,13,54,272,12,21834,75,2018
34035,Somerset,RARITAN PD,60,0,0,0,1,5,54,0,8098,9,2018
34035,Somerset,SOMERSET CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34035,Somerset,SOMERSET CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34035,Somerset,SOMERVILLE PD,147,0,2,5,9,24,101,6,12326,19,2018
34035,Somerset,SOUTH BOUND BROOK PD,32,0,2,1,1,5,21,2,4621,14,2018
34035,Somerset,STATE POLICE SOMERSET COUNTY,4,0,0,0,0,1,3,0,,1,2018
34035,Somerset,WARREN TWP PD,55,0,1,1,1,10,28,14,15951,10,2018
34035,Somerset,WATCHUNG PD,396,0,0,1,0,17,374,4,5939,105,2018
34035,Somerset,Somerset County,3213,2,41,69,88,462,2391,160,329736,570,2018
34035,Somerset,BEDMINSTER TWP PD,41,0,0,0,2,6,29,4,8126,3,2019
34035,Somerset,BERNARDS TWP PD,83,0,0,0,0,15,54,14,26813,6,2019
34035,Somerset,BERNARDSVILLE PD,45,0,0,0,2,3,34,6,7742,2,2019
34035,Somerset,BOUND BROOK PD,128,1,0,6,9,11,98,3,10360,32,2019
34035,Somerset,BRANCHBURG TWP PD,87,0,2,1,1,13,63,7,14577,13,2019
34035,Somerset,BRIDGEWATER TWP PD,442,0,0,3,4,32,382,21,45050,158,2019
34035,Somerset,FAR HILLS PD,3,0,0,0,0,0,3,0,918,0,2019
34035,Somerset,FRANKLIN TWP PD,683,4,10,18,26,76,517,32,66624,23,2019
34035,Somerset,GREEN BROOK PD,57,0,0,0,1,8,44,4,7138,6,2019
34035,Somerset,HILLSBOROUGH TWP PD,204,0,7,1,5,29,158,4,39796,29,2019
34035,Somerset,MANVILLE PD,224,0,4,1,1,14,197,7,10308,97,2019
34035,Somerset,MONTGOMERY TWP PD,116,0,0,0,5,62,39,10,23515,30,2019
34035,Somerset,NORTH PLAINFIELD PD,328,1,10,26,10,36,234,11,21834,46,2019
34035,Somerset,RARITAN PD,67,0,3,1,2,11,45,5,8098,14,2019
34035,Somerset,SOMERSET CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34035,Somerset,SOMERSET CO SHERIFF'S DEPT,2,0,0,0,1,0,1,0,0,2,2019
34035,Somerset,SOMERVILLE PD,139,0,0,9,3,12,106,9,12326,26,2019
34035,Somerset,SOUTH BOUND BROOK PD,44,0,0,1,0,6,36,1,4621,10,2019
34035,Somerset,STATE POLICE SOMERSET COUNTY,8,0,0,0,1,2,4,1,0,2,2019
34035,Somerset,WARREN TWP PD,42,0,0,0,0,11,25,6,15951,4,2019
34035,Somerset,WATCHUNG PD,321,0,0,0,1,13,301,6,5939,126,2019
34035,Somerset,Somerset County,3064,6,36,67,74,360,2370,151,329736,629,2019
34037,Sussex,ANDOVER TWP PD,16,0,0,0,2,4,9,1,5936,4,2018
34037,Sussex,BYRAM TWP PD,48,0,1,0,2,4,40,1,7925,10,2018
34037,Sussex,FRANKLIN BORO PD,42,1,3,0,1,1,36,0,4735,13,2018
34037,Sussex,HAMBURG PD,12,0,0,0,1,1,10,0,3109,0,2018
34037,Sussex,HARDYSTON TWP POLICE DEPT,45,0,1,0,6,9,27,2,7823,12,2018
34037,Sussex,HOPATCONG PD,48,0,0,0,6,3,33,6,14183,16,2018
34037,Sussex,NEWTON PD,92,0,0,1,10,8,72,1,7824,48,2018
34037,Sussex,OGDENSBURG PD,4,0,1,0,0,0,2,1,2262,0,2018
34037,Sussex,SPARTA PD,59,0,0,1,4,6,41,7,18694,15,2018
34037,Sussex,STANHOPE PD,20,0,0,1,1,0,17,1,3306,4,2018
34037,Sussex,STATE POLICE SUSSEX COUNTY,210,0,5,1,13,42,147,2,,54,2018
34037,Sussex,SUSSEX CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34037,Sussex,SUSSEX CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34037,Sussex,VERNON TWP PD,101,0,0,0,1,12,82,6,22057,12,2018
34037,Sussex,Sussex County,697,1,11,4,47,90,516,28,97854,188,2018
34037,Sussex,ANDOVER TWP PD,17,0,0,0,0,3,13,1,5936,5,2019
34037,Sussex,BYRAM TWP PD,73,0,4,1,5,9,48,6,7925,36,2019
34037,Sussex,FRANKLIN BORO PD,58,0,1,1,8,3,44,1,4735,16,2019
34037,Sussex,HAMBURG PD,17,0,0,0,0,4,13,0,3109,3,2019
34037,Sussex,HARDYSTON TWP POLICE DEPT,27,0,0,1,0,4,22,0,7823,4,2019
34037,Sussex,HOPATCONG PD,47,0,0,1,7,0,37,2,14183,18,2019
34037,Sussex,NEWTON PD,77,0,4,0,10,8,55,0,7824,10,2019
34037,Sussex,OGDENSBURG PD,10,0,0,0,0,0,9,1,2262,0,2019
34037,Sussex,SPARTA PD,35,0,0,0,4,2,27,2,18694,20,2019
34037,Sussex,STANHOPE PD,28,0,1,0,0,7,18,2,3306,4,2019
34037,Sussex,STATE POLICE SUSSEX COUNTY,238,0,8,2,15,52,146,15,40860,59,2019
34037,Sussex,SUSSEX CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34037,Sussex,SUSSEX CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34037,Sussex,VERNON TWP PD,84,0,0,0,3,12,68,1,22057,12,2019
34037,Sussex,Sussex County,711,0,18,6,52,104,500,31,138714,187,2019
34039,Union,BERKELEY HEIGHTS PD,64,0,1,0,3,14,38,8,13646,5,2018
34039,Union,CLARK PD,231,0,0,2,2,7,213,7,16079,74,2018
34039,Union,CRANFORD PD,152,0,0,2,5,7,131,7,24353,10,2018
34039,Union,ELIZABETH PD,4899,3,43,386,465,602,2655,745,129080,577,2018
34039,Union,FANWOOD PD,33,0,0,1,0,7,25,0,7768,0,2018
34039,Union,GARWOOD PD,33,0,0,0,1,5,26,1,4370,6,2018
34039,Union,HILLSIDE PD,581,0,2,22,17,72,372,96,22078,51,2018
34039,Union,KEAN UNIVERSITY PD,62,0,4,1,0,2,54,1,0,5,2018
34039,Union,KENILWORTH PD,123,0,3,2,4,4,99,11,8249,13,2018
34039,Union,LINDEN PD,1248,1,16,39,66,143,943,40,42806,162,2018
34039,Union,MOUNTAINSIDE PD,55,0,0,0,2,4,40,9,6925,28,2018
34039,Union,NEW PROVIDENCE PD,65,0,0,0,0,7,53,5,13283,2,2018
34039,Union,PLAINFIELD PD,1015,5,4,99,87,141,597,82,50820,101,2018
34039,Union,RAHWAY PD,279,0,4,9,21,44,163,38,30113,43,2018
34039,Union,ROSELLE PARK PD,109,0,0,4,1,6,91,7,13698,13,2018
34039,Union,ROSELLE PD,326,0,0,14,31,53,203,25,21787,49,2018
34039,Union,SCOTCH PLAINS PD,181,0,1,2,7,36,127,8,24423,11,2018
34039,Union,SPRINGFIELD TWP PD,148,0,0,1,3,22,113,9,17762,34,2018
34039,Union,STATE POLICE UNION COUNTY,11,0,0,2,2,0,7,0,,2,2018
34039,Union,SUMMIT PD,150,0,2,5,0,9,120,14,22125,22,2018
34039,Union,UNION CO PD,50,0,0,3,17,1,29,0,0,16,2018
34039,Union,UNION CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34039,Union,UNION CO SHERIFF'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34039,Union,UNION TWP PD,999,0,1,24,20,96,767,91,58861,387,2018
34039,Union,WESTFIELD PD,221,0,0,2,2,24,167,26,30011,44,2018
34039,Union,WINFIELD PD,9,0,0,1,0,5,3,0,1514,1,2018
34039,Union,Union County,11044,9,81,621,756,1311,7036,1230,559751,1656,2018
34039,Union,BERKELEY HEIGHTS PD,62,0,3,1,0,12,36,10,13646,6,2019
34039,Union,CLARK PD,238,0,4,3,7,13,207,4,16079,94,2019
34039,Union,CRANFORD PD,206,0,0,1,3,11,175,16,24353,23,2019
34039,Union,ELIZABETH PD,4824,7,50,384,485,365,2776,757,129080,652,2019
34039,Union,FANWOOD PD,27,0,1,0,1,5,17,3,7768,5,2019
34039,Union,GARWOOD PD,36,0,0,0,1,5,30,0,4370,5,2019
34039,Union,HILLSIDE PD,597,0,5,26,33,51,398,84,22078,89,2019
34039,Union,KEAN UNIVERSITY PD,79,0,1,1,1,0,74,2,0,6,2019
34039,Union,KENILWORTH PD,119,0,4,2,4,8,86,15,8249,15,2019
34039,Union,LINDEN PD,1387,0,21,44,94,110,1079,39,42806,160,2019
34039,Union,MOUNTAINSIDE PD,55,0,0,0,3,9,36,7,6925,8,2019
34039,Union,NEW PROVIDENCE PD,35,0,0,0,0,5,29,1,13283,2,2019
34039,Union,PLAINFIELD PD,997,3,2,90,97,140,607,58,50820,88,2019
34039,Union,RAHWAY PD,190,1,2,10,20,25,103,29,30113,45,2019
34039,Union,ROSELLE PARK PD,137,0,2,0,0,11,115,9,13698,22,2019
34039,Union,ROSELLE PD,406,1,1,16,49,51,255,33,21787,63,2019
34039,Union,SCOTCH PLAINS PD,176,0,2,3,9,50,105,7,24423,22,2019
34039,Union,SPRINGFIELD TWP PD,137,0,0,2,1,19,105,10,17762,35,2019
34039,Union,STATE POLICE UNION COUNTY,8,0,0,0,3,1,2,2,0,0,2019
34039,Union,SUMMIT PD,139,0,1,2,0,9,118,9,22125,16,2019
34039,Union,UNION CO PD,54,0,3,10,9,0,32,0,0,18,2019
34039,Union,UNION CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34039,Union,UNION CO SHERIFF'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34039,Union,UNION TWP PD,957,0,6,27,12,44,792,76,58861,336,2019
34039,Union,WESTFIELD PD,145,0,0,2,2,9,112,20,30011,9,2019
34039,Union,WINFIELD PD,9,0,0,0,0,3,6,0,1514,0,2019
34039,Union,Union County,11020,12,108,624,834,956,7295,1191,559751,1719,2019
34041,Warren,ALPHA PD,39,0,1,0,0,6,32,0,2288,3,2018
34041,Warren,BELVIDERE PD,48,0,0,0,1,18,27,2,2592,11,2018
34041,Warren,BLAIRSTOWN TWP PD,33,0,0,0,3,16,13,1,5787,4,2018
34041,Warren,GREENWICH TWP PD,99,0,0,0,0,6,93,0,5510,57,2018
34041,Warren,HACKETTSTOWN PD,51,0,1,1,3,2,40,4,9530,18,2018
34041,Warren,INDEPENDENCE TWP PD,13,0,2,0,1,5,3,2,5495,6,2018
34041,Warren,LOPATCONG TWP PD,68,0,1,0,0,6,59,2,8384,8,2018
34041,Warren,MANSFIELD TWP PD,83,0,1,0,0,8,72,2,7431,43,2018
34041,Warren,OXFORD TWP PD,12,0,0,0,0,2,9,1,2446,1,2018
34041,Warren,PHILLIPSBURG PD,339,0,12,15,17,56,230,9,14395,58,2018
34041,Warren,POHATCONG PD,147,0,0,1,0,5,140,1,3217,70,2018
34041,Warren,STATE POLICE WARREN COUNTY,106,0,2,1,5,26,61,11,,22,2018
34041,Warren,WARREN CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34041,Warren,WARREN CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34041,Warren,WASHINGTON BORO PD,51,0,0,0,4,19,28,0,6535,10,2018
34041,Warren,WASHINGTON TWP PD,52,0,1,0,1,9,39,2,6434,8,2018
34041,Warren,Warren County,1141,0,21,18,35,184,846,37,80044,319,2018
34041,Warren,ALPHA PD,38,0,0,0,1,7,30,0,2288,3,2019
34041,Warren,BELVIDERE PD,40,0,1,0,7,13,19,0,2592,13,2019
34041,Warren,BLAIRSTOWN TWP PD,24,0,1,0,4,8,10,1,5787,5,2019
34041,Warren,GREENWICH TWP PD,127,0,0,1,0,11,110,5,5510,43,2019
34041,Warren,HACKETTSTOWN PD,31,0,0,0,3,2,25,1,9530,12,2019
34041,Warren,INDEPENDENCE TWP PD,7,0,1,0,1,4,0,1,5495,2,2019
34041,Warren,LOPATCONG TWP PD,103,0,0,0,4,5,90,4,8384,33,2019
34041,Warren,MANSFIELD TWP PD,86,0,1,0,2,5,76,2,7431,45,2019
34041,Warren,OXFORD TWP PD,7,0,0,0,1,2,4,0,2446,1,2019
34041,Warren,PHILLIPSBURG PD,334,0,14,5,11,37,254,13,14395,49,2019
34041,Warren,POHATCONG PD,230,0,0,0,0,21,208,1,3217,119,2019
34041,Warren,STATE POLICE WARREN COUNTY,110,0,2,2,2,28,68,8,25002,11,2019
34041,Warren,WARREN CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34041,Warren,WARREN CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34041,Warren,WASHINGTON BORO PD,52,0,0,0,8,9,33,2,6535,9,2019
34041,Warren,WASHINGTON TWP PD,70,2,0,0,4,8,51,5,6434,9,2019
34041,Warren,Warren County,1259,2,20,8,48,160,978,43,105046,354,2019
