"Row ID","Place ID","Place Name","Use Code","Use Level",Descriptiion,"Acreage 1986","Acreage 1995","Acreage 2002","Acreage 2007","Acreage 2012","Acreage 2015","Change in Acreage 1986 - 1995","Change in Acreage 1995 - 2002","Change in Acreage 2002 - 2007","Change in Acreage 2007 - 2012","Change in Acreage 2012 - 2015","Change in Acreage 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Place Total Area"
1949,15,Ocean,7600,3,"Undifferentiated Barren Lands",383.4,437.4,166.3,68.8,78.5,76.8,54.0,-271.1,-97.5,9.7,-1.7,-306.7,14.09,-61.98,-58.64,14.1,-2.18,-79.98,0.08,0.09,0.03,0.01,0.02,0.02,"485,076.5"
1950,15,Ocean,8000,3,"Managed Wetlands (Modified)",39.5,0.0,0.0,0.0,.0,.0,-39.5,.0,0.0,0.0,0.0,-39.5,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"485,076.5"
1951,16,Passaic,1,1,URBAN,"43,580.0","45,196.8","45,633.3","46,913.7","47,289.3","47,411.4","1,616.8",436.4,"1,280.4",375.6,122.2,"3,831.5",3.71,0.97,2.81,0.8,0.26,8.79,34.33,35.61,35.95,36.96,37.26,37.35,"126,927.6"
1952,16,Passaic,2,1,AGRICULTURE,438.1,308.2,431.4,442.9,459.0,459.2,-129.8,123.1,11.6,16.1,0.2,21.1,-29.64,39.94,2.68,3.63,0.03,4.81,0.35,0.24,0.34,0.35,0.36,0.36,"126,927.6"
1953,16,Passaic,4,1,FOREST,"63,840.4","62,197.7","61,732.4","60,632.2","60,387.2","60,223.5","-1,642.8",-465.3,"-1,100.2",-245.0,-163.7,"-3,617.0",-2.57,-0.75,-1.78,-0.4,-0.27,-5.67,50.3,49,48.64,47.77,47.58,47.45,"126,927.6"
1954,16,Passaic,5,1,WATER,"8,449.9","9,046.9","9,006.7","9,186.5","9,204.9","9,112.1",597.0,-40.2,179.8,18.4,-92.8,662.2,7.06,-0.44,2,0.2,-1.01,7.84,6.66,7.13,7.1,7.24,7.25,7.18,"126,927.6"
1955,16,Passaic,6,1,WETLANDS,"9,558.6","9,184.3","8,984.1","8,851.2","8,852.4","8,887.0",-374.3,-200.2,-132.9,1.3,34.5,-671.6,-3.92,-2.18,-1.48,0.01,0.39,-7.03,7.53,7.24,7.08,6.97,6.97,7,"126,927.6"
1956,16,Passaic,7,1,"BARREN LAND","1,055.6",988.7,"1,134.8",896.1,734.8,829.4,-66.9,146.1,-238.7,-161.3,94.7,-226.1,-6.34,14.78,-21.03,-18,12.88,-21.42,0.83,0.78,0.89,0.71,0.58,0.65,"126,927.6"
1957,16,Passaic,11,2,Residential,"28,597.5","29,725.2","29,949.4","30,891.9","31,067.3","31,142.3","1,127.6",224.2,942.5,175.5,75.0,"2,544.8",3.94,0.75,3.15,0.57,0.24,8.9,22.53,23.42,23.6,24.34,24.48,24.54,"126,927.6"
1958,16,Passaic,12,2,"Commercial and Services","5,541.3","5,705.1","5,796.0","5,662.0","5,700.4","5,708.8",163.9,90.9,-134.0,38.5,8.3,167.5,2.96,1.59,-2.31,0.68,0.15,3.02,4.37,4.49,4.57,4.46,4.49,4.5,"126,927.6"
1959,16,Passaic,13,2,Industrial,"3,278.7","3,258.3","3,066.5","2,936.6","2,814.7","2,751.7",-20.4,-191.8,-129.9,-121.9,-63.0,-527.0,-0.62,-5.89,-4.24,-4.15,-2.24,-16.07,2.58,2.57,2.42,2.31,2.22,2.17,"126,927.6"
1960,16,Passaic,14,2,Transportation/Communication/Utilities,"1,715.3","1,828.2","2,115.3","2,554.3","2,709.4","2,823.7",112.9,287.2,438.9,155.1,114.4,"1,108.5",6.58,15.71,20.75,6.07,4.22,64.62,1.35,1.44,1.67,2.01,2.13,2.22,"126,927.6"
1961,16,Passaic,15,2,"Industrial and Commercial Complexes",21.9,12.1,11.9,29.2,113.4,132.4,-9.8,-.2,17.3,84.1,19.1,110.5,-44.54,-1.73,145.1,287.65,16.83,504.98,0.02,0.01,0.01,0.02,0.09,0.1,"126,927.6"
1962,16,Passaic,16,2,"Mixed Urban or Built-up Land",62.9,62.9,98.0,173.2,222.8,222.8,0.0,35.1,75.2,49.6,0.0,159.9,0,55.87,76.68,28.63,0.01,254.28,0.05,0.05,0.08,0.14,0.18,0.18,"126,927.6"
1963,16,Passaic,17,2,"Other Urban or Built-up Land","2,339.2","2,547.6","2,399.6","2,362.0","2,273.1","2,237.2",208.4,-148.0,-37.5,-88.9,-35.9,-102.0,8.91,-5.81,-1.56,-3.76,-1.58,-4.36,1.84,2.01,1.89,1.86,1.79,1.76,"126,927.6"
1964,16,Passaic,18,2,"Recreational Land","2,194.9","2,239.8","2,428.4","2,534.1","2,630.1","2,644.6",45.0,188.5,105.8,96.0,14.5,449.8,2.05,8.42,4.36,3.79,0.55,20.49,1.73,1.76,1.91,2,2.07,2.08,"126,927.6"
1965,16,Passaic,21,2,"Cropland and Pastureland",463.3,335.7,310.4,271.9,255.0,255.0,-127.6,-25.3,-38.5,-16.9,0.0,-208.3,-27.54,-7.53,-12.39,-6.23,0,-44.96,0.36,0.26,0.24,0.21,0.2,0.2,"126,927.6"
1966,16,Passaic,22,2,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms",40.5,31.5,58.2,63.5,64.2,62.4,-8.9,26.6,5.3,0.7,-1.8,21.9,-22.05,84.4,9.11,1.12,-2.79,54.18,0.03,0.02,0.05,0.05,0.05,0.05,"126,927.6"
1967,16,Passaic,24,2,"Other Agriculture",33.5,38.2,170.9,213.5,246.2,248.1,4.7,132.8,42.6,32.7,2.0,214.6,13.87,347.7,24.91,15.29,0.8,640.02,0.03,0.03,0.13,0.17,0.19,0.2,"126,927.6"
1968,16,Passaic,41,2,Deciduous Forest,"52,347.5","50,951.7","49,710.0","49,174.5","49,563.0","49,482.8","-1,395.8","-1,241.7",-535.6,388.5,-80.2,"-2,864.7",-2.67,-2.44,-1.08,0.79,-0.16,-5.47,41.24,40.14,39.16,38.74,39.05,38.99,"126,927.6"
1969,16,Passaic,42,2,Coniferous Forest,"4,367.7","4,069.7","3,146.6","2,675.8","1,839.7","1,725.8",-298.0,-923.1,-470.8,-836.1,-113.9,"-2,641.9",-6.82,-22.68,-14.96,-31.25,-6.19,-60.49,3.44,3.21,2.48,2.11,1.45,1.36,"126,927.6"
1970,16,Passaic,43,2,Mixed Forest,"5,106.3","5,363.6","7,702.9","7,817.4","8,114.8","8,138.6",257.3,"2,339.3",114.5,297.4,23.8,"3,032.3",5.04,43.61,1.49,3.8,0.29,59.38,4.02,4.23,6.07,6.16,6.39,6.41,"126,927.6"
1971,16,Passaic,44,2,Brushland/Shrubland,"2,018.9","1,812.7","1,172.9",964.6,869.7,876.3,-206.2,-639.8,-208.3,-94.9,6.6,"-1,142.6",-10.21,-35.3,-17.76,-9.84,0.76,-56.6,1.59,1.43,0.92,0.76,0.69,0.69,"126,927.6"
1972,16,Passaic,51,2,"Streams and Canals",696.2,651.5,640.6,671.0,694.3,673.7,-44.8,-10.9,30.4,23.4,-20.7,-22.6,-6.43,-1.67,4.75,3.48,-2.97,-3.24,0.55,0.51,0.5,0.53,0.55,0.53,"126,927.6"
1973,16,Passaic,52,2,Natural Lakes,"2,326.9","2,373.2","2,336.5","2,150.7","2,139.6","2,111.1",46.3,-36.7,-185.8,-11.2,-28.5,-215.9,1.99,-1.55,-7.95,-0.52,-1.33,-9.28,1.83,1.87,1.84,1.69,1.69,1.66,"126,927.6"
1974,16,Passaic,53,2,"Artificial Lakes","5,329.0","5,924.4","5,921.0","6,254.6","6,260.4","6,217.9",595.5,-3.4,333.6,5.8,-42.5,888.9,11.17,-0.06,5.63,0.09,-0.68,16.68,4.2,4.67,4.66,4.93,4.93,4.9,"126,927.6"
1975,16,Passaic,54,2,"Bays, Estuaries & other Tidal Waters",195.6,195.6,183.3,184.9,183.6,182.4,0.0,-12.2,1.5,-1.2,-1.2,-13.2,0,-6.26,0.83,-0.67,-0.65,-6.73,0.15,0.15,0.14,0.15,0.14,0.14,"126,927.6"
1976,16,Passaic,54,2,"Bays, Estuaries & other Tidal Waters",195.6,195.6,183.3,184.9,183.6,182.4,0.0,-12.2,1.5,-1.2,-1.2,-13.2,0,-6.26,0.83,-0.67,-0.65,-6.73,0.15,0.15,0.14,0.15,0.14,0.14,"126,927.6"
1977,16,Passaic,62,2,"Interior Wetland","9,037.3","8,632.2","8,587.3","8,509.6","8,508.8","8,532.6",-405.1,-44.9,-77.7,-0.8,23.7,-504.8,-4.48,-0.52,-0.9,-0.01,0.28,-5.59,7.12,6.8,6.77,6.7,6.7,6.72,"126,927.6"
1978,16,Passaic,72,2,"Bare Exposed Rock, Rockslides, etc.",25.3,59.6,66.1,65.2,43.7,43.7,34.3,6.6,-1.0,-21.4,0.0,18.5,135.88,11,-1.45,-32.86,0,73.23,0.02,0.05,0.05,0.05,0.03,0.03,"126,927.6"
1979,16,Passaic,73,2,"Extractive Mining",803.3,559.2,599.5,408.9,373.1,384.3,-244.0,40.3,-190.5,-35.9,11.3,-418.9,-30.38,7.2,-31.78,-8.77,3.02,-52.15,0.63,0.44,0.47,0.32,0.29,0.3,"126,927.6"
1980,16,Passaic,74,2,"Altered Lands",593.5,648.5,500.2,298.4,324.7,319.9,54.9,-148.3,-201.8,26.3,-4.8,-273.6,9.26,-22.87,-40.35,8.82,-1.47,-46.1,0.47,0.51,0.39,0.24,0.26,0.25,"126,927.6"
1981,16,Passaic,74,2,"Altered Lands",593.5,648.5,500.2,298.4,324.7,319.9,54.9,-148.3,-201.8,26.3,-4.8,-273.6,9.26,-22.87,-40.35,8.82,-1.47,-46.1,0.47,0.51,0.39,0.24,0.26,0.25,"126,927.6"
1982,16,Passaic,75,2,"Transitional Areas (sites under construction)",118.1,250.3,279.8,296.6,169.7,255.6,132.2,29.4,16.9,-127.0,85.9,137.5,111.96,11.76,6.03,-42.8,50.62,116.38,0.09,0.2,0.22,0.23,0.13,0.2,"126,927.6"
1983,16,Passaic,76,2,"Undifferentiated Barren Lands",62.5,67.9,13.0,0.0,.0,.0,5.3,-54.8,-13.0,0.0,0.0,-62.5,8.54,-80.8,-100,0,0,-100,0.05,0.05,0.01,0,0,0,"126,927.6"
1984,16,Passaic,80,2,"Managed Wetlands (Modified)",0.2,0.0,0.0,0.0,.0,.0,-0.2,.0,0.0,0.0,0.0,-0.2,-100,0,0,0,0,-100,0,0,0,0,0,0,"126,927.6"
1985,16,Passaic,1100,3,Residential,168.4,0.0,0.0,0.0,.0,.0,-168.4,.0,0.0,0.0,0.0,-168.4,-100,0,0,0,0,-100,0.13,0,0,0,0,0,"126,927.6"
1986,16,Passaic,1110,3,"Residential (High Density or Multiple Dwelling)","7,175.5","7,448.0","7,607.0","7,992.4","8,015.6","8,077.6",272.5,159.0,385.4,23.2,62.0,902.2,3.8,2.14,5.07,0.29,0.77,12.57,5.65,5.87,5.99,6.3,6.32,6.36,"126,927.6"
1987,16,Passaic,1120,3,"Residential (Single Unit, Medium Density)","15,328.1","15,735.7","15,606.5","15,617.4","15,621.4","15,610.8",407.6,-129.2,10.8,4.1,-10.6,282.7,2.66,-0.82,0.07,0.03,-0.07,1.84,12.08,12.4,12.3,12.3,12.31,12.3,"126,927.6"
1988,16,Passaic,1130,3,"Residential (Single Unit, Low Density)","4,178.0","4,494.5","4,728.5","5,075.1","5,099.2","5,106.5",316.5,233.9,346.6,24.1,7.2,928.5,7.58,5.2,7.33,0.48,0.14,22.22,3.29,3.54,3.73,4,4.02,4.02,"126,927.6"
1989,16,Passaic,1140,3,"Residential (Rural, Single Unit)","1,745.7","2,045.0","2,005.5","2,205.1","2,329.1","2,345.5",299.4,-39.6,199.6,124.0,16.4,599.8,17.15,-1.93,9.95,5.62,0.7,34.36,1.38,1.61,1.58,1.74,1.83,1.85,"126,927.6"
1990,16,Passaic,1150,3,"Mixed Residential",1.9,1.9,1.9,1.9,1.9,1.9,0.0,.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"126,927.6"
1991,16,Passaic,1200,3,"Commercial and Services","5,539.4","5,703.2","5,794.1","5,660.1","5,698.6","5,706.9",163.9,90.9,-134.0,38.5,8.3,167.5,2.96,1.59,-2.31,0.68,0.15,3.02,4.36,4.49,4.56,4.46,4.49,4.5,"126,927.6"
1992,16,Passaic,1211,3,"Military Installations",1.9,1.9,1.9,1.9,.0,.0,0.0,.0,0.0,-1.9,0.0,-1.9,0,0,0,-100,0,-100,0,0,0,0,0,0,"126,927.6"
1993,16,Passaic,1214,3,"Former Military; Indeterminate Use",0.0,0.0,0.0,0.0,1.9,1.9,0.0,.0,0.0,1.9,0.0,1.9,0,0,0,100,0,100,0,0,0,0,0,0,"126,927.6"
1994,16,Passaic,1300,3,Industrial,"3,278.7","3,258.3","3,066.5","2,936.6","2,814.7","2,751.7",-20.4,-191.8,-129.9,-121.9,-63.0,-527.0,-0.62,-5.89,-4.24,-4.15,-2.24,-16.07,2.58,2.57,2.42,2.31,2.22,2.17,"126,927.6"
1995,16,Passaic,1400,3,Transportation,"1,688.2","1,801.7",584.0,523.4,595.8,612.4,113.5,"-1,217.7",-60.6,72.4,16.6,"-1,075.9",6.72,-67.59,-10.38,13.83,2.79,-63.73,1.33,1.42,0.46,0.41,0.47,0.48,"126,927.6"
1996,16,Passaic,1410,3,"Major Roadway",0.0,0.0,766.8,"1,006.7","1,007.1","1,011.6",0.0,766.8,239.9,0.4,4.5,"1,011.6",0,100,31.28,0.04,0.45,100,0,0,0.6,0.79,0.79,0.8,"126,927.6"
1997,16,Passaic,1411,3,"Mixed transportation Corridor Overlap Areas",0.0,0.0,0.0,3.2,2.9,2.9,0.0,.0,3.2,-0.3,0.1,2.9,0,0,100,-8.57,1.74,100,0,0,0,0,0,0,"126,927.6"
1998,16,Passaic,1419,3,"Bridge Over Water",0.0,0.0,16.9,17.8,18.8,18.2,0.0,16.9,0.9,0.9,-0.5,18.2,0,100,5.32,5.28,-2.88,100,0,0,0.01,0.01,0.01,0.01,"126,927.6"
1999,16,Passaic,1420,3,"Railroad Facilities",0.0,0.0,0.0,223.5,224.9,224.9,0.0,.0,223.5,1.4,0.0,224.9,0,0,100,0.61,0,100,0,0,0,0.18,0.18,0.18,"126,927.6"
2000,16,Passaic,1440,3,"Airport Facilities",0.0,0.0,35.1,34.9,34.9,34.9,0.0,35.1,-0.2,0.0,0.0,34.9,0,100,-0.6,0,0,100,0,0,0.03,0.03,0.03,0.03,"126,927.6"
2001,16,Passaic,1461,3,"Wetland Rights-of-Way(WETLANDS)",27.0,26.5,61.8,59.1,71.6,84.0,-0.6,35.4,-2.8,12.5,12.5,57.0,-2.14,133.6,-4.47,21.2,17.42,210.8,0.02,0.02,0.05,0.05,0.06,0.07,"126,927.6"
2002,16,Passaic,1462,3,"Upland Rights-of-Way, Developed",0.0,0.0,73.8,85.6,86.6,85.8,0.0,73.8,11.8,1.0,-0.8,85.8,0,100,15.97,1.19,-0.94,100,0,0,0.06,0.07,0.07,0.07,"126,927.6"
2003,16,Passaic,1463,3,"Upland Rights-of-Way, Undeveloped",0.0,0.0,531.4,530.9,591.1,667.3,0.0,531.4,-0.4,60.1,76.2,667.3,0,100,-0.08,11.33,12.89,100,0,0,0.42,0.42,0.47,0.53,"126,927.6"
2004,16,Passaic,1499,3,Stormwater Basin,0.0,0.0,45.5,69.2,75.9,81.7,0.0,45.5,23.7,6.7,5.8,81.7,0,100,52.07,9.62,7.68,100,0,0,0.04,0.05,0.06,0.06,"126,927.6"
2005,16,Passaic,1500,3,"Industrial and Commercial Complexes",21.9,12.1,11.9,29.2,113.4,132.4,-9.8,-.2,17.3,84.1,19.1,110.5,-44.54,-1.73,145.1,287.65,16.83,504.98,0.02,0.01,0.01,0.02,0.09,0.1,"126,927.6"
2006,16,Passaic,1600,3,"Mixed Urban or Built-up Land",62.9,62.9,98.0,173.2,222.8,222.8,0.0,35.1,75.2,49.6,0.0,159.9,0,55.87,76.68,28.63,0.01,254.28,0.05,0.05,0.08,0.14,0.18,0.18,"126,927.6"
2007,16,Passaic,1700,3,"Other Urban or Built-up Land","2,296.5","2,499.4","1,837.6","1,795.1","1,707.1","1,664.3",202.9,-661.7,-42.6,-88.0,-42.8,-632.2,8.83,-26.48,-2.32,-4.9,-2.51,-27.53,1.81,1.97,1.45,1.41,1.34,1.31,"126,927.6"
2008,16,Passaic,1710,3,Cemetery,0.0,0.0,532.3,536.3,538.1,546.0,0.0,532.3,3.9,1.9,7.9,546.0,0,100,0.74,0.35,1.46,100,0,0,0.42,0.42,0.42,0.43,"126,927.6"
2009,16,Passaic,1711,3,"Cemetery on Wetland",0.0,0.0,1.5,1.6,1.8,1.8,0.0,1.5,0.1,0.1,0.0,1.8,0,100,5.23,8.7,0,100,0,0,0,0,0,0,"126,927.6"
2010,16,Passaic,1750,3,"Managed Wetland, in Maintained Lawn Green space ",42.7,48.2,28.1,29.0,26.2,25.2,5.6,-20.2,1.0,-2.9,-1.0,-17.5,13.03,-41.81,3.49,-9.92,-3.75,-40.98,0.03,0.04,0.02,0.02,0.02,0.02,"126,927.6"
2011,16,Passaic,1800,3,"Recreational Land","1,716.9","1,765.6","1,912.8","2,002.6","2,108.6","2,123.0",48.8,147.2,89.8,106.0,14.5,406.2,2.84,8.33,4.69,5.29,0.69,23.66,1.35,1.39,1.51,1.58,1.66,1.67,"126,927.6"
2012,16,Passaic,1804,3,"Athletic Fields (Schools)",376.1,366.4,378.4,392.7,379.5,380.4,-9.7,11.9,14.3,-13.2,0.9,4.3,-2.57,3.26,3.78,-3.35,0.23,1.14,0.3,0.29,0.3,0.31,0.3,0.3,"126,927.6"
2013,16,Passaic,1810,3,"Stadium, Theaters, Cultural Centers, and Zoos",0.0,0.0,13.6,16.7,18.3,18.3,0.0,13.6,3.1,1.6,0.0,18.3,0,100,22.69,9.46,0,100,0,0,0.01,0.01,0.01,0.01,"126,927.6"
2014,16,Passaic,1850,3,"Managed Wetland, in Built-up Maintained Rec Area",101.9,107.8,123.6,122.2,123.8,123.0,5.9,15.8,-1.4,1.6,-0.8,21.1,5.75,14.68,-1.15,1.34,-0.68,20.67,0.08,0.08,0.1,0.1,0.1,0.1,"126,927.6"
2015,16,Passaic,2100,3,"Cropland and Pastureland",364.1,238.5,202.3,165.9,148.7,148.6,-125.5,-36.3,-36.3,-17.3,0.0,-215.5,-34.48,-15.21,-17.95,-10.41,-0.03,-59.18,0.29,0.19,0.16,0.13,0.12,0.12,"126,927.6"
2016,16,Passaic,2140,3,"Agricultural Wetlands (Cranberry Farms & Modified Uplands)",99.2,86.1,105.7,103.6,104.0,104.7,-13.1,19.6,-2.1,0.4,0.8,5.6,-13.2,22.75,-1.98,0.37,0.73,5.6,0.08,0.07,0.08,0.08,0.08,0.08,"126,927.6"
2017,16,Passaic,2150,3," Former Agricultural Wetlands - Becoming Shrubby, not Built-up ",0.0,11.0,0.0,2.4,.0,.0,11.0,-11.0,2.4,-2.4,0.0,0.0,100,-100,100,-100,0,0,0,0.01,0,0,0,0,"126,927.6"
2018,16,Passaic,2200,3,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms",40.5,31.5,58.2,63.5,64.2,62.4,-8.9,26.6,5.3,0.7,-1.8,21.9,-22.05,84.4,9.11,1.12,-2.79,54.18,0.03,0.02,0.05,0.05,0.05,0.05,"126,927.6"
2019,16,Passaic,2400,3,"Other Agriculture",33.5,38.2,170.9,213.5,246.2,248.1,4.7,132.8,42.6,32.7,2.0,214.6,13.87,347.7,24.91,15.29,0.8,640.02,0.03,0.03,0.13,0.17,0.19,0.2,"126,927.6"
2020,16,Passaic,4100,3,Deciduous Forest,"1,612.1",0.0,0.0,0.0,.0,.0,"-1,612.1",.0,0.0,0.0,0.0,"-1,612.1",-100,0,0,0,0,-100,1.27,0,0,0,0,0,"126,927.6"
2021,16,Passaic,4110,3,"Deciduous Forest (10-50% Crown Closure)",724.7,798.2,"3,085.1","3,024.7","2,897.2","2,884.2",73.5,"2,286.9",-60.5,-127.4,-13.1,"2,159.5",10.15,286.5,-1.96,-4.21,-0.45,297.98,0.57,0.63,2.43,2.38,2.28,2.27,"126,927.6"
2022,16,Passaic,4120,3,"Deciduous Forest (>50% Crown Closure)","50,010.7","50,153.5","46,624.9","46,149.8","46,665.7","46,598.6",142.8,"-3,528.6",-475.1,515.9,-67.1,"-3,412.1",0.29,-7.04,-1.02,1.12,-0.14,-6.82,39.4,39.51,36.73,36.36,36.77,36.71,"126,927.6"
2023,16,Passaic,4200,3,Coniferous Forest,317.4,0.0,0.0,0.0,.0,.0,-317.4,.0,0.0,0.0,0.0,-317.4,-100,0,0,0,0,-100,0.25,0,0,0,0,0,"126,927.6"
2024,16,Passaic,4210,3,"Coniferous Forest (10-50% Crown Closure)",41.4,44.0,139.6,133.1,40.1,47.1,2.6,95.6,-6.5,-93.0,7.0,5.7,6.18,217.23,-4.64,-69.89,17.49,13.63,0.03,0.03,0.11,0.1,0.03,0.04,"126,927.6"
2025,16,Passaic,4220,3,"Coniferous Forest (>50% Crown Closure)","3,676.8","3,687.3","2,673.1","2,260.1","1,517.8","1,489.2",10.5,"-1,014.2",-413.1,-742.2,-28.6,"-2,187.6",0.28,-27.5,-15.45,-32.84,-1.88,-59.5,2.9,2.91,2.11,1.78,1.2,1.17,"126,927.6"
2026,16,Passaic,4230,3,Plantation,332.0,338.4,0.0,282.6,.0,.0,6.4,-338.4,282.6,-282.6,0.0,-332.0,1.92,-100,100,-100,0,-100,0.26,0.27,0,0.22,0,0,"126,927.6"
2027,16,Passaic,4310,3,"Mixed with Coniferous Prevalent (> 50% Coniferous)",81.9,0.0,0.0,0.0,.0,.0,-81.9,.0,0.0,0.0,0.0,-81.9,-100,0,0,0,0,-100,0.06,0,0,0,0,0,"126,927.6"
2028,16,Passaic,4311,3,"Mixed Forest (>50% Coniferous with 10-50% Crown Closure)",92.9,100.9,306.2,275.9,175.7,191.6,8.0,205.3,-30.3,-100.1,15.8,98.7,8.66,203.45,-9.91,-36.3,9.01,106.29,0.07,0.08,0.24,0.22,0.14,0.15,"126,927.6"
2029,16,Passaic,4312,3,"Mixed Forest (>50% Coniferous with >50% Crown Closure)","2,063.8","2,298.0","2,796.7","2,540.2","2,980.3","2,960.4",234.2,498.7,-256.5,440.1,-19.8,896.6,11.35,21.7,-9.17,17.32,-0.67,43.45,1.63,1.81,2.2,2,2.35,2.33,"126,927.6"
2030,16,Passaic,4320,3," Mixed with Deciduous Prevalent (> 50% Deciduous)",74.7,0.0,0.0,0.0,.0,.0,-74.7,.0,0.0,0.0,0.0,-74.7,-100,0,0,0,0,-100,0.06,0,0,0,0,0,"126,927.6"
2031,16,Passaic,4321,3,"Mixed Forest (>50% Deciduous with 10-50% Crown Closure)",86.2,86.2,769.7,637.9,428.1,441.4,0.0,683.5,-131.8,-209.7,13.2,355.2,0,793.42,-17.13,-32.88,3.09,412.3,0.07,0.07,0.61,0.5,0.34,0.35,"126,927.6"
2032,16,Passaic,4322,3,"Mixed Forest (>50% Deciduous with >50% Crown Closure)","2,706.9","2,878.6","3,830.4","4,363.5","4,530.7","4,545.3",171.6,951.8,533.1,167.2,14.6,"1,838.4",6.34,33.07,13.92,3.83,0.32,67.91,2.13,2.27,3.02,3.44,3.57,3.58,"126,927.6"
2033,16,Passaic,4400,3,Brushland,635.9,0.0,0.0,0.0,.0,.0,-635.9,.0,0.0,0.0,0.0,-635.9,-100,0,0,0,0,-100,0.5,0,0,0,0,0,"126,927.6"
2034,16,Passaic,4410,3,"Old Field (< 25% Brush Covered)",323.4,579.2,346.4,231.0,211.4,223.0,255.8,-232.9,-115.4,-19.6,11.6,-100.4,79.09,-40.2,-33.32,-8.47,5.5,-31.05,0.25,0.46,0.27,0.18,0.17,0.18,"126,927.6"
2035,16,Passaic,4420,3,"Deciduous Brush",842.1,"1,008.3",560.0,512.4,289.2,280.7,166.1,-448.2,-47.6,-223.2,-8.6,-561.5,19.73,-44.46,-8.5,-43.56,-2.96,-66.67,0.66,0.79,0.44,0.4,0.23,0.22,"126,927.6"
2036,16,Passaic,4430,3,"Coniferous Brush",47.1,49.7,51.8,53.6,38.0,38.0,2.7,2.0,1.8,-15.6,0.0,-9.1,5.63,4.08,3.56,-29.18,0,-19.38,0.04,0.04,0.04,0.04,0.03,0.03,"126,927.6"
2037,16,Passaic,4440,3,"Mixed Deciduous",170.4,175.5,214.7,167.6,331.2,334.7,5.1,39.2,-47.1,163.6,3.5,164.3,2.99,22.36,-21.93,97.58,1.05,96.44,0.13,0.14,0.17,0.13,0.26,0.26,"126,927.6"
2038,16,Passaic,5100,3,"Streams and Canals",696.2,651.5,640.6,671.0,692.3,671.8,-44.8,-10.9,30.4,21.3,-20.5,-24.5,-6.43,-1.67,4.75,3.17,-2.96,-3.51,0.55,0.51,0.5,0.53,0.55,0.53,"126,927.6"
2039,16,Passaic,5200,3,Natural Lakes,"2,326.9","2,373.2","2,336.5","2,150.7","2,139.6","2,111.1",46.3,-36.7,-185.8,-11.2,-28.5,-215.9,1.99,-1.55,-7.95,-0.52,-1.33,-9.28,1.83,1.87,1.84,1.69,1.69,1.66,"126,927.6"
2040,16,Passaic,5300,3,"Artificial Lakes","5,329.0","5,924.4","5,921.0","6,254.6","6,260.4","6,217.9",595.5,-3.4,333.6,5.8,-42.5,888.9,11.17,-0.06,5.63,0.09,-0.68,16.68,4.2,4.67,4.66,4.93,4.93,4.9,"126,927.6"
2041,16,Passaic,5410,3,"Tidal Rivers, Inland Bays and other Tidal Waters",97.8,97.8,91.7,92.4,91.8,91.2,0.0,-6.1,0.8,-0.6,-0.6,-6.6,0,-6.26,0.83,-0.67,-0.65,-6.73,0.08,0.08,0.07,0.07,0.07,0.07,"126,927.6"
2042,16,Passaic,6210,3,"Deciduous Wooded Wetlands","6,648.3","6,384.6","6,391.8","6,292.4","6,113.4","6,114.2",-263.7,7.2,-99.4,-179.0,0.8,-534.1,-3.97,0.11,-1.55,-2.84,0.01,-8.03,5.24,5.03,5.04,4.96,4.82,4.82,"126,927.6"
2043,16,Passaic,6220,3,"Coniferous Wooded Wetlands",606.6,604.2,617.5,593.1,366.6,364.9,-2.3,13.3,-24.4,-226.5,-1.8,-241.7,-0.38,2.19,-3.95,-38.19,-0.48,-39.85,0.48,0.48,0.49,0.47,0.29,0.29,"126,927.6"
2044,16,Passaic,6221,3,"Atlantic White Cedar Wetlands",1.7,1.7,1.7,1.7,1.7,1.7,0.0,.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"126,927.6"
2045,16,Passaic,6231,3,"Deciduous Scrub",847.2,764.2,548.9,547.5,734.0,740.3,-83.0,-215.3,-1.4,186.5,6.3,-106.9,-9.8,-28.18,-0.26,34.07,0.86,-12.62,0.67,0.6,0.43,0.43,0.58,0.58,"126,927.6"
2046,16,Passaic,6232,3,"Coniferous Scrub",55.5,55.5,19.0,6.1,6.1,6.1,0.0,-36.5,-12.9,0.0,0.0,-49.4,0,-65.78,-68.04,0,0,-89.06,0.04,0.04,0.01,0,0,0,"126,927.6"
2047,16,Passaic,6233,3,"Mixed Scrub",93.2,77.8,90.3,111.5,77.3,77.3,-15.5,12.6,21.2,-34.2,0.0,-15.9,-16.59,16.19,23.44,-30.69,0.01,-17.07,0.07,0.06,0.07,0.09,0.06,0.06,"126,927.6"
