ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
34,NEW JERSEY,NJ,34029,Ocean,34029720101,"Census Tract 7201.01, Ocean County, New Jersey",23.95727388616,6367,629,3971,93,3387,219,1280,475,382,200,23941,2579,907,264,2450,220,927,343,1476,324,141,106,1064,863,17,71,427,136,657,174,47,77,366,115,107,101,20.5,7.3,16.5,7.8,23941.0,2579.0,17.5,5.1,38.5,4.8,14.6,5.2,23.6,5.1,4.2,3.1,16.7,13.5,0.3,1.2,10.8,3.4,16.5,4.3,1.4,2.3,10.8,3.3,1.7,1.6,0.838,0.9614,0.8169,0.8,3.4163,0.9042,0.978,0.0855,0.9784,0.2815,2.3234,0.7382,0.215,0.085,0.3,0.134,0.5595,0.9844,0.4595,0.6573,0.802,3.4627,0.9453,9.5024,0.8179,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,4,653,366,10.4,5.4,5562
34,NEW JERSEY,NJ,34029,Ocean,34029720102,"Census Tract 7201.02, Ocean County, New Jersey",2.614812860374,3553,271,2846,69,2537,161,258,113,60,72,28187,4599,545,199,2653,235,0,12,1339,312,0,17,256,378,0,48,277,127,16,24,0,17,535,145,62,72,7.4,3.2,9.5,10.5,28187.0,4599.0,15.7,5.7,74.7,6.7,0.0,0.3,38.2,8.1,0.0,0.7,7.2,10.6,0.0,1.4,9.7,4.5,0.6,0.8,0.0,0.7,21.1,5.5,1.7,2.0,0.511,0.845,0.7284,0.7675,2.8519,0.7608,0.9985,0.0,0.9985,0.0,1.997,0.504,0.0545,0.0,0.0545,0.013,0.5305,0.8309,0.0,0.7963,0.802,2.9597,0.8485,7.8631,0.6377,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,190,132,5.4,3.6,1703
34,NEW JERSEY,NJ,34029,Ocean,34029720103,"Census Tract 7201.03, Ocean County, New Jersey",3.10993191838,4772,279,3450,134,3069,199,434,144,136,89,31334,4781,721,189,3226,237,0,12,1743,254,0,17,332,379,22,54,0,17,1263,192,0,17,386,128,142,125,9.4,3.1,10.6,7.2,31334.0,4781.0,15.3,3.7,67.6,2.8,0.0,0.3,37.6,5.1,0.0,0.6,7.0,7.9,0.5,1.1,0.0,0.5,36.6,5.2,0.0,0.6,12.6,3.8,3.0,2.6,0.5948,0.8771,0.6553,0.7565,2.8837,0.7668,0.9945,0.0,0.9975,0.0,1.992,0.4965,0.052,0.1275,0.1795,0.0755,0.0,0.9995,0.0,0.6934,0.8675,2.5604,0.7045,7.6156,0.6126,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,91,63,2.0,1.4,2372
34,NEW JERSEY,NJ,34029,Ocean,34029720202,"Census Tract 7202.02, Ocean County, New Jersey",2.891847609108,3642,308,2481,125,2319,149,228,126,47,56,40095,14597,352,126,2130,174,198,92,1193,221,19,34,443,470,56,83,0,17,0,12,0,17,179,86,0,12,6.3,3.4,3.9,4.7,40095.0,14597.0,10.9,4.0,58.5,5.9,5.4,2.5,32.8,6.7,0.8,1.5,12.2,12.9,1.6,2.3,0.0,0.7,0.0,1.3,0.0,0.7,7.7,3.6,0.0,0.3,0.4529,0.2528,0.4242,0.635,1.7649,0.4478,0.992,0.0165,0.9945,0.0295,2.0325,0.5351,0.145,0.328,0.473,0.223,0.0,0.0,0.0,0.5519,0.0,0.5519,0.0426,4.8223,0.1932,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,145,142,4.0,3.9,3274
34,NEW JERSEY,NJ,34029,Ocean,34029720203,"Census Tract 7202.03, Ocean County, New Jersey",1.475044389598,4215,432,2016,59,1775,113,253,150,91,50,33367,4752,180,89,1426,130,794,216,662,124,51,57,501,606,12,50,0,17,43,37,12,21,61,37,6,4,6.0,3.6,4.9,2.7,33367.0,4752.0,5.7,2.8,33.8,4.1,18.8,4.7,15.7,3.4,2.9,3.2,11.9,14.3,0.3,1.2,0.0,0.8,2.1,1.8,0.7,1.2,3.4,2.1,0.1,0.1,0.4283,0.3952,0.6088,0.3455,1.7778,0.4509,0.9685,0.2635,0.8561,0.168,2.2561,0.6981,0.138,0.085,0.223,0.093,0.0,0.9217,0.328,0.2805,0.3545,1.8847,0.4129,6.1416,0.4114,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,222,219,5.3,5.0,1583
34,NEW JERSEY,NJ,34029,Ocean,34029720204,"Census Tract 7202.04, Ocean County, New Jersey",1.421087793404,5687,325,2079,63,1955,103,266,129,120,68,34062,4177,244,91,768,128,1396,218,732,186,87,67,1606,428,66,70,154,69,0,17,64,54,162,83,0,17,4.7,2.3,4.0,2.3,34062.0,4177.0,6.4,2.3,13.5,2.3,24.5,3.6,12.9,3.3,4.5,3.4,28.2,7.4,1.2,1.3,7.4,3.3,0.0,1.5,3.3,2.8,8.3,4.2,0.0,0.3,0.3139,0.2633,0.5903,0.3985,1.566,0.3887,0.4115,0.72,0.7332,0.3105,2.1752,0.6464,0.404,0.2695,0.6735,0.3255,0.4605,0.0,0.6645,0.575,0.0,1.7,0.3417,6.1147,0.4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,299,12.2,4.9,2552
34,NEW JERSEY,NJ,34029,Ocean,34029720205,"Census Tract 7202.05, Ocean County, New Jersey",2.577810389102,3125,207,2020,101,1816,123,88,52,44,32,39303,3220,328,96,2164,169,70,39,821,142,0,17,293,305,59,91,0,17,0,12,0,17,94,59,122,78,2.9,1.7,4.7,3.4,39303.0,3220.0,11.0,3.1,69.2,2.2,2.2,1.2,27.3,4.2,0.0,0.9,9.4,9.8,1.9,2.9,0.0,0.8,0.0,1.6,0.0,0.9,5.2,3.2,3.9,2.5,0.164,0.3686,0.4467,0.6395,1.6188,0.4087,0.995,0.01,0.9865,0.0,1.9915,0.4945,0.094,0.3695,0.4635,0.2175,0.0,0.0,0.0,0.4205,0.896,1.3165,0.2142,5.3903,0.2795,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,127,89,4.2,3.0,2293
34,NEW JERSEY,NJ,34029,Ocean,34029720206,"Census Tract 7202.06, Ocean County, New Jersey",3.419986110154,6111,355,3568,89,3276,147,361,185,102,82,42679,4880,359,130,3429,195,389,192,1472,268,107,91,891,491,26,69,0,24,107,71,30,40,87,55,0,17,6.0,3.1,5.2,3.8,42679.0,4880.0,6.6,2.4,56.1,3.4,6.4,3.1,24.2,4.3,3.3,2.8,14.6,8.0,0.4,1.2,0.0,0.7,3.0,2.0,0.9,1.2,2.7,1.7,0.0,0.3,0.4283,0.4473,0.3687,0.416,1.6603,0.4188,0.99,0.019,0.9804,0.205,2.1944,0.6605,0.179,0.102,0.281,0.123,0.0,0.9408,0.376,0.2198,0.0,1.5366,0.284,5.6723,0.3292,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,191,99,3.1,1.6,2116
34,NEW JERSEY,NJ,34029,Ocean,34029721000,"Census Tract 7210, Ocean County, New Jersey",0.872784729306,2683,25,1008,71,937,61,331,124,93,43,28188,4289,237,74,245,73,721,86,415,106,96,47,680,184,76,66,6,15,67,31,6,15,65,41,0,12,12.4,4.6,6.7,3.0,28188.0,4289.0,13.3,3.9,9.1,2.7,26.9,3.2,15.7,4.0,10.2,5.1,25.3,6.9,3.0,2.6,0.6,1.5,6.6,3.1,0.6,1.6,6.9,4.4,0.0,0.4,0.6886,0.6334,0.7279,0.719,2.7689,0.7427,0.1315,0.845,0.8561,0.684,2.5166,0.8435,0.367,0.491,0.858,0.4245,0.169,0.9614,0.3005,0.5168,0.0,1.9477,0.438,8.0912,0.6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,157,57,5.9,2.1,2041
34,NEW JERSEY,NJ,34029,Ocean,34029722001,"Census Tract 7220.01, Ocean County, New Jersey",1.916489478074,5195,387,2485,63,2358,105,208,110,40,41,42337,9290,131,86,1662,126,1043,225,654,154,64,54,984,562,69,86,97,80,0,17,52,64,194,112,0,17,4.0,2.1,1.8,1.8,42337.0,9290.0,3.4,2.3,32.0,3.1,20.1,4.1,12.6,3.2,2.7,2.3,18.9,10.7,1.4,1.8,3.9,3.2,0.0,1.3,2.2,2.7,8.2,4.6,0.0,0.3,0.2553,0.0356,0.3737,0.165,0.8296,0.1359,0.9635,0.3645,0.7096,0.153,2.1906,0.6575,0.2555,0.296,0.5515,0.261,0.3335,0.0,0.561,0.573,0.0,1.4675,0.2594,5.0392,0.2248,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,289,219,5.6,4.2,2297
34,NEW JERSEY,NJ,34029,Ocean,34029722002,"Census Tract 7220.02, Ocean County, New Jersey",4.089320568192,8844,454,3491,78,3421,98,817,360,239,127,40820,7964,682,221,1902,223,1829,153,1216,265,249,125,2599,585,191,130,200,128,1239,186,48,60,294,161,434,220,9.7,4.3,5.4,2.9,40820.0,7964.0,10.7,3.4,21.5,2.3,20.7,1.4,14.4,3.1,7.3,3.7,29.4,6.4,2.3,1.6,5.7,3.7,35.5,5.2,1.4,1.8,8.6,4.7,4.9,2.5,0.6093,0.4699,0.4032,0.6235,2.1059,0.5607,0.8725,0.4115,0.8079,0.546,2.6379,0.8892,0.417,0.4245,0.8415,0.415,0.404,0.999,0.4595,0.5871,0.9175,3.3671,0.9247,8.9524,0.7551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,561,373,6.7,4.3,7750
34,NEW JERSEY,NJ,34029,Ocean,34029722100,"Census Tract 7221, Ocean County, New Jersey",4.870491014938,5955,371,2804,79,2532,147,416,238,89,52,51720,7180,583,181,2401,191,842,193,933,247,62,55,928,555,104,140,107,94,0,17,11,24,304,164,431,141,7.3,4.3,3.8,2.2,51720.0,7180.0,11.9,3.6,40.3,3.0,14.1,3.1,16.4,4.4,2.4,2.2,15.6,9.3,1.8,2.5,3.8,3.4,0.0,1.2,0.4,1.0,12.0,6.2,7.2,2.3,0.507,0.2352,0.2141,0.676,1.6323,0.4107,0.9795,0.075,0.8837,0.1215,2.0597,0.5577,0.198,0.3555,0.5535,0.263,0.33,0.0,0.255,0.6804,0.9475,2.2129,0.5554,6.4584,0.4531,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,68,59,1.2,1.0,6463
34,NEW JERSEY,NJ,34029,Ocean,34029722200,"Census Tract 7222, Ocean County, New Jersey",1.335858479618,2386,167,1699,30,1526,105,183,82,34,27,37020,7963,365,92,1307,126,110,16,807,150,12,21,130,241,16,53,0,17,0,12,0,17,203,95,0,12,7.7,3.5,3.8,3.2,37020.0,7963.0,16.2,4.1,54.8,4.2,4.6,0.6,33.8,5.5,0.8,1.4,5.4,10.1,0.7,2.3,0.0,1.0,0.0,1.9,0.0,1.1,13.3,5.9,0.0,0.5,0.5236,0.2352,0.5103,0.776,2.0451,0.5406,0.989,0.0135,0.9955,0.0295,2.0275,0.5326,0.0275,0.173,0.2005,0.0835,0.0,0.0,0.0,0.7075,0.0,0.7075,0.0657,4.9806,0.2173,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,70,57,2.9,2.4,1223
34,NEW JERSEY,NJ,34029,Ocean,34029722300,"Census Tract 7223, Ocean County, New Jersey",4.27688081165,3916,264,1323,31,1273,62,44,42,41,32,48476,7484,82,85,597,118,1040,127,324,96,61,59,666,415,66,67,0,17,0,12,47,57,64,52,109,79,1.2,1.1,2.1,1.6,48476.0,7484.0,3.1,3.3,15.2,2.9,26.6,2.7,8.5,2.5,4.8,4.7,17.0,10.6,1.8,1.8,0.0,1.3,0.0,2.4,3.7,4.5,5.0,4.0,2.8,2.0,0.0376,0.0537,0.2616,0.1445,0.4974,0.0426,0.532,0.8315,0.3315,0.341,2.036,0.5386,0.2215,0.3555,0.577,0.277,0.0,0.0,0.691,0.4044,0.8595,1.9549,0.442,5.0653,0.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0.2,0.3,11178
34,NEW JERSEY,NJ,34029,Ocean,34029722401,"Census Tract 7224.01, Ocean County, New Jersey",1.268082906742,5329,374,2274,49,1972,106,448,235,216,112,38434,3870,193,80,719,98,1126,141,583,137,176,82,529,545,32,72,54,53,0,17,0,24,81,53,0,17,8.4,4.3,6.9,3.6,38434.0,3870.0,5.2,2.3,13.5,1.9,21.1,2.2,11.0,2.5,8.9,4.2,9.9,10.2,0.6,1.4,2.4,2.4,0.0,1.4,0.0,1.2,4.1,2.7,0.0,0.3,0.5512,0.659,0.4692,0.311,1.9904,0.5221,0.4115,0.448,0.5893,0.6255,2.0743,0.5672,0.103,0.1515,0.2545,0.1105,0.277,0.0,0.0,0.3322,0.0,0.6092,0.0527,4.9284,0.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,199,7.1,3.7,2828
34,NEW JERSEY,NJ,34029,Ocean,34029722402,"Census Tract 7224.02, Ocean County, New Jersey",0.964218702232,3805,305,1781,83,1459,103,109,70,135,66,44055,4880,106,74,621,133,758,157,469,174,60,38,362,403,40,76,158,77,0,12,11,22,50,42,10,4,2.9,1.8,6.4,2.9,44055.0,4880.0,3.8,2.6,16.3,3.6,19.9,3.8,12.3,4.4,4.1,2.6,9.5,10.6,1.1,2.1,8.9,4.3,0.0,1.8,0.8,1.5,3.4,2.9,0.3,0.1,0.164,0.5988,0.3417,0.202,1.3065,0.2934,0.6205,0.3465,0.6946,0.2695,1.9311,0.4468,0.095,0.25,0.345,0.156,0.5025,0.0,0.3545,0.2805,0.5585,1.696,0.3392,5.2786,0.2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,152,5.8,4.1,1856
34,NEW JERSEY,NJ,34029,Ocean,34029722500,"Census Tract 7225, Ocean County, New Jersey",0.91962932666,1713,241,3841,86,915,113,228,125,47,35,56993,7525,50,34,759,128,111,65,292,100,12,15,83,340,33,54,54,45,13,21,21,26,65,41,0,12,13.3,7.1,6.3,4.2,56993.0,7525.0,3.2,2.1,44.3,4.7,6.5,3.7,17.0,5.3,1.3,1.7,4.8,19.9,1.9,3.2,1.4,1.2,0.3,0.6,2.3,2.8,7.1,4.4,0.0,0.7,0.7111,0.5878,0.1511,0.1515,1.6015,0.4002,0.984,0.02,0.9007,0.0495,1.9542,0.4604,0.021,0.3695,0.3905,0.1835,0.2275,0.7998,0.574,0.5253,0.0,2.1266,0.5108,6.0728,0.3979,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,89,82,5.2,4.8,693
34,NEW JERSEY,NJ,34029,Ocean,34029722600,"Census Tract 7226, Ocean County, New Jersey",2.151768839916,2896,209,1281,24,1039,84,125,97,94,69,39684,4704,140,84,462,107,601,68,360,150,36,31,118,306,0,48,0,17,8,12,15,26,11,17,5,8,4.3,3.3,5.8,4.0,39684.0,4704.0,6.7,3.9,16.0,3.4,20.8,1.8,12.4,5.4,3.5,3.0,4.1,10.6,0.0,1.7,0.0,1.3,0.6,1.0,1.4,2.6,1.1,1.6,0.2,0.3,0.2869,0.5206,0.4357,0.4245,1.6677,0.4223,0.5915,0.4185,0.6996,0.217,1.9266,0.4443,0.013,0.0,0.013,0.0055,0.0,0.8309,0.4595,0.0743,0.467,1.8317,0.3929,5.439,0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,107,4.6,3.7,2037
34,NEW JERSEY,NJ,34029,Ocean,34029722701,"Census Tract 7227.01, Ocean County, New Jersey",2.321865303812,4881,233,1660,40,1650,41,135,84,117,62,43031,4632,122,79,750,72,1113,168,519,145,105,63,414,359,25,54,88,39,0,12,0,17,72,38,5,3,2.8,1.7,4.0,2.0,43031.0,4632.0,3.6,2.3,15.4,1.5,22.8,3.3,10.6,2.9,6.4,3.8,8.5,7.4,0.5,1.2,5.3,2.4,0.0,1.9,0.0,1.0,4.4,2.3,0.1,0.1,0.1525,0.2633,0.3642,0.185,0.965,0.1785,0.55,0.5965,0.5496,0.4835,2.1796,0.6505,0.0745,0.1275,0.202,0.0845,0.3815,0.0,0.0,0.3613,0.3545,1.0973,0.15,4.4439,0.1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,127,4.1,2.6,8036
34,NEW JERSEY,NJ,34029,Ocean,34029722702,"Census Tract 7227.02, Ocean County, New Jersey",1.045175797388,4040,309,1517,36,1337,73,220,137,82,52,34272,4027,232,78,706,95,982,128,666,172,140,76,743,419,15,53,0,17,0,12,8,17,14,15,16,7,5.5,3.3,4.3,2.5,34272.0,4027.0,8.2,2.7,17.5,2.4,24.3,2.6,16.5,4.0,10.5,5.7,18.4,10.3,0.4,1.4,0.0,1.1,0.0,2.1,0.6,1.3,1.0,1.1,0.4,0.2,0.3862,0.3099,0.5848,0.508,1.7889,0.4539,0.709,0.709,0.8852,0.695,2.9982,0.9714,0.245,0.102,0.347,0.157,0.0,0.0,0.3005,0.0647,0.6135,0.9787,0.1199,6.1128,0.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,90,4.6,2.2,1868
34,NEW JERSEY,NJ,34029,Ocean,34029722800,"Census Tract 7228, Ocean County, New Jersey",1.166026881694,4525,347,1848,95,1792,108,374,156,112,96,33570,3930,345,144,597,127,892,237,496,122,186,75,2015,418,169,98,420,148,0,12,49,51,159,98,14,6,8.3,3.6,4.2,3.5,33570.0,3930.0,11.7,4.5,13.2,3.1,19.7,5.0,11.0,2.8,10.4,4.2,44.5,8.6,3.9,2.2,22.7,7.9,0.0,1.7,2.7,2.9,8.9,5.4,0.3,0.1,0.5471,0.2904,0.6043,0.6665,2.1083,0.5622,0.386,0.331,0.5893,0.692,1.9983,0.507,0.5705,0.57,1.1405,0.5745,0.775,0.0,0.61,0.6006,0.5585,2.5441,0.6949,7.7912,0.6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,204,14.4,4.0,6322
34,NEW JERSEY,NJ,34029,Ocean,34029722900,"Census Tract 7229, Ocean County, New Jersey",1.174222282746,5379,352,2160,79,2072,124,697,258,206,116,29804,2559,267,114,589,52,1319,242,612,157,290,101,1681,419,105,100,564,147,0,17,62,57,150,69,6,4,13.0,4.9,7.0,3.8,29804.0,2559.0,7.3,3.2,10.9,1.2,24.5,4.2,11.4,2.9,14.0,4.8,31.3,7.5,2.1,2.0,26.1,6.8,0.0,1.5,3.0,2.8,7.2,3.3,0.1,0.1,0.7031,0.672,0.6883,0.458,2.5214,0.6765,0.2255,0.72,0.6259,0.811,2.3824,0.7733,0.436,0.397,0.833,0.408,0.8065,0.0,0.6415,0.5309,0.3545,2.3334,0.6091,8.0702,0.6583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,181,9.7,3.3,4336
34,NEW JERSEY,NJ,34029,Ocean,34029723000,"Census Tract 7230, Ocean County, New Jersey",5.146658192478,5941,367,2057,83,2001,95,543,224,110,56,30086,2423,329,130,809,131,1334,162,767,196,249,109,1322,531,37,67,201,101,52,41,9,22,109,74,114,105,9.4,3.9,3.6,1.8,30086.0,2423.0,8.0,3.2,13.6,2.2,22.5,2.3,13.2,3.2,12.4,5.4,22.3,8.8,0.7,1.2,9.8,4.9,2.5,2.0,0.4,1.1,5.4,3.7,1.9,1.8,0.5948,0.2041,0.6818,0.5005,1.9812,0.5181,0.419,0.572,0.7492,0.7685,2.5087,0.8395,0.3195,0.173,0.4925,0.2345,0.5335,0.9328,0.255,0.432,0.8155,2.9688,0.851,7.9512,0.6443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,416,196,7.1,3.2,14187
34,NEW JERSEY,NJ,34029,Ocean,34029723100,"Census Tract 7231, Ocean County, New Jersey",1.431657335654,4147,306,1681,41,1499,118,204,82,181,81,33226,3082,222,82,703,79,768,151,416,119,61,40,729,418,22,54,248,74,0,12,29,26,189,75,510,147,5.6,2.2,9.8,3.9,33226.0,3082.0,7.2,2.5,17.0,2.0,18.5,3.4,11.5,3.3,4.1,2.7,17.6,10.0,0.6,1.4,14.8,4.4,0.0,1.9,1.9,1.8,12.6,4.9,12.3,3.4,0.3947,0.8561,0.6133,0.45,2.3141,0.6244,0.6675,0.244,0.6309,0.2695,1.8119,0.3601,0.23,0.1515,0.3815,0.1775,0.653,0.0,0.531,0.6934,0.9655,2.8429,0.8144,7.3504,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,209,89,5.8,2.5,13009
34,NEW JERSEY,NJ,34029,Ocean,34029723200,"Census Tract 7232, Ocean County, New Jersey",1.963051062662,6296,295,2125,45,2067,61,552,373,264,150,34957,3335,148,80,990,91,1409,144,729,175,179,99,626,488,66,87,12,25,0,17,0,24,114,81,0,17,8.8,6.0,7.3,4.1,34957.0,3335.0,3.5,1.9,15.7,1.5,22.4,2.0,11.6,2.8,8.7,4.8,9.9,7.7,1.1,1.5,0.6,1.2,0.0,1.5,0.0,1.2,5.5,3.9,0.0,0.3,0.5722,0.7001,0.5713,0.175,2.0186,0.5326,0.5725,0.563,0.6389,0.616,2.3904,0.7773,0.103,0.25,0.353,0.161,0.169,0.0,0.0,0.4375,0.0,0.6065,0.0517,5.3685,0.2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,189,7.0,3.0,6690
34,NEW JERSEY,NJ,34029,Ocean,34029723300,"Census Tract 7233, Ocean County, New Jersey",1.666787276022,7285,662,2486,94,2399,136,801,485,276,178,27306,3558,366,163,512,183,2172,538,915,244,387,175,1712,902,46,76,15,29,0,17,111,110,111,62,38,18,11.0,6.4,7.1,4.4,27306.0,3558.0,8.2,3.8,7.0,2.7,29.8,6.9,12.6,3.5,16.1,7.2,23.5,12.2,0.7,1.1,0.6,1.2,0.0,1.3,4.6,4.6,4.6,2.5,0.5,0.2,0.6525,0.682,0.7474,0.508,2.5899,0.6961,0.0675,0.921,0.7096,0.8535,2.5516,0.8586,0.3365,0.173,0.5095,0.243,0.169,0.0,0.7545,0.3798,0.6555,1.9588,0.4431,7.6098,0.6111,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,820,447,11.3,5.8,5720
34,NEW JERSEY,NJ,34029,Ocean,34029723400,"Census Tract 7234, Ocean County, New Jersey",0.786146529322,3278,242,1841,58,1319,113,87,53,139,61,40396,4812,107,42,797,91,567,111,416,101,86,53,384,336,16,52,25,40,0,12,0,17,40,27,0,12,2.7,1.6,7.8,3.4,40396.0,4812.0,4.3,1.7,24.3,2.8,17.3,3.1,12.7,3.1,6.5,4.0,11.7,10.2,0.5,1.7,1.4,2.2,0.0,1.7,0.0,1.3,3.0,2.1,0.0,0.4,0.1424,0.7462,0.4147,0.2395,1.5428,0.3796,0.923,0.1615,0.7172,0.493,2.2947,0.7166,0.1335,0.1275,0.261,0.1155,0.2275,0.0,0.0,0.2474,0.0,0.4749,0.0331,4.5734,0.1565,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,194,97,5.9,2.9,1645
34,NEW JERSEY,NJ,34029,Ocean,34029723500,"Census Tract 7235, Ocean County, New Jersey",0.655820888038,2287,206,1381,47,951,79,271,125,33,29,33838,4778,128,54,316,51,465,90,229,103,90,44,341,272,0,48,0,17,23,35,11,20,21,23,0,12,11.9,5.4,2.7,2.3,33838.0,4778.0,7.7,3.1,13.8,2.1,20.3,3.5,10.0,4.4,9.5,4.6,14.9,11.9,0.0,2.2,0.0,1.2,1.7,2.5,1.2,2.1,2.2,2.4,0.0,0.5,0.675,0.1013,0.5968,0.483,1.8561,0.4819,0.435,0.379,0.4875,0.655,1.9565,0.4634,0.185,0.0,0.185,0.0765,0.0,0.9072,0.4265,0.1746,0.0,1.5083,0.2725,5.5059,0.3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,300,114,13.1,4.9,939
34,NEW JERSEY,NJ,34029,Ocean,34029723600,"Census Tract 7236, Ocean County, New Jersey",0.808745465484,2327,157,1056,50,924,62,142,65,104,44,49840,7292,18,14,370,76,508,90,239,60,59,36,151,216,6,47,79,36,12,17,3,13,42,23,2,4,6.1,2.7,8.5,3.5,49840.0,7292.0,1.1,0.8,15.9,2.9,21.8,3.6,10.3,2.4,6.4,3.9,6.5,9.3,0.3,2.1,7.5,3.4,1.1,1.6,0.3,1.5,4.5,2.4,0.1,0.2,0.4358,0.7934,0.2426,0.0265,1.4983,0.3691,0.585,0.5145,0.5165,0.4835,2.0995,0.5868,0.043,0.085,0.128,0.0435,0.465,0.8791,0.2485,0.3698,0.3545,2.3169,0.6011,6.0427,0.3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,54,5.0,2.3,2575
34,NEW JERSEY,NJ,34029,Ocean,34029724000,"Census Tract 7240, Ocean County, New Jersey",1.157495958004,3748,26,1105,90,993,78,638,278,115,54,21463,2188,426,114,267,51,1171,112,414,82,207,75,1715,237,63,60,4,13,5,8,45,31,26,20,0,12,17.0,7.4,6.2,2.9,21463.0,2188.0,19.9,5.5,7.1,1.4,31.2,3.0,11.1,2.2,20.8,7.4,45.8,6.3,1.8,1.8,0.4,1.3,0.5,0.7,4.5,3.1,2.6,2.0,0.0,0.3,0.7783,0.5762,0.8624,0.8425,3.0594,0.8154,0.0695,0.9435,0.5998,0.9215,2.5343,0.8506,0.581,0.3555,0.9365,0.4645,0.1555,0.8154,0.745,0.2127,0.0,1.9286,0.4275,8.4588,0.7045,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,536,165,14.3,4.4,2161
