GEOID,occupancy_rate,vacancy_rate,multiunit_struct,mobile_home_rate,pop_20yrs_plus,no_vehicle,public_transit,NAME,mobile_home,multiunits_10_to_19,multiunits_20_to_49,multiunits_50plus,multiunits_five_to_nine,multiunits_three_or_four,multiunits_two,occupied_owner,occupied_renter,occupied_units,pop_own_90_99,pop_own_bfr89,pop_own_occ,pop_ren_90_99,pop_ren_bfr89,pop_ren_occ,total_units,vacant_units,pop_own_20yrs_plus,pop_ren_20yrs_plus
34027043900,0.9467018469656993,0.05329815303430079,458,0,1254,85,442,"Census Tract 439, Morris County, New Jersey",0,93,16,76,185,61,27,1686,108,1794,810,444,4552,0,0,125,1895,101,1254,0
34027044000,0.9226957383548068,0.07730426164519326,360,0,1458,37,518,"Census Tract 440, Morris County, New Jersey",0,106,93,56,35,44,26,1564,298,1862,872,562,4972,24,0,585,2018,156,1434,24
34027044101,1,0,62,0,1131,10,210,"Census Tract 441.01, Morris County, New Jersey",0,0,23,29,0,10,0,1004,117,1121,631,459,2810,0,41,182,1121,0,1090,41
34027044102,0.9734684032802702,0.02653159671972986,326,0,2200,12,232,"Census Tract 441.02, Morris County, New Jersey",0,32,0,0,37,122,135,1766,252,2018,1315,870,4973,15,0,649,2073,55,2185,15
34027044200,0.8732476635514018,0.12675233644859812,43,0,1507,11,202,"Census Tract 442, Morris County, New Jersey",0,0,10,0,23,10,0,1332,163,1495,723,740,3562,0,44,275,1712,217,1463,44
34027044300,0.9439721792890263,0.05602782071097372,777,0,2309,171,74,"Census Tract 443, Morris County, New Jersey",0,340,22,0,122,62,231,1704,739,2443,1003,1081,4852,161,64,1538,2588,145,2084,225
34027044401,0.8156479217603912,0.1843520782396088,58,0,1718,45,36,"Census Tract 444.01, Morris County, New Jersey",0,0,0,0,0,44,14,1439,229,1668,957,748,3955,13,0,441,2045,377,1705,13
34027044403,0.9564974902398216,0.04350250976017847,28,0,2158,78,80,"Census Tract 444.03, Morris County, New Jersey",0,0,0,14,14,0,0,1551,164,1715,1311,805,4598,42,0,404,1793,78,2116,42
34027044404,0.9948320413436692,0.00516795865633075,36,0,2067,9,137,"Census Tract 444.04, Morris County, New Jersey",0,0,0,0,9,0,27,1485,55,1540,1020,1024,4258,0,23,118,1548,8,2044,23
34027044501,0.9184834123222749,0.08151658767772511,1412,0.009794628751974723,1519,119,166,"Census Tract 445.01, Morris County, New Jersey",31,276,429,241,134,183,149,2093,814,2907,1014,379,4888,84,42,1605,3165,258,1393,126
34027044502,0.945995145631068,0.054004854368932036,298,0,1826,63,120,"Census Tract 445.02, Morris County, New Jersey",0,144,32,14,63,45,0,1186,373,1559,1086,648,3719,51,41,794,1648,89,1734,92
34027044601,0.9223504721930745,0.0776495278069255,171,0,1867,51,59,"Census Tract 446.01, Morris County, New Jersey",0,8,66,0,40,17,40,1533,225,1758,1072,746,4234,49,0,541,1906,148,1818,49
34027044602,0.9559277214631996,0.044072278536800354,120,0.00881445570736007,2797,39,48,"Census Tract 446.02, Morris County, New Jersey",20,20,0,19,62,19,0,2074,95,2169,1493,1251,5421,0,53,229,2269,100,2744,53
34027044701,0.8507785467128027,0.14922145328719724,97,0,1985,87,75,"Census Tract 447.01, Morris County, New Jersey",0,10,0,12,65,0,10,1706,261,1967,778,1162,4081,17,28,638,2312,345,1940,45
34027044702,0.8875205254515599,0.11247947454844007,272,0.05090311986863711,1402,81,82,"Census Tract 447.02, Morris County, New Jersey",124,25,24,25,122,53,23,1698,464,2162,761,641,5006,0,0,985,2436,274,1402,0
34027044800,0.9158325750682439,0.08416742493175614,740,0,1421,312,158,"Census Tract 448, Morris County, New Jersey",0,0,38,86,112,74,430,1071,942,2013,841,462,3610,118,0,3541,2198,185,1303,118
34027044900,0.9196242171189979,0.08037578288100208,584,0,1057,277,229,"Census Tract 449, Morris County, New Jersey",0,37,79,129,79,118,142,961,801,1762,392,664,3135,1,0,2741,1916,154,1056,1
34027045000,0.915068493150685,0.08493150684931507,950,0.00821917808219178,920,365,132,"Census Tract 450, Morris County, New Jersey",15,167,92,176,101,130,284,492,1178,1670,184,476,1595,232,28,3213,1825,155,660,260
34027045100,0.9190569744597249,0.08094302554027505,922,0,1836,171,77,"Census Tract 451, Morris County, New Jersey",0,65,23,165,162,242,265,1193,1146,2339,753,878,3549,145,60,2959,2545,206,1631,205
34027045200,0.9406461307287753,0.059353869271224644,74,0,1245,35,56,"Census Tract 452, Morris County, New Jersey",0,0,0,0,0,0,74,1082,170,1252,428,789,3013,20,8,547,1331,79,1217,28
34027045300,0.9842431063590321,0.015756893640967922,422,0,1642,66,40,"Census Tract 453, Morris County, New Jersey",0,0,56,15,196,63,92,1487,262,1749,684,926,3928,32,0,520,1777,28,1610,32
34027045401,0.8391211906449326,0.16087880935506732,1031,0,1816,72,0,"Census Tract 454.01, Morris County, New Jersey",0,136,353,278,108,82,74,1663,705,2368,1083,699,4305,14,20,1197,2822,454,1782,34
34027045402,0.9054652880354506,0.09453471196454949,282,0.0054160512063023145,2223,35,63,"Census Tract 454.02, Morris County, New Jersey",11,21,0,9,37,61,154,1514,325,1839,882,1270,4034,71,0,1031,2031,192,2152,71
34027045501,0.9820828667413214,0.01791713325867861,0,0,2082,17,113,"Census Tract 455.01, Morris County, New Jersey",0,0,0,0,0,0,0,1745,9,1754,1102,971,4913,0,9,9,1786,32,2073,9
34027045502,0.9598039215686275,0.04019607843137255,361,0,2726,119,147,"Census Tract 455.02, Morris County, New Jersey",0,70,77,0,117,83,14,2629,308,2937,1624,1047,7770,26,29,651,3060,123,2671,55
34027045602,0.8995290423861853,0.10047095761381476,299,0,251,96,24,"Census Tract 456.02, Morris County, New Jersey",0,125,31,30,26,22,65,239,334,573,103,93,619,34,21,959,637,64,196,55
34027045603,0.9245283018867925,0.07547169811320754,1521,0,1050,153,46,"Census Tract 456.03, Morris County, New Jersey",0,619,353,314,80,105,50,722,1385,2107,477,367,2168,188,18,2833,2279,172,844,206
34027045701,0.9862204724409449,0.013779527559055118,177,0,1776,83,129,"Census Tract 457.01, Morris County, New Jersey",0,0,46,50,0,52,29,1763,241,2004,1020,728,5455,28,0,530,2032,28,1748,28
34027045703,0.983451536643026,0.016548463356973995,134,0,1392,25,101,"Census Tract 457.03, Morris County, New Jersey",0,11,25,0,0,33,65,1095,153,1248,719,673,3327,0,0,422,1269,21,1392,0
34027045704,0.97973713033954,0.020262869660460023,165,0,2139,43,135,"Census Tract 457.04, Morris County, New Jersey",0,16,17,0,51,42,39,1619,170,1789,1070,899,4713,144,26,460,1826,37,1969,170
34027045804,0.9808177688036346,0.019182231196365473,119,0,1608,8,81,"Census Tract 458.04, Morris County, New Jersey",0,9,0,0,15,49,46,1809,134,1943,970,638,5362,0,0,404,1981,38,1608,0
34027045901,0.9109062980030722,0.0890937019969278,91,0.06758832565284179,435,43,5,"Census Tract 459.01, Morris County, New Jersey",44,18,28,7,0,0,38,471,122,593,220,206,1222,3,6,336,651,58,426,9
34027045902,0.9478656403079077,0.052134359692092375,39,0,2562,9,253,"Census Tract 459.02, Morris County, New Jersey",0,0,0,0,19,0,20,2574,135,2709,1336,1226,7374,0,0,384,2858,149,2562,0
34027046000,0.9399460188933874,0.06005398110661268,609,0.006747638326585695,1182,43,10,"Census Tract 460, Morris County, New Jersey",10,258,39,7,98,82,125,669,724,1393,480,549,1827,69,84,1377,1482,89,1029,153
34027046103,0.8733064811424387,0.12669351885756133,1502,0,1804,247,82,"Census Tract 461.03, Morris County, New Jersey",0,740,219,139,47,323,34,1059,1326,2385,841,773,3332,85,105,2319,2731,346,1614,190
34027046104,0.9474959612277868,0.05250403877221325,844,0,2283,44,115,"Census Tract 461.04, Morris County, New Jersey",0,367,246,26,55,121,29,1536,810,2346,1553,578,4682,65,87,1933,2476,130,2131,152
34027046105,0.9413439635535308,0.058656036446469245,2025,0,1525,184,142,"Census Tract 461.05, Morris County, New Jersey",0,916,462,109,298,160,80,1339,1967,3306,521,656,3699,260,88,4480,3512,206,1177,348
34027046106,0.9555555555555556,0.044444444444444446,278,0.001736111111111111,2259,183,115,"Census Tract 461.06, Morris County, New Jersey",5,39,96,64,0,27,52,2393,359,2752,1370,794,7411,0,95,967,2880,128,2164,95
34027046201,0.9490302210193956,0.05096977898060442,491,0,1836,113,101,"Census Tract 462.01, Morris County, New Jersey",0,129,57,23,160,95,27,1644,460,2104,1098,670,4973,68,0,943,2217,113,1768,68
34027046202,0.9244410177332305,0.07555898226676946,0,0,1584,14,31,"Census Tract 462.02, Morris County, New Jersey",0,0,0,0,0,0,0,1140,59,1199,950,634,3420,0,0,217,1297,98,1584,0
34027046297,0.9196141479099679,0.08038585209003216,20,0,1056,26,22,"Census Tract 462.97, Morris County, New Jersey",0,0,0,0,0,0,20,1107,37,1144,536,491,3560,20,9,67,1244,100,1027,29
34027046298,0.9324847814056447,0.06751521859435529,66,0.02877697841726619,1811,8,53,"Census Tract 462.98, Morris County, New Jersey",52,0,0,0,0,26,40,1570,115,1685,981,830,4769,0,0,377,1807,122,1811,0
34027046300,0.9619289340101523,0.03807106598984772,256,0,1989,79,151,"Census Tract 463, Morris County, New Jersey",0,100,43,29,53,8,23,1520,375,1895,1597,335,4673,20,37,942,1970,75,1932,57
34027046400,0.9722814498933902,0.02771855010660981,157,0,1420,101,89,"Census Tract 464, Morris County, New Jersey",0,25,10,0,51,38,33,1582,242,1824,761,578,4280,38,43,400,1876,52,1339,81
34029710100,0.6446520618556701,0.3553479381443299,645,0,1617,137,113,"Census Tract 7101, Ocean County, New Jersey",0,179,100,19,80,160,107,1455,546,2001,891,635,3398,58,33,1058,3104,1103,1526,91
34029711100,0.8490310950878774,0.1509689049121226,450,0,1376,80,100,"Census Tract 7111, Ocean County, New Jersey",0,108,172,10,11,44,105,1315,569,1884,750,574,3051,43,9,1070,2219,335,1324,52
34029711200,0.9281705948372615,0.0718294051627385,219,0,1564,64,16,"Census Tract 7112, Ocean County, New Jersey",0,61,66,25,16,11,40,1295,359,1654,1003,525,3646,22,14,1091,1782,128,1528,36
34029711300,0.8809255079006773,0.1190744920993228,116,0,1591,31,22,"Census Tract 7113, Ocean County, New Jersey",0,58,17,9,11,12,9,1318,243,1561,909,607,3360,66,9,621,1772,211,1516,75
34029711400,0.8518382352941176,0.14816176470588235,156,0,1926,58,36,"Census Tract 7114, Ocean County, New Jersey",0,0,0,0,19,78,59,1975,342,2317,1009,885,4795,0,32,785,2720,403,1894,32
34029712000,0.4290633608815427,0.5709366391184573,61,0.008953168044077135,572,14,23,"Census Tract 7120, Ocean County, New Jersey",13,7,0,0,11,4,39,532,91,623,307,222,1114,23,20,194,1452,829,529,43
34029713000,0.9464656964656964,0.05353430353430354,514,0,1743,142,8,"Census Tract 7130, Ocean County, New Jersey",0,195,90,110,49,36,34,1322,499,1821,926,767,3667,7,43,848,1924,103,1693,50
34029713100,0.9583645911477869,0.041635408852213056,183,0,2458,76,113,"Census Tract 7131, Ocean County, New Jersey",0,48,0,14,65,43,13,2290,265,2555,1273,1155,5779,30,0,549,2666,111,2428,30
34029713201,0.9089184060721063,0.09108159392789374,72,0,1103,15,11,"Census Tract 7132.01, Ocean County, New Jersey",0,5,0,0,26,22,19,886,72,958,690,413,2358,0,0,146,1054,96,1103,0
34029713202,0.9611716621253406,0.0388283378746594,87,0,1765,27,42,"Census Tract 7132.02, Ocean County, New Jersey",0,18,0,0,24,45,0,1259,152,1411,927,838,3470,0,0,606,1468,57,1765,0
34029713203,0.8909410729991205,0.1090589270008795,286,0.005277044854881266,1144,136,0,"Census Tract 7132.03, Ocean County, New Jersey",12,125,42,0,79,40,0,1644,382,2026,722,422,3664,0,0,1138,2274,248,1144,0
34029713300,0.8831227436823105,0.11687725631768953,236,0.00631768953068592,1467,184,36,"Census Tract 7133, Ocean County, New Jersey",14,0,0,75,132,29,0,1817,140,1957,1154,313,3611,0,0,195,2216,259,1467,0
34029713401,0.9328993490235353,0.0671006509764647,363,0,1428,87,72,"Census Tract 7134.01, Ocean County, New Jersey",0,86,58,149,47,0,23,1484,379,1863,762,658,4035,8,0,707,1997,134,1420,8
34029713402,0.8724489795918368,0.12755102040816327,655,0,1091,342,106,"Census Tract 7134.02, Ocean County, New Jersey",0,72,111,386,11,67,8,854,685,1539,482,521,2436,88,0,880,1764,225,1003,88
34029713500,0.9009265858873842,0.09907341411261582,19,0.042765502494654314,1233,42,0,"Census Tract 7135, Ocean County, New Jersey",60,0,0,0,0,8,11,1171,93,1264,880,353,2519,0,0,219,1403,139,1233,0
34029713600,0.8773656320968963,0.12263436790310371,0,0,1675,14,111,"Census Tract 7136, Ocean County, New Jersey",0,0,0,0,0,0,0,1121,38,1159,1058,617,3565,0,0,84,1321,162,1675,0
34029713700,0.8861538461538462,0.11384615384615385,0,0,1054,38,7,"Census Tract 7137, Ocean County, New Jersey",0,0,0,0,0,0,0,1045,107,1152,557,487,2345,0,10,262,1300,148,1044,10
34029713800,0.8123827392120075,0.18761726078799248,31,0.00375234521575985,1297,54,22,"Census Tract 7138, Ocean County, New Jersey",6,21,0,0,0,0,10,1008,291,1299,672,625,2424,0,0,973,1599,300,1297,0
34029713900,0.9356901090635578,0.06430989093644227,364,0.009778112072207596,1546,183,46,"Census Tract 7139, Ocean County, New Jersey",26,78,97,38,41,46,64,1883,605,2488,890,455,5489,66,135,1489,2659,171,1345,201
34029714000,0.9495967741935484,0.05040322580645161,176,0,2304,153,32,"Census Tract 7140, Ocean County, New Jersey",0,0,47,95,22,0,12,2109,246,2355,1086,1140,5680,45,33,706,2480,125,2226,78
34029714100,0.9448051948051948,0.05519480519480519,73,0,1249,187,7,"Census Tract 7141, Ocean County, New Jersey",0,13,29,0,0,0,31,1451,295,1746,736,513,2658,0,0,777,1848,102,1249,0
34029714200,0.9038909211839042,0.09610907881609577,585,0.005653475224476222,1897,27,106,"Census Tract 7142, Ocean County, New Jersey",17,171,275,56,0,15,68,1946,772,2718,1079,601,5280,193,24,1858,3007,289,1680,217
34029714300,0.7919501133786848,0.20804988662131518,0,0,1091,33,10,"Census Tract 7143, Ocean County, New Jersey",0,0,0,0,0,0,0,1254,143,1397,683,392,2866,0,16,378,1764,367,1075,16
34029714400,0.338006230529595,0.661993769470405,67,0.010124610591900311,482,26,33,"Census Tract 7144, Ocean County, New Jersey",13,0,0,46,0,0,21,401,33,434,140,342,730,0,0,92,1284,850,482,0
34029715000,0.9137600613261786,0.08623993867382139,915,0,428,134,184,"Census Tract 7150, Ocean County, New Jersey",0,67,146,185,256,250,11,930,1454,2384,195,222,3927,11,0,5924,2609,225,417,11
34029715200,0.9598842018196857,0.040115798180314306,780,0.006617038875103391,1837,459,18,"Census Tract 7152, Ocean County, New Jersey",16,150,66,222,181,48,113,639,1682,2321,626,103,3982,1064,44,8630,2418,97,729,1108
34029715301,0.9243697478991597,0.07563025210084033,468,0,1680,155,105,"Census Tract 7153.01, Ocean County, New Jersey",0,112,0,33,167,76,80,501,1259,1760,1129,172,2729,257,122,5758,1904,144,1301,379
34029715302,0.9251101321585903,0.07488986784140969,857,0,1191,225,27,"Census Tract 7153.02, Ocean County, New Jersey",0,110,253,298,64,20,112,122,1138,1260,363,43,798,757,28,5459,1362,102,406,785
34029715401,0.8820326678765881,0.11796733212341198,91,0,1600,45,30,"Census Tract 7154.01, Ocean County, New Jersey",0,0,28,0,20,0,43,656,316,972,1136,208,2969,190,66,2124,1102,130,1344,256
34029715402,0.9740973312401884,0.025902668759811617,751,0,1182,71,0,"Census Tract 7154.02, Ocean County, New Jersey",0,85,347,57,128,67,67,288,953,1241,719,131,1702,282,50,3977,1274,33,850,332
34029715500,0.8876811594202898,0.11231884057971014,346,0,2203,95,120,"Census Tract 7155, Ocean County, New Jersey",0,125,0,0,51,147,23,1407,798,2205,889,343,7765,971,0,5316,2484,279,1232,971
34029715600,0.9664804469273743,0.0335195530726257,343,0,1084,136,29,"Census Tract 7156, Ocean County, New Jersey",0,96,64,44,14,33,92,546,838,1384,542,166,3682,368,8,4435,1432,48,708,376
34029715700,0.8882126841768098,0.11178731582319026,642,0.008968609865470852,705,415,73,"Census Tract 7157, Ocean County, New Jersey",28,42,0,153,117,267,63,1734,1039,2773,402,303,6023,0,0,4664,3122,349,705,0
34029715800,0.9350490196078431,0.06495098039215687,304,0,531,51,41,"Census Tract 7158, Ocean County, New Jersey",0,32,28,36,87,68,53,816,710,1526,308,214,5155,9,0,3366,1632,106,522,9
34029715901,0.8706157443491817,0.1293842556508184,929,0,247,260,0,"Census Tract 7159.01, Ocean County, New Jersey",0,209,201,286,171,0,62,376,741,1117,83,164,753,0,0,1588,1283,166,247,0
34029715902,0.8784709700685178,0.12152902993148215,943,0,565,748,19,"Census Tract 7159.02, Ocean County, New Jersey",0,80,63,382,141,168,109,1415,1021,2436,273,165,2281,96,31,2016,2773,337,438,127
34029716000,0.8746498599439776,0.1253501400560224,182,0,1399,216,0,"Census Tract 7160, Ocean County, New Jersey",0,0,0,24,10,125,23,2194,304,2498,1271,117,3352,11,0,395,2856,358,1388,11
34029717001,0.9232386961093586,0.07676130389064142,5,0,1064,0,45,"Census Tract 7170.01, Ocean County, New Jersey",0,0,0,0,0,0,5,870,8,878,636,428,2920,0,0,51,951,73,1064,0
34029717002,0.9122516556291391,0.08774834437086093,827,0,1066,248,68,"Census Tract 7170.02, Ocean County, New Jersey",0,213,86,351,138,39,0,822,831,1653,587,400,2670,79,0,1959,1812,159,987,79
34029717101,0.9732368896925859,0.026763110307414104,351,0,3036,28,80,"Census Tract 7171.01, Ocean County, New Jersey",0,57,0,56,238,0,0,2354,337,2691,1981,1011,7738,44,0,770,2765,74,2992,44
34029717102,0.928605654048874,0.07139434595112602,152,0.06851940584571155,696,56,100,"Census Tract 7171.02, Ocean County, New Jersey",143,0,0,0,106,25,21,1785,153,1938,372,324,4211,0,0,474,2087,149,696,0
34029717200,0.949057714958775,0.05094228504122497,86,0.06065959952885748,3167,144,164,"Census Tract 7172, Ocean County, New Jersey",206,25,12,49,0,0,0,3029,194,3223,2286,795,8356,58,28,410,3396,173,3081,86
34029717300,0.9580310880829016,0.04196891191709844,66,0,1635,38,80,"Census Tract 7173, Ocean County, New Jersey",0,0,0,0,0,0,66,1728,121,1849,1229,377,5527,0,29,278,1930,81,1606,29
34029717400,0.8652575957727873,0.13474240422721268,55,0.28797886393659183,1647,21,66,"Census Tract 7174, Ocean County, New Jersey",654,0,0,0,0,18,37,1696,269,1965,1161,470,5161,16,0,689,2271,306,1631,16
34029717501,0.9549604382227632,0.04503956177723676,799,0,2232,151,46,"Census Tract 7175.01, Ocean County, New Jersey",0,92,120,75,115,325,72,2419,719,3138,1436,796,5895,0,0,1957,3286,148,2232,0
34029717502,0.9818121693121693,0.018187830687830687,282,0,1259,261,72,"Census Tract 7175.02, Ocean County, New Jersey",0,0,35,124,48,75,0,2620,349,2969,780,479,6416,0,0,880,3024,55,1259,0
34029718000,0.9878844361602982,0.012115563839701771,258,0.08574091332712022,3485,97,51,"Census Tract 7180, Ocean County, New Jersey",276,44,0,0,0,109,105,2650,530,3180,2005,1366,7348,20,94,1156,3219,39,3371,114
34029720001,0.8370927318295739,0.16290726817042606,486,0,1289,359,0,"Census Tract 7200.01, Ocean County, New Jersey",0,0,18,468,0,0,0,1634,370,2004,729,544,3750,0,16,478,2394,390,1273,16
34029720101,0.8529337698312768,0.14706623016872325,1049,0.16544950893981364,821,366,0,"Census Tract 7201.01, Ocean County, New Jersey",657,156,99,172,194,306,122,2559,828,3387,368,440,4582,13,0,1678,3971,584,808,13
34029720102,0.8914265635980323,0.10857343640196768,796,0.005621925509486999,801,535,15,"Census Tract 7201.02, Ocean County, New Jersey",16,0,14,263,143,241,135,1935,602,2537,508,293,2707,0,0,784,2846,309,801,0
34029720103,0.8895652173913043,0.11043478260869566,398,0.3660869565217391,802,386,0,"Census Tract 7201.03, Ocean County, New Jersey",1263,0,0,0,0,313,85,2902,167,3069,568,208,4377,26,0,253,3450,381,776,26
34029720202,0.9347037484885127,0.06529625151148731,658,0,725,179,0,"Census Tract 7202.02, Ocean County, New Jersey",0,0,0,0,31,613,14,1974,345,2319,571,124,3229,30,0,413,2481,162,695,30
34029720203,0.8804563492063492,0.1195436507936508,41,0.02132936507936508,1435,61,0,"Census Tract 7202.03, Ocean County, New Jersey",43,0,0,0,8,8,25,1661,114,1775,819,583,4019,0,33,190,2016,241,1402,33
34029720204,0.9403559403559404,0.059644059644059645,309,0,1837,162,0,"Census Tract 7202.04, Ocean County, New Jersey",0,65,9,80,129,18,8,1456,499,1955,948,827,4624,42,20,1063,2079,124,1775,62
34029720205,0.899009900990099,0.100990099009901,11,0,804,94,0,"Census Tract 7202.05, Ocean County, New Jersey",0,0,0,0,0,0,11,1723,93,1816,556,239,2876,9,0,127,2020,204,795,9
34029720206,0.9181614349775785,0.08183856502242152,512,0.02998878923766816,1595,87,11,"Census Tract 7202.06, Ocean County, New Jersey",107,0,0,0,0,376,136,3032,244,3276,1035,548,5666,12,0,445,3568,292,1583,12
34029721000,0.9295634920634921,0.07043650793650794,105,0.06646825396825397,696,65,21,"Census Tract 7210, Ocean County, New Jersey",67,6,0,0,12,53,34,615,322,937,244,452,1705,0,0,978,1008,71,696,0
34029722001,0.9488933601609658,0.051106639839034206,348,0,1247,194,49,"Census Tract 7220.01, Ocean County, New Jersey",0,67,0,30,180,50,21,2052,306,2358,1081,133,4390,33,0,805,2485,127,1214,33
34029722002,0.9799484388427385,0.02005156115726153,250,0.35491263248352906,2508,294,72,"Census Tract 7220.02, Ocean County, New Jersey",1239,109,0,91,50,0,0,3006,415,3421,1742,766,7457,0,0,953,3491,70,2508,0
34029722100,0.9029957203994294,0.09700427960057062,150,0,1808,304,0,"Census Tract 7221, Ocean County, New Jersey",0,10,0,97,0,43,0,2294,238,2532,1032,720,5079,43,13,445,2804,272,1752,56
34029722200,0.898175397292525,0.10182460270747498,25,0,777,203,13,"Census Tract 7222, Ocean County, New Jersey",0,0,0,0,0,12,13,1265,261,1526,565,153,1927,0,59,459,1699,173,718,59
34029722300,0.9622071050642479,0.03779289493575208,34,0,1373,64,0,"Census Tract 7223, Ocean County, New Jersey",0,0,0,0,34,0,0,1200,73,1273,720,653,3422,0,0,385,1323,50,1373,0
34029722401,0.8671943711521548,0.13280562884784522,161,0,1596,81,18,"Census Tract 7224.01, Ocean County, New Jersey",0,54,0,0,97,10,0,1661,311,1972,900,696,4436,0,0,893,2274,302,1596,0
34029722402,0.8192026951151039,0.18079730488489612,240,0,1309,50,34,"Census Tract 7224.02, Ocean County, New Jersey",0,93,7,58,72,10,0,1225,234,1459,704,605,3194,0,0,601,1781,322,1309,0
34029722500,0.23821921374642022,0.7617807862535798,144,0.003384535277271544,624,65,14,"Census Tract 7225, Ocean County, New Jersey",13,49,5,0,59,0,31,854,61,915,172,452,1622,0,0,91,3841,2926,624,0
34029722600,0.8110850897736144,0.18891491022638562,8,0.00624512099921936,992,11,0,"Census Tract 7226, Ocean County, New Jersey",8,0,0,0,8,0,0,965,74,1039,376,616,2694,0,0,197,1281,242,992,0
34029722701,0.9939759036144579,0.006024096385542169,88,0,2201,72,50,"Census Tract 7227.01, Ocean County, New Jersey",0,0,0,88,0,0,0,1533,117,1650,1287,914,4729,0,0,147,1660,10,2201,0
34029722702,0.8813447593935398,0.11865524060646011,12,0,1929,14,9,"Census Tract 7227.02, Ocean County, New Jersey",0,0,0,0,0,12,0,1172,165,1337,751,888,3404,272,18,620,1517,180,1639,290
34029722800,0.9696969696969697,0.030303030303030304,796,0,1291,159,120,"Census Tract 7228, Ocean County, New Jersey",0,269,78,73,198,117,61,1080,712,1792,951,320,2793,0,20,1718,1848,56,1271,20
34029722900,0.9592592592592593,0.040740740740740744,1116,0,1037,150,64,"Census Tract 7229, Ocean County, New Jersey",0,239,211,114,389,141,22,894,1178,2072,583,421,2641,22,11,2732,2160,88,1004,33
34029723000,0.9727758872143899,0.027224112785610113,374,0.025279533300923675,2221,109,51,"Census Tract 7230, Ocean County, New Jersey",52,115,63,23,157,12,4,1475,526,2001,1026,1126,4522,59,10,1305,2057,56,2152,69
34029723100,0.8917311124330756,0.10826888756692445,461,0,1490,189,39,"Census Tract 7231, Ocean County, New Jersey",0,74,44,130,65,85,63,1019,480,1499,692,715,2592,83,0,1045,1681,182,1407,83
34029723200,0.9727058823529412,0.027294117647058823,62,0,2504,114,79,"Census Tract 7232, Ocean County, New Jersey",0,12,0,0,0,0,50,1904,163,2067,1169,1306,5676,29,0,620,2125,58,2475,29
34029723300,0.9650040225261464,0.03499597747385358,198,0,2061,111,19,"Census Tract 7233, Ocean County, New Jersey",0,0,0,15,166,17,0,1711,688,2399,1301,554,4765,69,137,2482,2486,87,1855,206
34029723400,0.7164584464964693,0.28354155350353066,75,0,1051,40,0,"Census Tract 7234, Ocean County, New Jersey",0,25,0,0,0,0,50,1153,166,1319,430,503,2840,118,0,438,1841,522,933,118
34029723500,0.6886314265025344,0.3113685734974656,17,0.0166545981173063,560,21,0,"Census Tract 7235, Ocean County, New Jersey",23,0,0,0,0,0,17,743,208,951,320,240,1617,0,0,670,1381,430,560,0
34029723600,0.875,0.125,121,0.011363636363636364,725,42,24,"Census Tract 7236, Ocean County, New Jersey",12,27,44,8,11,27,4,738,186,924,393,327,1858,5,0,467,1056,132,720,5
34029724000,0.8986425339366516,0.10135746606334842,46,0.004524886877828055,1057,26,36,"Census Tract 7240, Ocean County, New Jersey",5,0,4,0,38,4,0,757,236,993,395,649,2593,0,13,1155,1105,112,1044,13
34029725001,0.9489795918367347,0.05102040816326531,28,0.00463821892393321,1373,33,7,"Census Tract 7250.01, Ocean County, New Jersey",5,0,0,0,0,28,0,876,147,1023,495,829,2629,49,0,484,1078,55,1324,49
34029725002,0.9620622568093385,0.037937743190661476,27,0,2833,43,18,"Census Tract 7250.02, Ocean County, New Jersey",0,0,0,0,13,0,14,1706,272,1978,1776,990,5156,44,23,775,2056,78,2766,67
34029725100,0.9139784946236559,0.08602150537634409,36,0,604,18,6,"Census Tract 7251, Ocean County, New Jersey",0,0,8,0,0,16,12,580,185,765,215,389,1504,0,0,643,837,72,604,0
34029726000,0.8134715025906736,0.18652849740932642,31,0,727,11,5,"Census Tract 7260, Ocean County, New Jersey",0,7,0,0,0,14,10,516,112,628,372,334,1195,21,0,262,772,144,706,21
34029727001,0.361961171437973,0.638038828562027,693,0.004606778545574202,836,35,5,"Census Tract 7270.01, Ocean County, New Jersey",14,126,0,0,112,106,349,946,154,1100,388,443,1853,5,0,308,3039,1939,831,5
34029727002,0.28404344193817876,0.7159565580618212,648,0,330,32,9,"Census Tract 7270.02, Ocean County, New Jersey",0,85,233,4,61,94,171,592,88,680,101,224,1158,0,5,123,2394,1714,325,5
34029728000,0.34107545045045046,0.6589245495495496,2628,0.019707207207207207,1133,284,134,"Census Tract 7280, Ocean County, New Jersey",140,193,113,118,773,602,829,1312,1111,2423,426,669,2484,38,0,2813,7104,4681,1095,38
34029729000,0.6212624584717608,0.3787375415282392,185,0,371,47,0,"Census Tract 7290, Ocean County, New Jersey",0,0,0,6,24,15,140,507,241,748,175,187,1098,9,0,635,1204,456,362,9
34029730000,0.8947939262472885,0.1052060737527115,32,0,1078,13,24,"Census Tract 7300, Ocean County, New Jersey",0,0,0,14,0,0,18,764,61,825,709,369,2067,0,0,169,922,97,1078,0
34029731001,0.7549778761061947,0.24502212389380532,122,0,1389,16,30,"Census Tract 7310.01, Ocean County, New Jersey",0,33,0,7,23,59,0,1278,87,1365,762,627,2965,0,0,124,1808,443,1389,0
34029731002,0.8348240906380441,0.16517590936195586,26,0,1257,33,42,"Census Tract 7310.02, Ocean County, New Jersey",0,0,0,0,12,14,0,1170,230,1400,486,718,3047,53,0,564,1677,277,1204,53
