"","GEOID","occupancy_rate","vacancy_rate","multiunit_struct","mobile_home_rate","pop_20yrs_plus","no_vehicle","public_transit","NAME","mobile_home","multiunits_10_to_19","multiunits_20_to_49","multiunits_50plus","multiunits_five_to_nine","multiunits_three_or_four","multiunits_two","occupied_owner","occupied_renter","occupied_units","pop_own_90_99","pop_own_bfr89","pop_own_occ","pop_ren_90_99","pop_ren_bfr89","pop_ren_occ","total_units","vacant_units","pop_own_20yrs_plus","pop_ren_20yrs_plus","X","geoid","ams_res","ams_bus","ams_oth","res_vac","bus_vac","oth_vac","avg_vac_r","avg_vac_b","avg_vac_o","vac_3_res","vac_3_bus","vac_3_oth","vac_3_6_r","vac_3_6_b","vac_3_6_o","vac_6_12r","vac_6_12b","vac_6_12o","vac_12_24r","vac_12_24b","vac_12_24o","vac_24_36r","vac_24_36b","vac_24_36o","vac_36_res","vac_36_bus","vac_36_oth","pqv_is_res","pqv_is_bus","pqv_is_oth","pqv_ns_res","pqv_ns_bus","pqv_ns_oth","nostat_res","nostat_bus","nostat_oth","avg_ns_res","avg_ns_bus","avg_ns_oth","ns_3_res","ns_3_bus","ns_3_oth","ns_3_6_res","ns_3_6_bus","ns_3_6_oth","ns_6_12_r","ns_6_12_b","ns_6_12_o","ns_12_24_r","ns_12_24_b","ns_12_24_o","ns_24_36_r","ns_24_36_b","ns_24_36_o","ns_36_res","ns_36_bus","ns_36_oth","pqns_is_r","pqns_is_b","pqns_is_o"
"1832","34035053901",0.814946619217082,0.185053380782918,29,0,233,3,4,"Census Tract 539.01, Somerset County, New Jersey",0,0,0,0,9,18,2,184,45,229,154,79,491,0,0,92,281,52,233,0,45317,34035053901,777,131,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,129,0,3272.34,3154.38,0,0,0,0,1,0,0,0,0,0,12,0,0,2,0,0,620,129,0,1,0,0
"1833","34035053904",1,0,6,0,889,21,76,"Census Tract 539.04, Somerset County, New Jersey",0,0,0,6,0,0,0,1016,15,1031,514,340,3519,29,6,35,1031,0,854,35,648,34035053904,1146,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,1450.31,951.75,0,1,0,0,0,0,0,3,0,0,0,0,0,5,11,0,7,1,0,0,2,0
"1834","34035053905",0.980070859167405,0.0199291408325952,726,0.00487156775907883,1647,55,214,"Census Tract 539.05, Somerset County, New Jersey",11,365,59,22,168,102,10,1481,732,2213,1397,240,4804,10,0,1792,2258,45,1637,10,55907,34035053905,2330,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,1009.5,294,0,0,0,0,0,0,0,6,4,0,2,0,0,3,0,0,9,0,0,0,0,0
"1835","34035054100",0.967072297780959,0.0329277022190408,614,0,2152,46,234,"Census Tract 541, Somerset County, New Jersey",0,195,21,18,173,169,38,2216,486,2702,1630,522,5977,0,0,1302,2794,92,2152,0,9687,34035054100,2879,79,132,19,5,0,1941.63,2468.8,0,0,0,0,1,0,0,8,1,0,0,0,0,1,0,0,9,4,0,0,0,0,0,0,0,5,4,0,4543.4,2429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0
"1836","34035054201",0.982827913774205,0.0171720862257947,495,0,1660,255,471,"Census Tract 542.01, Somerset County, New Jersey",0,130,28,262,61,14,0,2204,486,2690,1093,536,6237,15,16,936,2737,47,1629,31,9790,34035054201,2909,405,68,7,0,0,257.43,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,104,0,2074.32,1060.79,0,0,0,0,0,0,0,4,0,0,4,80,0,10,1,0,61,23,0,0,0,0
"1837","34035054202",0.910675381263617,0.0893246187363834,40,0,1423,10,162,"Census Tract 542.02, Somerset County, New Jersey",0,0,16,6,9,9,0,1552,120,1672,902,498,4954,0,23,513,1836,164,1400,23,46655,34035054202,2976,416,64,1,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,905,280,0,2980.27,2936.92,0,8,1,0,0,0,0,8,0,0,4,7,0,59,4,0,826,268,0,9,0,0
"1838","34035054300",0.9361750112765,0.0638249887235002,1144,0,1990,358,195,"Census Tract 543, Somerset County, New Jersey",0,306,142,376,262,31,27,3566,585,4151,1355,545,8359,90,0,1111,4434,283,1900,90,64833,34035054300,5286,757,164,18,82,0,1509.72,2393.6,0,0,0,0,2,1,0,5,3,0,2,3,0,2,4,0,7,71,0,0,0,0,0,0,0,1061,385,0,3234.12,3214.72,0,0,0,0,1,0,0,13,0,0,1,0,0,3,0,0,1043,385,0,0,0,0
"1839","34037371000",0.797180043383948,0.202819956616052,441,0,1326,86,31,"Census Tract 3710, Sussex County, New Jersey",0,48,0,25,131,101,136,1121,349,1470,544,668,2776,114,0,907,1844,374,1212,114,54496,34037371000,1070,75,29,46,12,0,1062.11,1343.92,0,9,0,0,0,0,0,16,5,0,9,1,0,2,1,0,10,5,0,2,0,0,0,0,0,15,3,0,850.47,1762,0,0,0,0,0,0,0,1,1,0,12,0,0,0,1,0,2,1,0,0,0,0
"1840","34037371100",0.948613928329953,0.0513860716700473,231,0,1410,52,9,"Census Tract 3711, Sussex County, New Jersey",0,21,52,76,0,12,70,1159,244,1403,637,761,3496,12,0,448,1479,76,1398,12,46597,34037371100,1436,34,32,45,4,0,2123.69,2420.5,0,1,0,0,0,0,0,6,0,0,0,1,0,3,0,0,35,3,0,0,0,0,0,0,0,2,0,0,3978.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1841","34037371200",0.798568507157464,0.201431492842536,622,0,536,71,8,"Census Tract 3712, Sussex County, New Jersey",0,186,16,37,110,106,167,291,490,781,172,267,770,57,40,1061,978,197,439,97,37386,34037371200,964,138,117,37,40,0,3124.68,2633.03,0,0,0,0,0,0,0,1,2,0,3,8,0,4,2,0,29,28,0,2,0,0,0,0,0,36,10,0,1261.33,1806.1,0,0,0,0,12,1,0,0,1,0,2,0,0,11,4,0,11,4,0,0,0,0
"1842","34037371300",0.568842305859933,0.431157694140067,55,0.193425440686041,1861,23,65,"Census Tract 3713, Sussex County, New Jersey",406,0,0,0,14,18,23,1088,106,1194,964,721,3127,68,108,299,2099,905,1685,176,64798,34037371300,1610,12,9,263,4,0,2959.03,2236.75,0,5,0,0,0,0,0,7,1,0,19,0,0,9,0,0,223,3,0,8,0,0,0,0,0,21,2,0,4090.38,4918.5,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,16,2,0,2,0,0
"1843","34037371400",0.892887029288703,0.107112970711297,33,0,1181,12,11,"Census Tract 3714, Sussex County, New Jersey",0,0,0,0,0,0,33,1025,42,1067,437,744,2749,0,0,120,1195,128,1181,0,9654,34037371400,1737,102,45,40,3,0,1649.93,2377.33,0,0,0,0,0,0,0,5,0,0,2,0,0,6,1,0,27,2,0,0,0,0,0,0,0,668,75,0,3347.01,3276.33,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,666,74,0,1,0,0
"1844","34037371502",0.726546906187625,0.273453093812375,138,0,2297,17,86,"Census Tract 3715.02, Sussex County, New Jersey",0,0,0,12,14,0,112,1684,136,1820,1222,1075,4495,0,0,400,2505,685,2297,0,37370,34037371502,2445,11,139,226,1,0,2280.37,4731,0,26,0,0,0,0,0,24,0,0,15,0,0,11,0,0,150,1,0,16,0,0,0,0,0,49,2,0,4060.22,4499.5,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,44,2,0,2,0,0
"1845","34037371503",0.931034482758621,0.0689655172413793,15,0,1321,10,5,"Census Tract 3715.03, Sussex County, New Jersey",0,8,0,7,0,0,0,964,35,999,631,690,2739,0,0,127,1073,74,1321,0,9648,34037371503,2367,127,13,45,12,0,1854.38,2585.17,0,6,0,0,0,0,0,6,0,0,4,1,0,2,1,0,27,10,0,4,1,0,0,0,0,1212,74,0,3299.23,3347.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1211,74,0,0,0,0
"1846","34037371600",0.715733590733591,0.284266409266409,1398,0,568,34,0,"Census Tract 3716, Sussex County, New Jersey",0,430,8,20,790,67,83,805,678,1483,67,478,1613,23,0,1276,2072,589,545,23,18871,34037371600,1791,116,403,170,12,0,1573.63,1981.75,0,0,0,0,1,0,0,2,1,0,33,2,0,14,1,0,120,8,0,2,0,0,0,0,0,46,13,0,4402.89,3459.77,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,41,12,0,1,0,0
"1847","34037371700",0.905460060667341,0.0945399393326593,43,0.0156723963599596,2459,73,79,"Census Tract 3717, Sussex County, New Jersey",31,0,0,0,43,0,0,1634,157,1791,1220,1056,4920,77,106,432,1978,187,2276,183,64784,34037371700,3083,162,21,54,3,0,1755.22,3309.33,0,0,0,0,0,0,0,4,1,0,8,0,0,16,0,0,26,2,0,0,0,0,0,0,0,1275,121,0,3229.38,3137.37,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1272,120,0,0,0,0
"1848","34037371800",0.918132854578097,0.0818671454219031,131,0,3578,41,6,"Census Tract 3718, Sussex County, New Jersey",0,19,0,0,25,78,9,2333,224,2557,2127,1236,6403,215,0,619,2785,228,3363,215,46600,34037371800,2862,143,53,98,34,0,1990.58,2354.68,0,1,1,0,0,0,0,22,0,0,4,0,0,17,3,0,54,30,0,3,1,0,0,0,0,27,4,0,1300.07,1770.5,0,0,0,0,3,0,0,0,0,0,0,0,0,17,3,0,7,1,0,0,0,0
"1849","34037371900",0.771929824561403,0.228070175438596,3,0,752,0,8,"Census Tract 3719, Sussex County, New Jersey",0,0,0,0,0,3,0,665,83,748,374,372,1680,0,6,251,969,221,746,6,9697,34037371900,823,70,122,42,4,0,1045.71,468.75,0,0,1,0,13,0,0,5,0,0,2,2,0,11,1,0,11,0,0,0,0,0,0,0,0,14,7,0,1526.79,2085.71,0,0,0,0,0,0,0,3,2,0,0,1,0,7,1,0,4,3,0,0,0,0
"1850","34037372000",0.871794871794872,0.128205128205128,12,0,1438,40,0,"Census Tract 3720, Sussex County, New Jersey",0,0,0,0,0,0,12,1091,99,1190,654,766,2719,18,0,248,1365,175,1420,18,37398,34037372000,1301,7,44,45,0,0,2859.84,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,0,35,1,0,3434.31,3801,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,31,1,0,2,0,0
"1851","34037372100",0.93859649122807,0.0614035087719298,50,0.144736842105263,711,16,15,"Census Tract 3721, Sussex County, New Jersey",132,0,0,0,16,34,0,741,115,856,290,400,1613,0,21,282,912,56,690,21,537,34037372100,856,104,37,16,7,0,2030.5,1567,0,0,0,0,0,1,0,0,2,0,1,0,0,5,1,0,10,3,0,0,0,0,0,0,0,8,6,0,2382.38,2510.33,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,6,0,0,0,0
"1852","34037372200",0.673436230706743,0.326563769293258,25,0.0113728675873274,888,16,30,"Census Tract 3722, Sussex County, New Jersey",14,0,0,0,5,5,15,691,138,829,440,416,1902,32,0,255,1231,402,856,32,54494,34037372200,1165,33,39,63,2,0,2361.32,595,0,2,0,0,0,0,0,2,1,0,1,0,0,16,1,0,42,0,0,3,0,0,0,0,0,11,5,0,3009.09,845.8,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,9,1,0,0,0,0
"1853","34037372300",0.950948332243296,0.0490516677567037,158,0,1705,30,14,"Census Tract 3723, Sussex County, New Jersey",0,6,25,9,6,36,76,1152,302,1454,749,838,3140,55,63,772,1529,75,1587,118,9689,34037372300,1378,172,109,38,33,0,1802.61,2370.24,0,2,4,0,2,1,0,3,0,0,3,2,0,10,1,0,18,25,0,0,0,0,0,0,0,41,22,0,3107.98,3214.59,0,1,0,0,0,0,0,1,1,0,4,1,0,2,2,0,33,18,0,2,0,0
"1854","34037372400",0.891141942369264,0.108858057630736,44,0.016008537886873,1068,18,7,"Census Tract 3724, Sussex County, New Jersey",15,8,0,0,0,0,36,738,97,835,548,492,2042,11,17,279,937,102,1040,28,28178,34037372400,882,161,89,11,35,0,2710.64,1056.89,0,0,0,0,2,1,0,0,10,0,0,1,0,1,18,0,8,5,0,1,0,0,0,0,0,10,4,0,1647.2,3822.75,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,4,0,0,0,0
"1855","34037372500",0.88023088023088,0.11976911976912,290,0,467,71,17,"Census Tract 3725, Sussex County, New Jersey",0,134,0,0,92,39,25,789,431,1220,203,254,1949,0,10,1180,1386,166,457,10,9652,34037372500,1397,136,96,54,22,0,1192.13,2195.14,0,0,0,0,4,0,0,14,2,0,7,2,0,15,5,0,14,13,0,0,0,0,0,0,0,15,16,0,3494.93,3077.94,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,12,13,0,0,0,0
"1856","34037372600",0.815189873417722,0.184810126582278,244,0.00337552742616034,1553,7,165,"Census Tract 3726, Sussex County, New Jersey",8,25,0,0,114,74,31,1781,151,1932,814,712,4415,27,0,320,2370,438,1526,27,18848,34037372600,2466,92,115,104,34,0,1545.79,2486.59,0,0,0,0,0,0,0,8,0,0,33,6,0,10,7,0,53,21,0,3,0,0,0,0,0,113,15,0,3329.93,3952.13,0,0,0,0,0,0,0,7,0,0,7,2,0,8,1,0,91,12,0,3,0,0
"1857","34037372700",0.910836762688615,0.0891632373113855,504,0,1162,57,20,"Census Tract 3727, Sussex County, New Jersey",0,119,0,0,232,111,42,997,331,1328,532,548,2553,62,20,593,1458,130,1080,82,9649,34037372700,1570,194,135,68,32,0,1623.99,2317.41,0,1,0,0,12,0,0,8,0,0,10,8,0,4,2,0,33,22,0,1,2,0,0,0,0,24,20,0,2590.54,1858,0,0,0,0,0,2,0,4,0,0,5,8,0,1,1,0,14,9,0,0,0,0
"1858","34037372800",0.924528301886792,0.0754716981132075,99,0.262803234501348,585,23,16,"Census Tract 3728, Sussex County, New Jersey",195,16,0,10,43,30,0,583,103,686,273,296,1431,10,6,243,742,56,569,16,510,34037372800,720,95,54,23,23,0,2118.83,2392.7,0,0,0,0,1,0,0,0,1,0,0,0,0,6,5,0,16,17,0,0,0,0,0,0,0,6,5,0,3455.5,1936.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0
"1859","34037372900",0.8358310626703,0.1641689373297,459,0.0061307901907357,1064,87,54,"Census Tract 3729, Sussex County, New Jersey",9,59,52,56,18,159,115,815,412,1227,317,670,2244,77,0,850,1468,241,987,77,46583,34037372900,1430,78,177,116,29,0,1156.77,2313.41,0,0,0,0,33,1,0,21,4,0,1,0,0,26,4,0,35,20,0,2,1,0,0,0,0,28,1,0,2750.75,5453,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,1,0,0,0,0
"1860","34037373000",0.881209503239741,0.118790496760259,139,0.0118790496760259,1019,39,26,"Census Tract 3730, Sussex County, New Jersey",11,2,0,0,22,18,97,684,132,816,359,632,2006,0,28,308,926,110,991,28,37385,34037373000,912,41,46,29,7,0,1538.41,1295.71,0,0,0,0,0,0,0,5,1,0,0,0,0,5,1,0,19,5,0,0,0,0,0,0,0,6,1,0,3648.17,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0
"1861","34037373100",0.935230618253189,0.0647693817468106,102,0,1357,36,56,"Census Tract 3731, Sussex County, New Jersey",0,27,39,0,10,0,26,1718,188,1906,813,526,5445,0,18,636,2038,132,1339,18,46613,34037373100,3427,726,204,37,37,0,1437.81,2034,0,1,0,0,4,0,0,7,0,0,2,8,0,0,0,0,23,29,0,5,0,0,0,0,0,1198,360,0,3099.77,3165.84,0,0,0,0,72,4,0,3,2,0,0,9,0,0,0,0,1123,345,0,0,0,0
"1862","34037373200",0.817888799355359,0.182111200644641,5,0,1067,0,49,"Census Tract 3732, Sussex County, New Jersey",0,5,0,0,0,0,0,996,19,1015,706,331,3268,21,9,35,1241,226,1037,30,28165,34037373200,1262,21,10,41,3,0,1816.05,1803.67,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,35,3,0,1,0,0,0,0,0,6,5,0,940,1271.4,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,1,1,0,0,0,0
"1863","34037373300",0.946976744186046,0.0530232558139535,97,0,1101,47,69,"Census Tract 3733, Sussex County, New Jersey",0,11,0,0,0,41,45,881,137,1018,733,298,2763,70,0,294,1075,57,1031,70,18878,34037373300,1138,198,91,15,15,0,1608.53,1364.6,0,1,2,0,0,0,0,2,0,0,2,5,0,0,1,0,10,7,0,0,0,0,0,0,0,11,7,0,2952.64,1829,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,7,5,0,0,0,0
"1864","34037373400",0.886262418636519,0.113737581363481,208,0,1860,99,117,"Census Tract 3734, Sussex County, New Jersey",0,13,45,0,14,121,15,2188,399,2587,1260,557,5703,43,0,586,2919,332,1817,43,9685,34037373400,3014,168,115,89,13,0,1440.43,2872.85,0,3,0,0,5,0,0,23,0,0,5,1,0,14,0,0,39,12,0,3,0,0,0,0,0,6,11,0,2211.83,3245.64,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,3,9,0,0,0,0
"1865","34037373500",0.894283476898982,0.105716523101018,81,0.0211433046202036,1187,26,17,"Census Tract 3735, Sussex County, New Jersey",27,0,0,0,31,20,30,976,166,1142,729,448,2440,10,0,403,1277,135,1177,10,536,34037373500,2502,255,50,52,14,0,2347.65,1813.71,0,0,0,0,1,0,0,1,0,0,3,0,0,12,6,0,35,8,0,2,0,0,0,0,0,1219,155,0,3294.72,3456.42,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1215,155,0,1,0,0
"1866","34037373600",0.959587274290628,0.0404127257093723,338,0,910,57,20,"Census Tract 3736, Sussex County, New Jersey",0,0,0,0,249,81,8,916,200,1116,486,348,2523,26,50,352,1163,47,834,76,28180,34037373600,1121,125,59,11,18,0,2279.09,2698.78,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,7,12,0,0,0,0,0,0,0,10,19,0,2021.6,2442.89,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,15,0,0,0,0
"1867","34037373700",0.83191595797899,0.168084042021011,1144,0,745,318,37,"Census Tract 3737, Sussex County, New Jersey",0,197,53,471,177,90,156,624,1039,1663,262,317,1386,138,28,2186,1999,336,579,166,55783,34037373700,1760,206,463,64,27,0,1362,2344.07,0,1,0,0,15,3,0,8,1,0,4,0,0,6,1,0,30,22,0,1,0,0,0,0,0,67,22,0,1456.94,2414.45,0,0,0,0,6,0,0,1,0,0,4,0,0,6,0,0,50,22,0,1,0,0
"1868","34037373800",0.884636413340623,0.115363586659377,439,0,1385,111,12,"Census Tract 3738, Sussex County, New Jersey",0,0,49,45,101,49,195,934,684,1618,698,620,2269,34,33,1606,1829,211,1318,67,18877,34037373800,1863,410,298,74,68,0,1903.43,2845.07,0,4,1,0,1,1,0,12,3,0,6,2,0,7,2,0,44,59,0,0,0,0,0,0,0,48,54,0,2003.79,2215.98,0,0,0,0,1,0,0,3,2,0,0,4,0,11,1,0,33,47,0,0,0,0
"1869","34037373900",0.82579185520362,0.17420814479638,87,0.0356334841628959,2318,20,8,"Census Tract 3739, Sussex County, New Jersey",63,0,0,0,38,0,49,1317,143,1460,1265,1025,3619,0,28,317,1768,308,2290,28,538,34037373900,1673,16,52,30,0,0,2809.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,21,3,0,3451.43,4398,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,3,0,0,0,0
"1870","34037374000",0.906486941870261,0.0935130581297388,48,0,1483,11,41,"Census Tract 3740, Sussex County, New Jersey",0,0,0,0,13,15,20,960,116,1076,951,523,2856,0,9,337,1187,111,1474,9,28168,34037374000,1286,32,21,22,3,0,2031.77,1825,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,12,5,0,2355.5,1399.4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0
"1871","34037374100",0.8983174835406,0.1016825164594,24,0,1108,35,31,"Census Tract 3741, Sussex County, New Jersey",0,0,0,0,0,0,24,1162,66,1228,570,530,3289,8,0,191,1367,139,1100,8,28181,34037374100,1248,18,13,30,0,0,1942.13,0,0,0,0,0,2,0,0,1,0,0,10,0,0,2,0,0,15,0,0,1,0,0,0,0,0,20,3,0,2803.8,5342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,2,0,0
"1872","34037374200",0.887174541947927,0.112825458052073,31,0.0192864030858245,1018,10,11,"Census Tract 3742, Sussex County, New Jersey",20,0,0,0,0,16,15,816,104,920,524,489,2091,0,5,255,1037,117,1013,5,72692,34037374200,1020,65,61,82,7,0,1871.62,2228.86,0,0,0,0,6,0,0,9,0,0,6,1,0,9,0,0,52,6,0,1,0,0,0,0,0,8,4,0,4558.88,3263.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0
"1873","34037374300",0.892830746489283,0.107169253510717,10,0,1607,11,20,"Census Tract 3743, Sussex County, New Jersey",0,0,0,0,10,0,0,1161,47,1208,955,579,3170,73,0,134,1353,145,1534,73,46612,34037374300,1342,61,76,37,8,0,1313.89,1126.38,0,2,0,0,4,0,0,2,3,0,7,1,0,3,0,0,19,4,0,1,0,0,0,0,0,13,6,0,4566.85,988.17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,13,3,0,0,0,0
"1874","34037374400",0.889490790899242,0.110509209100758,0,0,964,27,28,"Census Tract 3744, Sussex County, New Jersey",0,0,0,0,0,0,0,791,30,821,670,294,2302,0,0,47,923,102,964,0,18880,34037374400,912,3,5,34,0,0,1747.26,0,0,0,0,0,0,0,0,7,0,0,3,0,0,2,0,0,22,0,0,1,0,0,0,0,0,2,0,0,2810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1875","34037374500",0.78403275332651,0.21596724667349,48,0,861,31,46,"Census Tract 3745, Sussex County, New Jersey",0,0,10,0,0,0,38,608,158,766,373,456,1509,27,5,353,977,211,829,32,547,34037374500,887,32,24,50,2,0,2225.78,3158,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,41,2,0,2,1,0,0,0,0,6,1,0,2935,487,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,1,0
"1876","34037374600",0.93188202247191,0.0681179775280899,309,0,1137,28,10,"Census Tract 3746, Sussex County, New Jersey",0,73,54,0,81,71,30,1096,231,1327,671,466,2860,0,0,503,1424,97,1137,0,9683,34037374600,2053,166,326,43,10,0,1831.74,2108.5,0,4,0,0,0,0,0,0,0,0,7,3,0,1,2,0,31,5,0,1,0,0,0,0,0,572,97,0,3390.47,3299.05,0,0,1,0,0,0,0,2,0,0,3,2,0,1,0,0,566,94,0,3,0,0
"1877","34037374700",0.828691539674199,0.171308460325801,126,0.00945874934314241,1824,61,17,"Census Tract 3747, Sussex County, New Jersey",18,0,0,0,19,93,14,1343,234,1577,975,837,3497,6,6,449,1903,326,1812,12,549,34037374700,2481,177,68,52,3,0,2374.4,3394.33,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,39,3,0,0,0,0,0,0,0,669,125,0,3289.57,3284.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,125,0,0,0,0
"1878","34037374800",0.882821387940842,0.117178612059158,95,0.0113765642775882,1724,47,39,"Census Tract 3748, Sussex County, New Jersey",20,0,12,10,19,0,54,1360,192,1552,721,926,3599,77,0,321,1758,206,1647,77,18886,34037374800,1679,43,46,31,8,0,936.9,1436.88,0,2,0,0,0,0,0,16,1,0,2,3,0,0,0,0,11,4,0,1,0,0,0,0,0,45,3,0,1584.91,525,0,0,0,0,0,0,0,1,0,0,0,3,0,34,0,0,10,0,0,0,0,0
"1879","34037374900",0.914301310043668,0.0856986899563319,22,0,1727,45,13,"Census Tract 3749, Sussex County, New Jersey",0,0,0,0,14,8,0,1329,346,1675,704,957,3718,66,0,876,1832,157,1661,66,63521,34037374900,1781,8,14,44,0,0,1299.48,0,0,1,0,0,1,0,0,18,0,0,5,0,0,2,0,0,17,0,0,2,0,0,0,0,0,5,0,0,3118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
"1880","34039030200",0.911627906976744,0.0883720930232558,978,0,278,364,107,"Census Tract 302, Union County, New Jersey",0,22,10,0,177,172,597,189,791,980,104,88,573,60,26,2757,1075,95,192,86,55754,34039030200,998,62,217,36,1,0,4436.11,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,89,16,0,4502.85,4999.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,16,0,0,0,0
"1881","34039030400",0.904688304997424,0.095311695002576,1411,0,290,722,268,"Census Tract 304, Union County, New Jersey",0,65,53,113,164,200,816,311,1445,1756,76,78,1172,40,96,4402,1941,185,154,136,64769,34039030400,2027,149,299,50,18,0,3679.7,4308.89,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,48,18,0,0,0,0,0,0,0,183,22,0,3981.02,4319.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,22,0,1,0,0
"1882","34039030500",0.832667047401485,0.167332952598515,1470,0,452,307,174,"Census Tract 305, Union County, New Jersey",0,54,0,17,116,304,979,429,1029,1458,88,271,1425,93,0,3809,1751,293,359,93,46568,34039030500,1627,133,275,45,16,0,3914.91,4095.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0,0,83,17,0,3755.46,4168.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,0,0,0,0
"1883","34039030600",0.914074074074074,0.0859259259259259,1132,0,570,363,102,"Census Tract 306, Union County, New Jersey",0,40,0,45,412,239,396,289,945,1234,45,181,775,149,195,2577,1350,116,226,344,46562,34039030600,1444,174,233,9,7,0,3588,2569.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,538,82,0,3232.88,3395.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,82,0,0,0,0
"1884","34039030701",0.920195439739414,0.0798045602605863,477,0.0162866449511401,433,50,59,"Census Tract 307.01, Union County, New Jersey",10,9,16,10,17,130,295,201,364,565,150,145,791,118,20,987,614,49,295,138,18213,34039030701,653,48,158,2,4,0,4199,2741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,13,4,0,3808.92,4712.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0
"1885","34039030702",0.926509186351706,0.073490813648294,2340,0,1198,320,226,"Census Tract 307.02, Union County, New Jersey",0,275,192,214,209,392,1058,598,1873,2471,334,186,1946,520,158,6191,2667,196,520,678,46563,34039030702,2815,119,447,37,10,0,2883.16,3518.4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,33,10,0,1,0,0,0,0,0,78,10,0,3508.46,3455.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,10,0,0,0,0
