"","SSN","TotalDeaths","PropDeaths","TotalDeath15","TotalDeath16","TotalDeath17","TotalDeath18","da15","da1520","da2024","da2529","da3034","da3539","da4044","da4549","da5054","da5559","da6064","da6569","da7074","da7580","da8085","FentW","FentB","FentH","TotalFent","TotalFent15","TotalFent16","TotalFent17","TotalFent18","HeroinW","HeroinB","HeroinH","TotalHero","TotalHero15","TotalHero16","TotalHero17","TotalHero18","TotalOxy","TotalOxy15","TotalOxyt16","TotalOxyt17","TotalOxyt18","TotalMorph","TotalMorp15","TotalMorp16","TotalMorp17","TotalMorp18","TotalMeth","TotalMeth15","TotalMeth16","TotalMeth17","TotalMeth18","Fent15W","Fent15B","Fent15H","Hero15W","Hero15B","Hero15H","Fent18W","Fent18B","Fent18H","Hero18W","Hero18B"
"292","1224",12,0.164654226125137,4,0,4,4,0,0,1,0,2,1,1,2,1,0,0,0,0,0,0,9,0,0,9,13,9,13,13,9,0,0,9,13,9,13,13,4,0,0,2,2,3,2,0,0,1,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0
"293","1225",77,1.05653128430296,8,27,19,23,0,2,11,11,9,10,3,6,3,6,2,1,0,0,0,32,3,10,46,54,73,65,69,38,1,3,44,52,71,63,67,15,2,8,1,4,18,4,12,1,1,4,1,1,1,1,1,0,0,7,0,2,10,3,4,7,1
"294","1301",1,0.0137211855104281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","1303",32,0.439077936333699,5,4,9,14,0,0,2,2,1,3,2,5,6,5,4,0,0,0,0,14,11,1,26,31,30,35,40,15,10,0,25,30,29,34,39,2,1,0,0,1,9,0,2,2,5,3,2,2,2,2,2,1,0,4,0,0,6,7,0,6,8
"296","1304",2,0.0274423710208562,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,1,0,0,1,1,2,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"297","1306",10,0.137211855104281,1,3,2,4,0,1,1,0,0,1,0,0,3,1,0,0,0,0,0,8,0,0,8,9,11,10,12,8,0,0,8,9,11,10,12,2,0,1,1,0,4,0,1,2,1,1,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0
"298","1307",13,0.178375411635565,3,1,5,4,0,0,0,0,0,1,0,3,2,2,1,0,0,0,0,4,0,0,4,7,5,9,8,8,1,0,9,12,10,14,13,1,1,0,0,0,4,0,0,3,1,2,1,1,1,1,1,0,0,3,0,0,1,0,0,2,0
"299","1309",3,0.0411635565312843,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3,2,3,3,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"300","1311",21,0.28814489571899,3,7,3,8,0,0,1,2,5,2,2,3,1,1,1,0,0,0,0,11,2,2,15,18,22,18,23,9,1,1,11,14,18,14,19,2,0,2,0,0,3,0,2,0,1,2,1,1,1,1,1,0,0,3,0,1,5,1,1,3,1
"301","1312",2,0.0274423710208562,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,0,0,1,1,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"302","1313",2,0.0274423710208562,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,0,0,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"303","1314",1,0.0137211855104281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"304","1315",10,0.137211855104281,2,2,1,5,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,5,1,2,8,10,10,9,13,4,0,1,5,7,7,6,10,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,0
"305","1316",23,0.315587266739846,6,6,8,3,0,0,4,2,6,1,4,2,0,3,0,0,0,0,0,10,2,1,14,20,20,22,17,12,2,1,16,22,22,24,19,3,2,1,0,0,4,1,2,0,1,0,0,0,0,0,1,0,0,4,0,0,3,0,0,2,0
"306","1317",14,0.192096597145993,2,3,6,3,0,0,1,1,1,0,2,3,1,1,0,0,0,0,0,9,0,0,9,11,12,15,12,10,0,0,10,12,13,16,13,2,0,0,2,0,2,0,1,1,0,2,1,1,1,1,1,0,0,2,0,0,3,0,0,2,0
"307","1318",9,0.123490669593853,2,1,3,3,0,0,1,2,2,0,2,1,0,0,0,0,0,0,0,3,0,0,4,6,5,7,7,4,0,0,4,6,5,7,7,4,1,1,2,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,2,0,0,1,0
"308","1319",39,0.535126234906696,4,6,11,18,0,0,6,9,3,4,2,1,3,3,1,0,0,0,0,25,2,0,27,31,33,38,45,23,1,0,24,28,30,35,42,7,0,1,2,4,9,1,1,2,5,2,1,1,1,1,3,0,0,3,0,0,14,1,0,9,0
"309","1320",3,0.0411635565312843,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,5,2,0,0,2,2,3,2,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"310","1321",39,0.535126234906696,9,14,10,6,0,1,2,1,2,5,4,3,3,3,1,1,0,0,0,19,1,1,21,30,35,31,27,19,0,1,20,29,34,30,26,8,2,3,1,2,5,0,5,0,0,5,1,1,1,1,0,0,0,5,0,0,3,1,0,1,0
"311","1322",8,0.109769484083425,2,4,0,2,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,4,0,0,4,6,8,4,6,4,0,0,4,6,8,4,6,3,0,3,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0
"312","1323",2,0.0274423710208562,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,2,0,0,2,2,3,3,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","1325",56,0.768386388583974,14,12,10,20,0,2,2,12,4,4,3,8,2,7,1,0,0,0,0,29,3,1,33,47,45,43,53,24,4,3,31,45,43,41,51,11,5,3,0,3,7,0,5,1,1,8,3,3,3,3,1,0,0,6,1,0,16,0,0,9,0
"314","1326",22,0.301866081229418,3,6,8,5,0,1,3,5,4,2,2,0,3,1,0,0,0,0,0,14,0,1,15,18,21,23,20,14,0,1,15,18,21,23,20,5,1,2,2,0,4,0,4,0,0,2,0,0,0,0,1,0,0,3,0,1,4,0,1,3,0
"315","1327",4,0.0548847420417124,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,3,3,4,0,0,4,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
"316","1328",16,0.21953896816685,2,5,5,4,0,0,4,1,1,1,0,0,1,2,0,0,0,0,0,8,0,0,8,10,13,13,12,8,0,1,9,11,14,14,13,5,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
"317","1329",13,0.178375411635565,2,5,4,2,0,0,0,1,4,1,1,1,4,0,0,0,0,0,0,9,1,1,11,13,16,15,13,5,0,0,5,7,10,9,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
"318","1330",21,0.28814489571899,7,5,6,3,0,1,1,5,0,3,2,1,1,3,0,0,0,0,0,12,1,2,16,23,21,22,19,10,1,2,14,21,19,20,17,6,4,1,0,1,2,0,2,0,0,1,1,1,1,1,3,0,0,4,0,0,2,0,0,1,0
"319","1331",44,0.603732162458836,8,11,13,12,0,2,6,6,6,5,3,4,3,2,1,0,0,0,0,24,0,1,26,34,37,39,38,30,1,1,32,40,43,45,44,2,1,0,1,0,7,0,1,1,5,5,2,2,2,2,2,0,0,7,1,1,9,0,1,6,0
"320","1332",3,0.0411635565312843,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,4,3,4,4,3,0,0,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"321","1333",2,0.0274423710208562,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","1334",37,0.50768386388584,1,9,10,17,0,0,3,6,2,6,4,0,2,2,3,0,1,0,0,22,9,1,33,34,42,43,50,10,1,2,13,14,22,23,30,8,0,3,2,3,6,0,1,2,3,1,1,1,1,1,1,0,0,0,0,0,11,5,0,5,0
"323","1335",3,0.0411635565312843,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,3,4,1,1,0,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"324","1336",9,0.123490669593853,1,3,3,2,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,4,0,0,5,6,8,8,7,5,0,1,6,7,9,9,8,1,1,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"325","1337",20,0.274423710208562,1,4,6,9,0,0,2,1,2,7,0,2,0,3,0,1,0,0,0,14,2,0,16,17,20,22,25,11,2,0,13,14,17,19,22,5,0,1,1,3,4,0,2,0,2,2,1,1,1,1,0,0,0,0,0,0,8,1,0,4,1
"326","1338",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
"327","1339",12,0.164654226125137,0,5,2,5,0,0,1,2,0,2,1,2,1,1,1,0,0,0,0,6,1,0,8,8,13,10,13,6,1,0,8,8,13,10,13,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
"328","1340",9,0.123490669593853,1,2,2,4,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,4,0,1,5,6,7,7,9,3,0,1,4,5,6,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0
"329","1341",1,0.0137211855104281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","1342",1,0.0137211855104281,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","1343",2,0.0274423710208562,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"332","1344",1,0.0137211855104281,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","1345",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"334","1346",2,0.0274423710208562,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,3,1,1,1,0,0,1,1,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","1347",2,0.0274423710208562,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,2,2,3,1,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"336","1349",8,0.109769484083425,2,1,2,3,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,3,0,0,3,5,4,5,6,4,0,0,4,6,5,6,7,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
"337","1350",9,0.123490669593853,1,2,1,5,0,0,1,0,1,2,1,1,2,0,1,0,0,0,0,8,0,0,8,9,10,9,13,4,0,0,4,5,6,5,9,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0
"338","1351",1,0.0137211855104281,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,1,1,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","1352",16,0.21953896816685,2,5,5,4,0,1,1,1,1,2,0,2,2,0,1,0,0,0,0,8,0,1,9,11,14,14,13,8,1,0,9,11,14,14,13,2,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0
"340","1353",5,0.0686059275521405,0,3,0,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,4,0,0,4,4,7,4,6,2,0,0,2,2,5,2,4,2,0,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0
"341","1401",9,0.123490669593853,2,2,2,3,0,0,2,1,1,0,2,2,0,1,0,0,0,0,0,5,1,1,7,9,9,9,10,4,0,1,5,7,7,7,8,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,2,1,0,1,0
"342","1402",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"343","1403",1,0.0137211855104281,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"344","1404",3,0.0411635565312843,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,2,2,2,3,4,1,0,1,2,2,2,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"345","1405",1,0.0137211855104281,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","1408",5,0.0686059275521405,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,4,7,3,3,0,1,4,4,5,8,4,1,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","1409",19,0.260702524698134,4,6,4,5,0,1,2,3,1,4,0,2,1,1,0,0,0,0,0,8,1,3,13,17,19,17,18,11,2,2,16,20,22,20,21,1,0,1,0,0,5,1,0,2,2,2,0,0,0,0,1,0,1,3,0,0,3,0,1,4,0
"348","1410",2,0.0274423710208562,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,4,2,2,0,0,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","1411",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"350","1412",10,0.137211855104281,2,5,1,2,0,0,0,1,2,1,2,0,1,1,0,0,0,0,0,4,0,0,4,6,9,5,6,8,0,0,8,10,13,9,10,1,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0
"351","1413",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","1414",18,0.246981339187706,2,1,7,8,0,0,4,1,2,4,0,1,1,0,0,0,0,0,0,14,0,0,14,16,15,21,22,13,1,0,14,16,15,21,22,1,0,0,1,0,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,8,0,0,7,0
"353","1415",4,0.0548847420417124,1,0,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,3,2,2,5,4,0,0,4,5,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0
"354","1416",4,0.0548847420417124,0,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,4,3,3,1,1,0,2,2,4,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","1417",2,0.0274423710208562,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","1419",1,0.0137211855104281,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"357","1421",13,0.178375411635565,1,6,4,2,1,0,2,2,1,2,0,2,0,1,1,0,0,0,0,5,0,0,5,6,11,9,7,6,1,0,7,8,13,11,9,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"358","1422",10,0.137211855104281,2,5,3,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,5,0,0,5,7,10,8,5,6,1,1,8,10,13,11,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"359","1423",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","1424",17,0.233260153677278,2,1,3,11,0,1,1,1,3,3,1,1,1,1,2,1,0,0,0,12,2,1,15,17,16,18,26,9,2,1,12,14,13,15,23,3,1,1,0,1,4,0,0,0,4,0,0,0,0,0,1,0,0,2,0,1,8,2,1,4,2
"361","1425",1,0.0137211855104281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","1426",2,0.0274423710208562,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,2,3,3,1,0,0,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"363","1427",14,0.192096597145993,1,5,3,5,0,0,1,3,1,1,0,2,2,0,0,0,0,0,0,11,1,0,12,13,17,15,17,9,1,0,10,11,15,13,15,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0
"364","1428",7,0.0960482985729967,3,0,2,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,5,0,0,5,8,5,7,7,6,0,0,6,9,6,8,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,2,0,0,2,0
"365","1429",26,0.356750823271131,4,5,9,8,0,2,1,3,4,2,3,1,2,1,1,0,0,0,0,16,1,1,19,23,24,28,27,17,1,1,19,23,24,28,27,5,1,0,3,1,2,0,1,1,0,2,1,1,1,1,2,0,0,4,0,0,7,1,0,5,1
"366","1430",4,0.0548847420417124,1,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,3,2,4,3,2,0,0,2,3,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"367","1431",5,0.0686059275521405,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,4,4,3,4,0,0,4,4,6,6,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"368","1432",5,0.0686059275521405,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,4,4,1,0,0,1,3,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"369","1434",8,0.109769484083425,2,2,2,2,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,4,1,0,5,7,7,7,7,5,1,0,6,8,8,8,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
"370","1435",16,0.21953896816685,0,3,4,9,0,1,4,3,1,3,0,1,0,0,1,0,0,0,0,12,1,0,13,13,16,17,22,13,0,0,13,13,16,17,22,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,8,0,0,7,0
"371","1436",15,0.205817782656422,2,3,3,7,0,0,1,3,3,1,2,2,0,1,0,0,0,0,0,10,0,0,13,15,16,16,20,6,0,0,8,10,11,11,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,6,0,0,2,0
"372","1438",6,0.0823271130625686,1,0,3,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,5,6,5,8,7,4,0,0,4,5,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
"373","1439",4,0.0548847420417124,0,1,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,3,4,6,3,0,1,0,2,2,3,5,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","1502",1,0.0137211855104281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","1503",1,0.0137211855104281,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","1504",13,0.178375411635565,3,1,1,8,0,0,1,2,2,1,0,2,0,2,0,0,0,0,0,11,0,0,11,14,12,12,19,6,0,0,6,9,7,7,14,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,7,0,0,4,0
"377","1505",72,0.987925356750823,14,19,14,25,0,1,3,11,5,10,6,8,5,11,3,0,0,0,0,39,1,3,43,57,62,57,68,40,1,3,44,58,63,58,69,11,2,4,3,2,8,2,4,1,1,6,3,3,3,3,6,1,1,3,1,1,16,0,1,16,0
"378","1506",96,1.3172338090011,21,31,22,22,0,2,2,18,11,12,8,7,4,8,4,1,0,0,0,45,2,1,48,69,79,70,70,47,3,0,50,71,81,72,72,18,4,6,2,6,21,8,3,4,6,13,2,2,2,2,6,0,1,6,0,0,9,1,0,11,2
"379","1507",124,1.70142700329308,27,34,30,33,0,2,6,17,23,16,6,8,9,6,5,0,0,1,0,86,3,1,92,119,126,122,125,61,2,0,65,92,99,95,98,20,5,8,5,2,24,8,5,3,8,7,2,2,2,2,16,1,0,10,0,0,26,1,0,18,1
"380","1508",4,0.0548847420417124,1,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,3,4,5,4,3,1,0,0,1,2,3,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","1509",1,0.0137211855104281,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","1510",3,0.0411635565312843,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,2,1,0,0,1,3,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"383","1511",59,0.809549945115258,8,13,25,13,0,1,2,9,7,9,5,3,4,1,0,0,0,0,0,30,2,1,33,41,46,58,46,37,1,1,40,48,53,65,53,7,1,0,4,2,17,4,4,7,2,3,2,2,2,2,1,1,0,3,0,0,13,0,0,12,0
"384","1512",35,0.480241492864984,8,10,6,11,0,0,3,6,6,1,4,3,5,1,0,1,0,0,0,21,1,0,23,31,33,29,34,19,0,0,20,28,30,26,31,11,6,1,1,3,12,6,1,2,3,2,1,1,1,1,1,1,0,0,0,0,7,0,0,6,0
"385","1513",4,0.0548847420417124,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,4,2,3,1,0,0,1,2,3,1,2,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","1514",36,0.493962678375412,2,18,9,7,0,0,4,5,2,1,3,6,4,1,0,0,0,0,0,21,4,7,32,34,50,41,39,15,4,3,22,24,40,31,29,3,1,2,0,0,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1
"387","1516",37,0.50768386388584,3,15,8,11,0,2,0,5,5,2,2,2,5,3,1,1,0,0,0,27,0,0,27,30,42,35,38,20,0,0,20,23,35,28,31,5,1,4,0,0,6,1,2,1,2,1,1,1,1,1,0,0,0,3,0,0,10,0,0,5,0
"388","1517",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"389","1518",61,0.836992316136114,9,20,10,22,0,1,0,8,6,7,3,3,9,7,5,0,0,0,0,38,1,0,40,49,60,50,62,28,0,0,29,38,49,39,51,16,4,6,2,4,13,5,3,1,4,5,4,4,4,4,4,0,0,3,0,0,16,1,0,10,0
